 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Mar/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"220045 Alvorada do Gurguéia";23;23;10562,56;8516,01;-;-;2046,55;-;-;459,24;459,24;91;4,0;-;-
"220050 Amarante";170;170;83814,60;66464,59;-;-;17350,01;-;-;493,03;493,03;505;3,0;4;2,35
"220060 Angical do Piauí";17;17;19461,10;15535,64;-;-;3925,46;-;-;1144,77;1144,77;78;4,6;-;-
"220070 Anísio de Abreu";35;35;25211,96;17857,08;-;-;7354,88;-;-;720,34;720,34;95;2,7;-;-
"220080 Antônio Almeida";9;9;4206,76;2824,70;-;-;1382,06;-;-;467,42;467,42;16;1,8;-;-
"220090 Aroazes";24;24;20632,68;15974,60;-;-;4658,08;-;-;859,70;859,70;67;2,8;1;4,17
"220095 Aroeiras do Itaim";9;9;4950,27;3647,77;-;-;1302,50;-;-;550,03;550,03;59;6,6;-;-
"220100 Arraial";23;23;10749,04;8408,16;-;-;2340,88;-;-;467,35;467,35;61;2,7;1;4,35
"220105 Assunção do Piauí";14;14;12084,39;8235,93;-;-;3848,46;-;-;863,17;863,17;48;3,4;-;-
"220110 Avelino Lopes";38;38;37596,22;28799,06;-;-;8797,16;-;-;989,37;989,37;168;4,4;3;7,89
"220115 Baixa Grande do Ribeiro";15;15;14046,82;10348,83;-;-;3697,99;-;-;936,45;936,45;45;3,0;-;-
"220117 Barra D'Alcântara";7;7;4208,72;3060,64;-;-;1148,08;-;-;601,25;601,25;35;5,0;-;-
"220120 Barras";180;180;126962,12;102418,50;-;-;24543,62;-;-;705,35;705,35;753;4,2;3;1,67
"220130 Barreiras do Piauí";10;10;9433,47;6845,79;-;-;2587,68;-;-;943,35;943,35;56;5,6;-;-
"220140 Barro Duro";17;17;10307,61;8167,06;-;-;2140,55;-;-;606,33;606,33;77;4,5;-;-
"220150 Batalha";78;78;96737,68;77993,40;-;-;18744,28;-;-;1240,23;1240,23;389;5,0;4;5,13
"220155 Bela Vista do Piauí";9;9;9706,38;7426,38;-;-;2280,00;-;-;1078,49;1078,49;44;4,9;1;11,11
"220157 Belém do Piauí";4;4;2125,57;1352,25;-;-;773,32;-;-;531,39;531,39;7;1,8;-;-
"220160 Beneditinos";50;50;43028,62;33816,02;-;-;9212,60;-;-;860,57;860,57;234;4,7;-;-
"220170 Bertolínia";22;22;12479,09;9570,44;-;-;2908,65;-;-;567,23;567,23;130;5,9;-;-
"220173 Betânia do Piauí";23;23;24088,39;17941,39;-;-;6147,00;-;-;1047,32;1047,32;93;4,0;-;-
"220177 Boa Hora";33;34;20020,11;16608,14;-;-;3411,97;-;-;588,83;606,67;163;4,9;1;3,03
"220180 Bocaina";20;20;30378,03;25833,38;-;-;4544,65;-;-;1518,90;1518,90;120;6,0;-;-
"220190 Bom Jesus";150;150;84275,36;63142,92;-;-;21132,44;-;-;561,84;561,84;470;3,1;1;0,67
"220191 Bom Princípio do Piauí";26;26;26101,11;21234,57;-;-;4866,54;-;-;1003,89;1003,89;116;4,5;2;7,69
"220192 Bonfim do Piauí";33;33;39132,86;32623,39;-;-;6509,47;-;-;1185,84;1185,84;198;6,0;1;3,03
"220194 Boqueirão do Piauí";31;31;31220,32;25877,02;-;-;5343,30;-;-;1007,11;1007,11;134;4,3;3;9,68
"220196 Brasileira";30;30;20768,30;14492,37;-;-;6275,93;-;-;692,28;692,28;93;3,1;1;3,33
"220198 Brejo do Piauí";22;22;15949,74;12455,98;-;-;3493,76;-;-;724,99;724,99;101;4,6;-;-
"220200 Buriti dos Lopes";72;72;131185,15;105712,95;-;-;25472,20;-;-;1822,02;1822,02;510;7,1;6;8,33
"220202 Buriti dos Montes";15;15;9173,24;6708,79;-;-;2464,45;-;-;611,55;611,55;42;2,8;1;6,67
"220205 Cabeceiras do Piauí";29;29;23481,10;18735,02;-;-;4746,08;-;-;809,69;809,69;124;4,3;2;6,90
"220207 Cajazeiras do Piauí";13;13;13371,34;10547,62;-;-;2823,72;-;-;1028,56;1028,56;67;5,2;-;-
"220208 Cajueiro da Praia";17;17;8509,59;6432,31;-;-;2077,28;-;-;500,56;500,56;67;3,9;-;-
"220209 Caldeirão Grande do Piauí";16;16;26718,14;19730,92;-;-;6987,22;-;-;1669,88;1669,88;85;5,3;-;-
"220210 Campinas do Piauí";15;15;9644,84;7448,30;-;-;2196,54;-;-;642,99;642,99;84;5,6;-;-
"220211 Campo Alegre do Fidalgo";16;16;9564,42;7523,02;-;-;2041,40;-;-;597,78;597,78;51;3,2;2;12,50
"220213 Campo Grande do Piauí";22;22;17754,59;12678,60;-;-;5075,99;-;-;807,03;807,03;67;3,0;-;-
"220217 Campo Largo do Piauí";21;21;11513,75;9028,42;-;-;2485,33;-;-;548,27;548,27;75;3,6;1;4,76
"220220 Campo Maior";308;308;249792,10;205890,77;-;-;43901,33;-;-;811,01;811,01;1079;3,5;9;2,92
"220225 Canavieira";12;12;6124,30;4505,98;-;-;1618,32;-;-;510,36;510,36;33;2,8;-;-
"220230 Canto do Buriti";165;165;129349,51;103483,56;-;-;25865,95;-;-;783,94;783,94;601;3,6;1;0,61
"220240 Capitão de Campos";38;38;33314,51;25986,71;-;-;7327,80;-;-;876,70;876,70;158;4,2;2;5,26
"220245 Capitão Gervásio Oliveira";15;15;23701,46;20015,95;-;-;3685,51;-;-;1580,10;1580,10;123;8,2;2;13,33
"220250 Caracol";43;43;28531,30;21627,54;-;-;6903,76;-;-;663,52;663,52;161;3,7;-;-
"220253 Caraúbas do Piauí";13;13;6143,64;4498,99;-;-;1644,65;-;-;472,59;472,59;50;3,8;-;-
"220255 Caridade do Piauí";14;14;16366,11;12508,75;-;-;3857,36;-;-;1169,01;1169,01;48;3,4;-;-
"220260 Castelo do Piauí";101;102;93405,00;72083,91;-;-;21321,09;-;-;915,74;924,80;468;4,6;1;0,99
"220265 Caxingó";16;16;11679,66;9127,81;-;-;2551,85;-;-;729,98;729,98;93;5,8;-;-
"220270 Cocal";65;65;75092,63;52353,61;-;-;22739,02;-;-;1155,27;1155,27;326;5,0;2;3,08
"220271 Cocal de Telha";30;30;25110,96;18075,37;-;-;7035,59;-;-;837,03;837,03;74;2,5;1;3,33
"220272 Cocal dos Alves";22;22;16767,68;13473,42;-;-;3294,26;-;-;762,17;762,17;126;5,7;-;-
"220273 Coivaras";9;9;7281,63;6210,58;-;-;1071,05;-;-;809,07;809,07;34;3,8;-;-
"220275 Colônia do Gurguéia";24;24;23509,42;17981,06;-;-;5528,36;-;-;979,56;979,56;96;4,0;2;8,33
"220277 Colônia do Piauí";46;46;36637,15;28682,92;-;-;7954,23;-;-;796,46;796,46;247;5,4;2;4,35
"220280 Conceição do Canindé";15;15;20717,77;17674,39;-;-;3043,38;-;-;1381,18;1381,18;107;7,1;3;20,00
"220285 Coronel José Dias";34;34;45748,28;37281,34;-;-;8466,94;-;-;1345,54;1345,54;135;4,0;1;2,94
"220290 Corrente";88;88;64783,09;52599,47;-;-;12183,62;-;-;736,17;736,17;315;3,6;2;2,27
"220300 Cristalândia do Piauí";14;14;39283,44;31336,53;-;-;7946,91;-;-;2805,96;2805,96;124;8,9;1;7,14
"220310 Cristino Castro";97;97;74159,05;63731,77;-;-;10427,28;-;-;764,53;764,53;369;3,8;1;1,03
"220320 Curimatá";80;80;58873,63;47478,11;-;-;11395,52;-;-;735,92;735,92;284;3,5;1;1,25
"220323 Currais";23;23;13602,92;10743,96;-;-;2858,96;-;-;591,43;591,43;125;5,4;1;4,35
"220327 Curral Novo do Piauí";23;23;21955,37;16092,81;-;-;5862,56;-;-;954,58;954,58;58;2,5;1;4,35
"220325 Curralinhos";27;27;44838,77;37560,61;-;-;7278,16;-;-;1660,70;1660,70;158;5,9;1;3,70
"220330 Demerval Lobão";91;91;91213,51;69739,78;-;-;21473,73;-;-;1002,35;1002,35;295;3,2;1;1,10
"220335 Dirceu Arcoverde";50;50;55295,49;42483,04;-;-;12812,45;-;-;1105,91;1105,91;211;4,2;-;-
"220340 Dom Expedito Lopes";18;18;19834,76;13716,80;-;-;6117,96;-;-;1101,93;1101,93;112;6,2;2;11,11
"220345 Dom Inocêncio";36;36;30525,83;24908,63;-;-;5617,20;-;-;847,94;847,94;162;4,5;-;-
"220342 Domingos Mourão";25;25;20983,60;16754,73;-;-;4228,87;-;-;839,34;839,34;107;4,3;-;-
"220350 Elesbão Veloso";129;130;78780,33;63813,26;-;-;14967,07;-;-;606,00;610,70;597;4,6;3;2,33
"220360 Eliseu Martins";11;11;5305,72;4152,80;-;-;1152,92;-;-;482,34;482,34;44;4,0;-;-
"220370 Esperantina";185;186;163366,44;134015,05;-;-;29351,39;-;-;878,31;883,06;643;3,5;4;2,16
"220375 Fartura do Piauí";20;20;11060,37;8931,20;-;-;2129,17;-;-;553,02;553,02;87;4,3;-;-
"220380 Flores do Piauí";12;12;8589,28;6127,62;-;-;2461,66;-;-;715,77;715,77;77;6,4;-;-
"220385 Floresta do Piauí";6;6;2179,27;1757,49;-;-;421,78;-;-;363,21;363,21;39;6,5;-;-
"220390 Floriano";315;316;240292,19;188118,23;-;-;52173,96;-;-;760,42;762,83;1277;4,1;6;1,90
"220400 Francinópolis";16;16;17773,37;14201,65;-;-;3571,72;-;-;1110,84;1110,84;63;3,9;-;-
"220410 Francisco Ayres";19;19;12310,60;9660,31;-;-;2650,29;-;-;647,93;647,93;70;3,7;-;-
"220415 Francisco Macedo";6;6;2887,00;2019,68;-;-;867,32;-;-;481,17;481,17;25;4,2;-;-
"220420 Francisco Santos";15;15;11848,48;9424,97;-;-;2423,51;-;-;789,90;789,90;76;5,1;1;6,67
"220430 Fronteiras";34;35;40854,47;32982,69;-;-;7871,78;-;-;1167,27;1201,60;206;6,1;-;-
"220435 Geminiano";7;8;18775,25;16314,62;-;-;2460,63;-;-;2346,91;2682,18;64;9,1;-;-
"220440 Gilbués";31;31;24203,71;18704,32;-;-;5499,39;-;-;780,76;780,76;139;4,5;1;3,23
"220450 Guadalupe";50;50;80048,02;61957,83;-;-;18090,19;-;-;1600,96;1600,96;211;4,2;4;8,00
"220455 Guaribas";26;26;15960,91;11806,09;-;-;4154,82;-;-;613,88;613,88;81;3,1;-;-
"220460 Hugo Napoleão";12;13;9560,01;7341,00;-;-;2219,01;-;-;735,39;796,67;94;7,8;2;16,67
"220465 Ilha Grande";43;43;39415,03;30469,47;-;-;8945,56;-;-;916,63;916,63;219;5,1;2;4,65
"220470 Inhuma";64;65;39497,50;29879,16;-;-;9618,34;-;-;607,65;617,15;301;4,7;1;1,56
"220480 Ipiranga do Piauí";52;52;48993,30;38479,66;-;-;10513,64;-;-;942,18;942,18;192;3,7;1;1,92
"220490 Isaías Coelho";34;34;26111,98;18697,22;-;-;7414,76;-;-;768,00;768,00;171;5,0;-;-
"220500 Itainópolis";27;27;15187,98;11224,13;-;-;3963,85;-;-;562,52;562,52;91;3,4;1;3,70
"220510 Itaueira";60;60;45127,21;34481,45;-;-;10645,76;-;-;752,12;752,12;197;3,3;1;1,67
"220515 Jacobina do Piauí";22;22;25962,96;21295,34;-;-;4667,62;-;-;1180,13;1180,13;128;5,8;-;-
"220520 Jaicós";60;61;37256,22;29811,96;-;-;7444,26;-;-;610,76;620,94;196;3,3;1;1,67
"220525 Jardim do Mulato";17;17;15564,75;13422,86;-;-;2141,89;-;-;915,57;915,57;107;6,3;1;5,88
"220527 Jatobá do Piauí";29;29;26511,29;20788,01;-;-;5723,28;-;-;914,18;914,18;82;2,8;1;3,45
"220530 Jerumenha";14;15;17903,17;14282,62;-;-;3620,55;-;-;1193,54;1278,80;94;6,7;-;-
"220535 João Costa";12;12;19015,49;16598,46;-;-;2417,03;-;-;1584,62;1584,62;36;3,0;2;16,67
"220540 Joaquim Pires";48;48;47041,10;33540,93;-;-;13500,17;-;-;980,02;980,02;161;3,4;1;2,08
"220545 Joca Marques";31;31;17909,64;13430,39;-;-;4479,25;-;-;577,73;577,73;126;4,1;-;-
"220550 José de Freitas";187;190;246274,70;186062,60;-;-;60212,10;-;-;1296,18;1316,98;968;5,2;5;2,67
"220551 Juazeiro do Piauí";17;17;8789,54;6561,62;-;-;2227,92;-;-;517,03;517,03;49;2,9;4;23,53
"220552 Júlio Borges";25;25;16448,28;13013,46;-;-;3434,82;-;-;657,93;657,93;115;4,6;1;4,00
"220553 Jurema";22;22;20972,18;17132,17;-;-;3840,01;-;-;953,28;953,28;84;3,8;-;-
"220555 Lagoa Alegre";16;17;23743,70;16555,66;-;-;7188,04;-;-;1396,69;1483,98;101;6,3;-;-
"220557 Lagoa de São Francisco";29;29;15586,32;12157,89;-;-;3428,43;-;-;537,46;537,46;208;7,2;-;-
"220556 Lagoa do Barro do Piauí";13;13;6347,85;4952,56;-;-;1395,29;-;-;488,30;488,30;68;5,2;1;7,69
"220558 Lagoa do Piauí";22;22;17478,69;13165,09;-;-;4313,60;-;-;794,49;794,49;112;5,1;-;-
"220559 Lagoa do Sítio";25;25;13238,81;10517,44;-;-;2721,37;-;-;529,55;529,55;88;3,5;1;4,00
"220554 Lagoinha do Piauí";15;15;9918,03;7261,36;-;-;2656,67;-;-;661,20;661,20;39;2,6;-;-
"220560 Landri Sales";24;24;18468,84;14488,67;-;-;3980,17;-;-;769,53;769,53;116;4,8;-;-
"220570 Luís Correia";166;167;98084,70;75473,36;-;-;22611,34;-;-;587,33;590,87;642;3,9;3;1,81
"220580 Luzilândia";156;156;88453,77;69888,11;-;-;18565,66;-;-;567,01;567,01;556;3,6;1;0,64
"220585 Madeiro";25;25;11605,08;8457,36;-;-;3147,72;-;-;464,20;464,20;54;2,2;-;-
"220590 Manoel Emídio";7;7;7702,94;6652,55;-;-;1050,39;-;-;1100,42;1100,42;46;6,6;-;-
"220595 Marcolândia";34;34;28341,54;22574,52;-;-;5767,02;-;-;833,57;833,57;158;4,6;-;-
"220600 Marcos Parente";6;6;4598,47;3562,56;-;-;1035,91;-;-;766,41;766,41;44;7,3;-;-
"220605 Massapê do Piauí";11;11;12930,11;10591,28;-;-;2338,83;-;-;1175,46;1175,46;73;6,6;-;-
"220610 Matias Olímpio";42;43;46032,17;36846,60;-;-;9185,57;-;-;1070,52;1096,00;178;4,2;-;-
"220620 Miguel Alves";172;173;114336,17;92285,72;-;-;22050,45;-;-;660,90;664,75;731;4,3;2;1,16
"220630 Miguel Leão";4;4;2777,92;2144,77;-;-;633,15;-;-;694,48;694,48;12;3,0;-;-
"220635 Milton Brandão";37;37;32009,86;25905,37;-;-;6104,49;-;-;865,13;865,13;196;5,3;-;-
"220640 Monsenhor Gil";38;39;25977,55;19150,97;-;-;6826,58;-;-;666,09;683,62;147;3,9;1;2,63
"220650 Monsenhor Hipólito";46;47;26908,43;22762,54;-;-;4145,89;-;-;572,52;584,97;216;4,7;-;-
"220660 Monte Alegre do Piauí";40;40;28133,41;21602,99;-;-;6530,42;-;-;703,34;703,34;146;3,7;3;7,50
"220665 Morro Cabeça no Tempo";9;9;12053,91;10655,43;-;-;1398,48;-;-;1339,32;1339,32;14;1,6;-;-
"220667 Morro do Chapéu do Piauí";26;26;32019,85;25738,05;-;-;6281,80;-;-;1231,53;1231,53;117;4,5;1;3,85
"220669 Murici dos Portelas";22;22;11466,16;8511,02;-;-;2955,14;-;-;521,19;521,19;108;4,9;1;4,55
"220670 Nazaré do Piauí";29;29;19155,41;14130,91;-;-;5024,50;-;-;660,53;660,53;101;3,5;-;-
"220672 Nazária";38;38;45257,47;36626,19;-;-;8631,28;-;-;1190,99;1190,99;213;5,6;2;5,26
"220675 Nossa Senhora de Nazaré";39;39;20735,59;17213,70;-;-;3521,89;-;-;531,68;531,68;134;3,4;-;-
"220680 Nossa Senhora dos Remédios";17;17;14503,24;11550,88;-;-;2952,36;-;-;853,13;853,13;95;5,6;-;-
"220795 Nova Santa Rita";20;20;22098,88;18989,84;-;-;3109,04;-;-;1104,94;1104,94;96;4,8;-;-
"220690 Novo Oriente do Piauí";22;22;11804,99;8680,74;-;-;3124,25;-;-;536,59;536,59;84;3,8;-;-
"220695 Novo Santo Antônio";7;7;6085,78;5026,83;-;-;1058,95;-;-;869,40;869,40;53;7,6;-;-
"220700 Oeiras";271;272;229386,07;189337,79;-;-;40048,28;-;-;843,33;846,44;1298;4,8;9;3,32
"220710 Olho D'Água do Piauí";14;14;14948,65;11478,76;-;-;3469,89;-;-;1067,76;1067,76;78;5,6;-;-
"220720 Padre Marcos";14;14;7808,28;5392,77;-;-;2415,51;-;-;557,73;557,73;66;4,7;-;-
"220730 Paes Landim";17;17;12899,66;10289,33;-;-;2610,33;-;-;758,80;758,80;90;5,3;-;-
"220735 Pajeú do Piauí";8;8;13706,30;11536,20;-;-;2170,10;-;-;1713,29;1713,29;81;10,1;-;-
"220740 Palmeira do Piauí";19;19;18453,53;15030,97;-;-;3422,56;-;-;971,24;971,24;58;3,1;1;5,26
"220750 Palmeirais";37;37;32834,33;25140,30;-;-;7694,03;-;-;887,41;887,41;139;3,8;2;5,41
"220755 Paquetá";12;12;8520,73;6071,87;-;-;2448,86;-;-;710,06;710,06;44;3,7;1;8,33
"220760 Parnaguá";130;130;66759,00;57860,64;-;-;8898,36;-;-;513,53;513,53;407;3,1;-;-
"220770 Parnaíba";902;902;736619,51;566984,68;-;-;169634,83;-;-;816,65;816,65;5333;5,9;28;3,10
"220775 Passagem Franca do Piauí";17;17;12185,22;8854,04;-;-;3331,18;-;-;716,78;716,78;94;5,5;-;-
"220777 Patos do Piauí";8;9;6766,20;5868,37;-;-;897,83;-;-;751,80;845,77;92;11,5;-;-
"220779 Pau D'Arco do Piauí";13;13;10853,60;9017,37;-;-;1836,23;-;-;834,89;834,89;44;3,4;1;7,69
"220780 Paulistana";81;81;48312,29;36062,06;-;-;12250,23;-;-;596,45;596,45;277;3,4;-;-
"220785 Pavussu";11;12;18400,19;15087,85;-;-;3312,34;-;-;1533,35;1672,74;109;9,9;1;9,09
"220790 Pedro II";294;295;176188,35;143322,87;-;-;32865,48;-;-;597,25;599,28;1301;4,4;9;3,06
"220793 Pedro Laurentino";7;7;2661,54;1980,41;-;-;681,13;-;-;380,22;380,22;13;1,9;1;14,29
"220800 Picos";289;292;287948,87;227459,99;-;-;60488,88;-;-;986,13;996,36;1475;5,1;13;4,50
"220810 Pimenteiras";43;43;20957,95;15600,77;-;-;5357,18;-;-;487,39;487,39;145;3,4;1;2,33
"220820 Pio IX";41;41;44253,77;35753,83;-;-;8499,94;-;-;1079,36;1079,36;158;3,9;1;2,44
"220830 Piracuruca";60;62;74001,92;58036,02;-;-;15965,90;-;-;1193,58;1233,37;413;6,9;3;5,00
"220840 Piripiri";240;240;285566,57;227598,35;-;-;57968,22;-;-;1189,86;1189,86;1403;5,8;10;4,17
"220850 Porto";63;63;47368,49;35948,07;-;-;11420,42;-;-;751,88;751,88;259;4,1;1;1,59
"220855 Porto Alegre do Piauí";8;8;4789,73;3564,31;-;-;1225,42;-;-;598,72;598,72;17;2,1;1;12,50
"220860 Prata do Piauí";15;15;18783,82;15428,21;-;-;3355,61;-;-;1252,25;1252,25;75;5,0;1;6,67
"220865 Queimada Nova";15;15;10551,34;7178,35;-;-;3372,99;-;-;703,42;703,42;50;3,3;-;-
"220870 Redenção do Gurguéia";30;30;14584,80;10909,70;-;-;3675,10;-;-;486,16;486,16;100;3,3;2;6,67
"220880 Regeneração";141;144;106024,15;88866,71;-;-;17157,44;-;-;736,28;751,94;592;4,2;5;3,55
"220885 Riacho Frio";13;13;6091,51;4418,25;-;-;1673,26;-;-;468,58;468,58;36;2,8;-;-
"220887 Ribeira do Piauí";13;13;8068,59;6093,56;-;-;1975,03;-;-;620,66;620,66;37;2,8;1;7,69
"220890 Ribeiro Gonçalves";34;34;22782,84;18943,44;-;-;3839,40;-;-;670,08;670,08;90;2,6;1;2,94
"220900 Rio Grande do Piauí";17;17;11589,30;8543,29;-;-;3046,01;-;-;681,72;681,72;59;3,5;-;-
"220910 Santa Cruz do Piauí";15;15;11958,55;7964,08;-;-;3994,47;-;-;797,24;797,24;81;5,4;-;-
"220915 Santa Cruz dos Milagres";10;10;5054,23;3379,97;-;-;1674,26;-;-;505,42;505,42;20;2,0;-;-
"220920 Santa Filomena";7;7;6731,90;5742,26;-;-;989,64;-;-;961,70;961,70;54;7,7;-;-
"220930 Santa Luz";25;25;36645,91;29967,31;-;-;6678,60;-;-;1465,84;1465,84;118;4,7;1;4,00
"220937 Santa Rosa do Piauí";25;25;25284,77;19578,73;-;-;5706,04;-;-;1011,39;1011,39;158;6,3;-;-
"220935 Santana do Piauí";7;7;4581,91;3528,38;-;-;1053,53;-;-;654,56;654,56;21;3,0;-;-
"220940 Santo Antônio de Lisboa";15;15;16113,83;11416,29;-;-;4697,54;-;-;1074,26;1074,26;67;4,5;-;-
"220945 Santo Antônio dos Milagres";3;3;1925,08;1297,64;-;-;627,44;-;-;641,69;641,69;6;2,0;-;-
"220950 Santo Inácio do Piauí";16;16;35652,58;29856,26;-;-;5796,32;-;-;2228,29;2228,29;89;5,6;-;-
"220955 São Braz do Piauí";37;37;26912,59;21788,53;-;-;5124,06;-;-;727,37;727,37;141;3,8;2;5,41
"220960 São Félix do Piauí";11;11;14020,94;11472,13;-;-;2548,81;-;-;1274,63;1274,63;62;5,6;-;-
"220965 São Francisco de Assis do Piauí";16;16;7061,44;5565,83;-;-;1495,61;-;-;441,34;441,34;60;3,8;1;6,25
"220970 São Francisco do Piauí";29;30;26955,03;20962,73;-;-;5992,30;-;-;898,50;929,48;180;6,2;1;3,45
"220975 São Gonçalo do Gurguéia";2;2;7267,44;5693,73;-;-;1573,71;-;-;3633,72;3633,72;3;1,5;-;-
"220980 São Gonçalo do Piauí";21;21;24534,46;16859,08;-;-;7675,38;-;-;1168,31;1168,31;127;6,0;-;-
"220985 São João da Canabrava";11;11;14702,24;9487,13;-;-;5215,11;-;-;1336,57;1336,57;32;2,9;2;18,18
"220987 São João da Fronteira";14;14;7417,37;5357,33;-;-;2060,04;-;-;529,81;529,81;45;3,2;2;14,29
"220990 São João da Serra";16;16;10512,07;7666,42;-;-;2845,65;-;-;657,00;657,00;36;2,3;1;6,25
"220995 São João da Varjota";25;25;13566,40;10975,92;-;-;2590,48;-;-;542,66;542,66;85;3,4;2;8,00
"220997 São João do Arraial";39;39;21063,32;15189,42;-;-;5873,90;-;-;540,09;540,09;90;2,3;-;-
"221000 São João do Piauí";85;86;89090,58;72551,12;-;-;16539,46;-;-;1035,94;1048,12;474;5,6;4;4,71
"221005 São José do Divino";13;13;12791,37;9477,96;-;-;3313,41;-;-;983,95;983,95;83;6,4;-;-
"221010 São José do Peixe";13;13;8740,04;5871,43;-;-;2868,61;-;-;672,31;672,31;45;3,5;-;-
"221020 São José do Piauí";22;22;13183,06;10033,20;-;-;3149,86;-;-;599,23;599,23;78;3,5;1;4,55
"221030 São Julião";14;14;10059,09;7135,66;-;-;2923,43;-;-;718,51;718,51;57;4,1;1;7,14
"221035 São Lourenço do Piauí";41;41;26389,30;22560,72;-;-;3828,58;-;-;643,64;643,64;101;2,5;-;-
"221037 São Luis do Piauí";4;4;2200,25;1493,15;-;-;707,10;-;-;550,06;550,06;20;5,0;-;-
"221038 São Miguel da Baixa Grande";6;6;4147,26;3001,78;-;-;1145,48;-;-;691,21;691,21;10;1,7;-;-
"221039 São Miguel do Fidalgo";18;18;10068,62;7595,92;-;-;2472,70;-;-;559,37;559,37;110;6,1;-;-
"221040 São Miguel do Tapuio";88;91;88173,36;69900,95;-;-;18272,41;-;-;968,94;1001,97;471;5,4;-;-
"221050 São Pedro do Piauí";46;46;57558,05;44927,02;-;-;12631,03;-;-;1251,26;1251,26;158;3,4;1;2,17
"221060 São Raimundo Nonato";551;552;386344,57;332949,14;-;-;53395,43;-;-;699,90;701,17;1818;3,3;3;0,54
"221062 Sebastião Barros";10;10;5026,26;3705,39;-;-;1320,87;-;-;502,63;502,63;31;3,1;-;-
"221063 Sebastião Leal";16;16;9205,25;6624,20;-;-;2581,05;-;-;575,33;575,33;61;3,8;-;-
"221065 Sigefredo Pacheco";40;40;53049,26;42720,48;-;-;10328,78;-;-;1326,23;1326,23;185;4,6;1;2,50
"221070 Simões";129;130;75664,02;66607,23;-;-;9056,79;-;-;582,03;586,54;464;3,6;1;0,78
"221080 Simplício Mendes";52;53;49427,89;38326,84;-;-;11101,05;-;-;932,60;950,54;217;4,2;4;7,69
"221090 Socorro do Piauí";22;22;12460,40;9696,50;-;-;2763,90;-;-;566,38;566,38;52;2,4;1;4,55
"221093 Sussuapara";32;32;18664,03;14847,22;-;-;3816,81;-;-;583,25;583,25;147;4,6;-;-
"221095 Tamboril do Piauí";13;13;11156,54;8352,20;-;-;2804,34;-;-;858,20;858,20;73;5,6;-;-
"221097 Tanque do Piauí";11;11;11334,71;8455,54;-;-;2879,17;-;-;1030,43;1030,43;34;3,1;2;18,18
"221100 Teresina";3992;4051;4737173,48;3757144,32;-;-;980029,16;-;-;1169,38;1186,67;22746;5,7;164;4,11
"221110 União";205;205;173379,51;127376,82;-;-;46002,69;-;-;845,75;845,75;856;4,2;3;1,46
"221120 Uruçuí";177;178;94119,15;74071,24;-;-;20047,91;-;-;528,76;531,75;695;3,9;5;2,82
"221130 Valença do Piauí";156;158;161233,79;132407,60;-;-;28826,19;-;-;1020,47;1033,55;725;4,6;6;3,85
"221135 Várzea Branca";26;26;15470,76;11945,12;-;-;3525,64;-;-;595,03;595,03;77;3,0;-;-
"221140 Várzea Grande";16;16;12509,55;9846,74;-;-;2662,81;-;-;781,85;781,85;89;5,6;1;6,25
"221150 Vera Mendes";15;15;7425,75;6046,23;-;-;1379,52;-;-;495,05;495,05;78;5,2;1;6,67
"221160 Vila Nova do Piauí";8;8;8092,98;6177,78;-;-;1915,20;-;-;1011,62;1011,62;50;6,3;1;12,50
"221170 Wall Ferraz";41;41;27538,50;22485,25;-;-;5053,25;-;-;671,67;671,67;120;2,9;1;2,44
"230010 Abaiara";34;34;54307,97;43125,82;-;-;11182,15;-;-;1597,29;1597,29;138;4,1;4;11,76
"230015 Acarape";68;68;57785,28;46995,94;-;-;10789,34;-;-;849,78;849,78;325;4,8;2;2,94
"230020 Acaraú";90;90;187608,62;149699,60;-;-;37909,02;-;-;2084,54;2084,54;729;8,1;7;7,78
"230030 Acopiara";196;196;178226,94;134115,50;-;-;44111,44;-;-;909,32;909,32;738;3,8;3;1,53
"230040 Aiuaba";85;85;58061,46;43087,19;-;-;14974,27;-;-;683,08;683,08;301;3,5;-;-
"230050 Alcântaras";39;39;71346,17;57575,63;-;-;13770,54;-;-;1829,39;1829,39;283;7,3;3;7,69
"230060 Altaneira";41;41;29360,52;24626,13;-;-;4734,39;-;-;716,11;716,11;197;4,8;-;-
"230070 Alto Santo";68;68;91076,12;76076,62;-;-;14999,50;-;-;1339,35;1339,35;371;5,5;5;7,35
"230075 Amontada";153;153;128663,58;96714,37;-;-;31949,21;-;-;840,94;840,94;725;4,7;8;5,23
"230080 Antonina do Norte";24;24;21772,43;16231,85;-;-;5540,58;-;-;907,18;907,18;104;4,3;-;-
"230090 Apuiarés";47;48;70445,29;51719,96;-;-;18725,33;-;-;1467,61;1498,84;288;6,1;3;6,38
