 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Out/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110008 Costa Marques";25;25;24596,94;18785,27;-;-;5811,67;-;-;983,88;983,88;152;6,1;-;-
"110094 Cujubim";71;71;62711,25;51984,62;-;-;10726,63;-;-;883,26;883,26;257;3,6;1;1,41
"110009 Espigão D'Oeste";169;169;92479,40;75998,19;-;-;16481,21;-;-;547,22;547,22;557;3,3;9;5,33
"110100 Governador Jorge Teixeira";16;16;32693,35;27337,39;-;-;5355,96;-;-;2043,33;2043,33;90;5,6;1;6,25
"110010 Guajará-Mirim";346;346;387347,99;319578,96;-;-;67769,03;-;-;1119,50;1119,50;1256;3,6;5;1,45
"110110 Itapuã do Oeste";28;28;19540,40;15740,32;-;-;3800,08;-;-;697,87;697,87;108;3,9;1;3,57
"110011 Jaru";286;286;246961,43;197997,89;-;-;48963,54;-;-;863,50;863,50;906;3,2;14;4,90
"110012 Ji-Paraná";526;526;414339,80;328635,91;-;-;85703,89;-;-;787,72;787,72;1887;3,6;19;3,61
"110013 Machadinho D'Oeste";129;129;120698,18;100244,25;-;-;20453,93;-;-;935,64;935,64;553;4,3;3;2,33
"110120 Ministro Andreazza";38;38;19655,22;15459,03;-;-;4196,19;-;-;517,24;517,24;134;3,5;1;2,63
"110130 Mirante da Serra";16;16;45326,03;38590,73;-;-;6735,30;-;-;2832,88;2832,88;115;7,2;2;12,50
"110140 Monte Negro";41;41;47154,26;40286,52;-;-;6867,74;-;-;1150,10;1150,10;202;4,9;1;2,44
"110014 Nova Brasilândia D'Oeste";32;32;18351,94;14123,29;-;-;4228,65;-;-;573,50;573,50;130;4,1;-;-
"110033 Nova Mamoré";145;145;175226,76;143933,50;-;-;31293,26;-;-;1208,46;1208,46;698;4,8;1;0,69
"110143 Nova União";12;12;12626,73;8950,36;-;-;3676,37;-;-;1052,23;1052,23;45;3,8;-;-
"110050 Novo Horizonte do Oeste";42;42;14525,70;11990,55;-;-;2535,15;-;-;345,85;345,85;129;3,1;-;-
"110015 Ouro Preto do Oeste";51;51;94968,68;79102,57;-;-;15866,11;-;-;1862,13;1862,13;293;5,7;3;5,88
"110145 Parecis";32;32;5458,35;4016,97;-;-;1441,38;-;-;170,57;170,57;46;1,4;-;-
"110018 Pimenta Bueno";222;222;107054,71;85803,44;-;-;21251,27;-;-;482,23;482,23;580;2,6;5;2,25
"110146 Pimenteiras do Oeste";8;8;60401,71;51626,48;-;-;8775,23;-;-;7550,21;7550,21;66;8,3;1;12,50
"110020 Porto Velho";2003;2003;2910503,46;2396378,39;-;-;514125,07;-;-;1453,07;1453,07;11760;5,9;80;3,99
"110025 Presidente Médici";79;79;47124,36;33719,83;-;-;13404,53;-;-;596,51;596,51;327;4,1;3;3,80
"110147 Primavera de Rondônia";7;7;5786,16;4208,90;-;-;1577,26;-;-;826,59;826,59;15;2,1;1;14,29
"110026 Rio Crespo";7;7;7261,11;6660,43;-;-;600,68;-;-;1037,30;1037,30;85;12,1;-;-
"110028 Rolim de Moura";271;271;127716,89;100045,80;-;-;27671,09;-;-;471,28;471,28;756;2,8;7;2,58
"110029 Santa Luzia D'Oeste";38;38;14439,46;11770,39;-;-;2669,07;-;-;379,99;379,99;134;3,5;1;2,63
"110148 São Felipe D'Oeste";10;10;5340,63;4112,65;-;-;1227,98;-;-;534,06;534,06;36;3,6;-;-
"110149 São Francisco do Guaporé";62;62;55567,64;41163,10;-;-;14404,54;-;-;896,25;896,25;233;3,8;3;4,84
"110032 São Miguel do Guaporé";145;145;72233,42;54711,17;-;-;17522,25;-;-;498,16;498,16;299;2,1;3;2,07
"110150 Seringueiras";43;43;20678,25;16226,48;-;-;4451,77;-;-;480,89;480,89;148;3,4;-;-
"110155 Teixeirópolis";9;9;3498,17;2899,09;-;-;599,08;-;-;388,69;388,69;33;3,7;-;-
"110160 Theobroma";21;21;20789,70;16947,35;-;-;3842,35;-;-;989,99;989,99;76;3,6;2;9,52
"110170 Urupá";25;25;24996,31;20302,99;-;-;4693,32;-;-;999,85;999,85;84;3,4;2;8,00
"110175 Vale do Anari";18;18;12244,32;9002,69;-;-;3241,63;-;-;680,24;680,24;57;3,2;1;5,56
"110180 Vale do Paraíso";18;18;12041,50;9398,55;-;-;2642,95;-;-;668,97;668,97;51;2,8;-;-
"110030 Vilhena";791;791;762193,94;602096,61;-;-;160097,33;-;-;963,58;963,58;2867;3,6;29;3,67
"120001 Acrelândia";35;35;27753,67;20114,32;-;-;7639,35;-;-;792,96;792,96;136;3,9;-;-
"120005 Assis Brasil";49;49;30265,47;22602,52;-;-;7662,95;-;-;617,66;617,66;172;3,5;2;4,08
"120010 Brasiléia";182;185;198565,64;152002,28;-;-;46563,36;-;-;1073,33;1091,02;797;4,4;7;3,85
"120013 Bujari";23;23;21086,15;13151,44;-;-;7934,71;-;-;916,79;916,79;108;4,7;-;-
"120017 Capixaba";38;38;28705,08;19054,59;-;-;9650,49;-;-;755,40;755,40;184;4,8;-;-
"120020 Cruzeiro do Sul";488;488;341890,75;255295,91;-;-;86594,84;-;-;700,60;700,60;2092;4,3;13;2,66
"120025 Epitaciolândia";92;92;47998,93;36475,14;-;-;11523,79;-;-;521,73;521,73;316;3,4;-;-
"120030 Feijó";167;167;93765,59;70631,60;-;-;23133,99;-;-;561,47;561,47;623;3,7;4;2,40
"120032 Jordão";15;15;25265,99;19133,18;-;-;6132,81;-;-;1684,40;1684,40;104;6,9;-;-
"120033 Mâncio Lima";62;62;55242,26;39188,91;-;-;16053,35;-;-;891,00;891,00;278;4,5;4;6,45
"120034 Manoel Urbano";44;47;41548,64;31041,09;-;-;10507,55;-;-;884,01;944,29;263;6,0;-;-
"120035 Marechal Thaumaturgo";73;73;39097,47;29137,80;-;-;9959,67;-;-;535,58;535,58;251;3,4;1;1,37
"120038 Plácido de Castro";67;67;69515,37;56887,01;-;-;12628,36;-;-;1037,54;1037,54;446;6,7;1;1,49
"120080 Porto Acre";51;51;47885,70;36586,12;-;-;11299,58;-;-;938,94;938,94;206;4,0;4;7,84
"120039 Porto Walter";35;35;22182,05;16772,01;-;-;5410,04;-;-;633,77;633,77;116;3,3;1;2,86
"120040 Rio Branco";1883;1897;2550916,49;1973672,22;-;-;577244,27;-;-;1344,71;1354,71;10097;5,4;95;5,05
"120042 Rodrigues Alves";56;56;33112,17;25036,55;-;-;8075,62;-;-;591,29;591,29;195;3,5;2;3,57
"120043 Santa Rosa do Purus";15;15;10533,64;7613,52;-;-;2920,12;-;-;702,24;702,24;183;12,2;-;-
"120050 Sena Madureira";269;269;134920,51;105984,57;-;-;28935,94;-;-;501,56;501,56;939;3,5;13;4,83
"120045 Senador Guiomard";87;87;84791,83;61509,20;-;-;23282,63;-;-;974,62;974,62;334;3,8;4;4,60
"120060 Tarauacá";221;221;131069,51;97250,28;-;-;33819,23;-;-;593,07;593,07;660;3,0;5;2,26
"120070 Xapuri";125;127;89556,88;69241,57;-;-;20315,31;-;-;705,17;716,46;731;5,8;2;1,60
"130002 Alvarães";91;91;50656,19;38105,17;-;-;12551,02;-;-;556,66;556,66;337;3,7;1;1,10
"130006 Amaturá";34;34;18885,22;12106,22;-;-;6779,00;-;-;555,45;555,45;112;3,3;-;-
"130008 Anamã";16;16;9247,83;7004,41;-;-;2243,42;-;-;577,99;577,99;58;3,6;-;-
"130010 Anori";12;12;22150,77;18971,60;-;-;3179,17;-;-;1845,90;1845,90;85;7,1;-;-
"130014 Apuí";108;108;48724,92;36006,81;-;-;12718,11;-;-;451,16;451,16;361;3,3;4;3,70
"130020 Atalaia do Norte";44;44;39806,07;31413,71;-;-;8392,36;-;-;904,68;904,68;160;3,6;1;2,27
"130030 Autazes";95;95;108368,94;84995,74;-;-;23373,20;-;-;1140,73;1140,73;391;4,1;-;-
"130040 Barcelos";15;15;37490,77;33166,93;-;-;4323,84;-;-;2499,38;2499,38;170;11,3;1;6,67
"130050 Barreirinha";48;48;33830,14;25186,50;-;-;8643,64;-;-;704,79;704,79;208;4,3;3;6,25
"130060 Benjamin Constant";124;124;92185,62;69949,64;-;-;22235,98;-;-;743,43;743,43;571;4,6;1;0,81
"130063 Beruri";16;16;20434,51;16735,87;-;-;3698,64;-;-;1277,16;1277,16;49;3,1;-;-
"130068 Boa Vista do Ramos";61;61;33380,50;26223,67;-;-;7156,83;-;-;547,22;547,22;183;3,0;4;6,56
"130070 Boca do Acre";182;182;150388,58;112627,67;-;-;37760,91;-;-;826,31;826,31;655;3,6;7;3,85
"130080 Borba";214;214;123501,57;91347,89;1341,48;-;30066,37;-;-;577,11;577,11;623;2,9;4;1,87
"130083 Caapiranga";87;87;30743,91;22838,61;-;-;7905,30;-;-;353,38;353,38;203;2,3;-;-
"130090 Canutama";45;45;28694,56;20911,04;-;-;7783,52;-;-;637,66;637,66;168;3,7;2;4,44
"130100 Carauari";197;197;136404,80;101584,98;-;-;34819,82;-;-;692,41;692,41;543;2,8;3;1,52
"130110 Careiro";124;124;128791,18;100909,46;-;-;27881,72;-;-;1038,64;1038,64;568;4,6;4;3,23
"130115 Careiro da Várzea";26;26;21922,32;16184,07;-;-;5738,25;-;-;843,17;843,17;128;4,9;1;3,85
"130120 Coari";325;325;246005,68;181520,71;-;-;64484,97;-;-;756,94;756,94;1098;3,4;15;4,62
"130130 Codajás";113;113;90025,72;66352,89;-;-;23672,83;-;-;796,69;796,69;392;3,5;3;2,65
"130140 Eirunepé";4;4;5843,36;4369,07;-;-;1474,29;-;-;1460,84;1460,84;11;2,8;-;-
"130150 Envira";72;72;53817,90;41380,71;-;-;12437,19;-;-;747,47;747,47;245;3,4;-;-
"130160 Fonte Boa";136;136;89361,75;68883,64;-;-;20478,11;-;-;657,07;657,07;497;3,7;2;1,47
"130165 Guajará";81;81;54507,25;42280,72;-;-;12226,53;-;-;672,93;672,93;291;3,6;3;3,70
"130170 Humaitá";248;248;272234,84;210247,42;-;-;61987,42;-;-;1097,72;1097,72;1057;4,3;4;1,61
"130180 Ipixuna";99;99;134690,68;107748,17;-;-;26942,51;-;-;1360,51;1360,51;384;3,9;2;2,02
"130185 Iranduba";114;114;133831,36;100142,13;-;-;33689,23;-;-;1173,96;1173,96;564;4,9;8;7,02
"130190 Itacoatiara";435;435;394978,40;294726,58;-;-;100251,82;-;-;908,00;908,00;1614;3,7;13;2,99
"130195 Itamarati";1;1;226,28;185,31;-;-;40,97;-;-;226,28;226,28;12;12,0;-;-
"130200 Itapiranga";53;53;39619,72;29107,12;-;-;10512,60;-;-;747,54;747,54;171;3,2;2;3,77
"130210 Japurá";9;9;6971,96;5369,13;-;-;1602,83;-;-;774,66;774,66;44;4,9;1;11,11
"130220 Juruá";2;2;1471,09;1253,47;-;-;217,62;-;-;735,55;735,55;9;4,5;-;-
"130230 Jutaí";89;89;45679,41;32340,83;-;-;13338,58;-;-;513,25;513,25;185;2,1;-;-
"130240 Lábrea";26;26;30042,42;24124,55;-;-;5917,87;-;-;1155,48;1155,48;180;6,9;1;3,85
"130250 Manacapuru";455;455;329957,25;247813,89;-;-;82143,36;-;-;725,18;725,18;1405;3,1;9;1,98
"130255 Manaquiri";21;21;46025,30;35510,74;-;-;10514,56;-;-;2191,68;2191,68;162;7,7;1;4,76
"130260 Manaus";8342;8343;11385997,51;9033764,54;-;-;2352232,97;-;-;1364,74;1364,90;53772;6,4;432;5,18
"130270 Manicoré";170;170;146045,33;106200,30;-;-;39845,03;-;-;859,09;859,09;646;3,8;9;5,29
"130280 Maraã";4;4;1929,04;1211,24;-;-;717,80;-;-;482,26;482,26;14;3,5;-;-
"130290 Maués";320;320;200393,37;143817,96;-;-;56575,41;-;-;626,23;626,23;1007;3,1;5;1,56
"130300 Nhamundá";94;94;66941,02;47374,40;-;-;19566,62;-;-;712,14;712,14;318;3,4;5;5,32
"130310 Nova Olinda do Norte";14;14;48214,95;40679,64;-;-;7535,31;-;-;3443,92;3443,92;198;14,1;-;-
"130320 Novo Airão";74;74;42171,27;31516,49;-;-;10654,78;-;-;569,88;569,88;190;2,6;2;2,70
"130330 Novo Aripuanã";10;10;13028,70;10309,73;-;-;2718,97;-;-;1302,87;1302,87;61;6,1;2;20,00
"130340 Parintins";532;532;497349,70;386902,48;-;-;110447,22;-;-;934,87;934,87;2556;4,8;21;3,95
"130350 Pauini";81;81;52408,32;40544,76;-;-;11863,56;-;-;647,02;647,02;295;3,6;1;1,23
"130353 Presidente Figueiredo";43;43;108722,01;91300,52;-;-;17421,49;-;-;2528,42;2528,42;373;8,7;2;4,65
"130356 Rio Preto da Eva";58;58;97618,32;78087,20;-;-;19531,12;-;-;1683,07;1683,07;332;5,7;2;3,45
"130360 Santa Isabel do Rio Negro";52;52;23725,94;15800,48;-;-;7925,46;-;-;456,27;456,27;191;3,7;2;3,85
"130370 Santo Antônio do Içá";3;3;4149,46;3280,80;-;-;868,66;-;-;1383,15;1383,15;32;10,7;-;-
"130380 São Gabriel da Cachoeira";16;16;16663,64;13898,73;-;-;2764,91;-;-;1041,48;1041,48;130;8,1;1;6,25
"130390 São Paulo de Olivença";109;109;90305,05;68459,47;-;-;21845,58;-;-;828,49;828,49;382;3,5;4;3,67
"130395 São Sebastião do Uatumã";27;27;13962,03;10615,60;-;-;3346,43;-;-;517,11;517,11;83;3,1;1;3,70
"130400 Silves";23;23;27643,72;22224,83;-;-;5418,89;-;-;1201,90;1201,90;127;5,5;1;4,35
"130406 Tabatinga";342;342;226999,37;142663,11;-;-;84336,26;-;-;663,74;663,74;842;2,5;6;1,75
"130410 Tapauá";121;121;63806,79;44115,39;-;-;19691,40;-;-;527,33;527,33;406;3,4;1;0,83
"130420 Tefé";344;344;179737,16;135525,66;-;-;44211,50;-;-;522,49;522,49;1258;3,7;9;2,62
"130423 Tonantins";81;81;38902,91;28444,06;-;-;10458,85;-;-;480,28;480,28;256;3,2;-;-
"130426 Uarini";89;89;57454,95;43503,54;-;-;13951,41;-;-;645,56;645,56;210;2,4;4;4,49
"130430 Urucará";13;13;13052,05;9661,41;-;-;3390,64;-;-;1004,00;1004,00;68;5,2;2;15,38
"130440 Urucurituba";15;15;15464,09;11418,46;-;-;4045,63;-;-;1030,94;1030,94;65;4,3;-;-
"140005 Alto Alegre";96;96;55265,75;41773,84;-;-;13491,91;-;-;575,68;575,68;449;4,7;2;2,08
"140002 Amajari";45;45;38942,00;29206,13;-;-;9735,87;-;-;865,38;865,38;300;6,7;2;4,44
"140010 Boa Vista";2443;2443;2461406,06;1890674,77;-;-;570731,29;-;-;1007,53;1007,53;14962;6,1;91;3,72
"140015 Bonfim";81;81;63123,88;46151,67;-;-;16972,21;-;-;779,31;779,31;449;5,5;2;2,47
"140017 Cantá";88;88;103556,37;80930,43;-;-;22625,94;-;-;1176,78;1176,78;551;6,3;2;2,27
"140020 Caracaraí";81;81;49652,76;36101,58;-;-;13551,18;-;-;613,00;613,00;424;5,2;2;2,47
"140023 Caroebe";84;84;63819,52;46416,90;-;-;17402,62;-;-;759,76;759,76;338;4,0;-;-
"140028 Iracema";28;28;25540,35;20967,50;-;-;4572,85;-;-;912,16;912,16;166;5,9;1;3,57
"140030 Mucajaí";118;118;83107,78;60154,96;-;-;22952,82;-;-;704,30;704,30;487;4,1;1;0,85
"140040 Normandia";66;66;62684,43;46150,86;-;-;16533,57;-;-;949,76;949,76;326;4,9;1;1,52
"140045 Pacaraima";125;125;90375,48;68528,02;-;-;21847,46;-;-;723,00;723,00;722;5,8;4;3,20
"140047 Rorainópolis";161;161;88844,07;66349,76;-;-;22494,31;-;-;551,83;551,83;682;4,2;3;1,86
"140050 São João da Baliza";44;44;40787,67;31442,35;-;-;9345,32;-;-;926,99;926,99;219;5,0;1;2,27
"140060 São Luiz";22;22;10395,87;7852,44;-;-;2543,43;-;-;472,54;472,54;86;3,9;-;-
"140070 Uiramutã";65;65;48393,05;35130,99;-;-;13262,06;-;-;744,51;744,51;347;5,3;2;3,08
"150010 Abaetetuba";731;731;702402,01;529323,68;-;-;173078,33;-;-;960,88;960,88;2755;3,8;12;1,64
"150013 Abel Figueiredo";34;34;25662,15;19355,64;-;-;6306,51;-;-;754,77;754,77;142;4,2;1;2,94
"150020 Acará";280;280;249182,06;181328,30;-;-;67853,76;-;-;889,94;889,94;1111;4,0;2;0,71
"150030 Afuá";156;156;98101,39;70284,88;-;-;27816,51;-;-;628,86;628,86;615;3,9;-;-
"150034 Água Azul do Norte";115;115;72361,22;56085,23;447,16;-;15580,22;-;-;629,23;629,23;343;3,0;3;2,61
"150040 Alenquer";284;284;144181,46;107753,09;-;-;36428,37;-;-;507,68;507,68;817;2,9;8;2,82
"150050 Almeirim";140;140;97241,93;71414,27;-;-;25827,66;-;-;694,59;694,59;385;2,8;7;5,00
"150060 Altamira";720;721;718678,63;533064,76;-;-;185613,87;-;-;996,78;998,16;3265;4,5;32;4,44
"150070 Anajás";133;133;67795,86;51736,87;-;-;16058,99;-;-;509,74;509,74;502;3,8;-;-
"150080 Ananindeua";2343;2344;2856282,25;2171133,87;2385,74;-;681474,28;-;-;1218,55;1219,07;10233;4,4;58;2,48
"150085 Anapu";138;138;132101,14;104293,72;-;-;27807,42;-;-;957,25;957,25;573;4,2;3;2,17
"150090 Augusto Corrêa";406;406;309081,58;237942,52;-;-;71139,06;-;-;761,28;761,28;1491;3,7;3;0,74
"150095 Aurora do Pará";125;125;80194,80;59587,13;-;-;20607,67;-;-;641,56;641,56;406;3,2;4;3,20
"150100 Aveiro";16;16;18623,61;14274,14;-;-;4349,47;-;-;1163,98;1163,98;61;3,8;1;6,25
"150110 Bagre";37;37;36763,22;27688,16;-;-;9075,06;-;-;993,60;993,60;148;4,0;-;-
"150120 Baião";150;150;140573,81;113314,19;-;-;27259,62;-;-;937,16;937,16;612;4,1;1;0,67
"150125 Bannach";15;15;26435,00;23043,00;-;-;3392,00;-;-;1762,33;1762,33;123;8,2;2;13,33
"150130 Barcarena";649;649;693034,52;502987,51;2235,80;-;186568,16;-;-;1067,85;1067,85;2564;4,0;14;2,16
"150140 Belém";5500;5500;8981285,88;6963903,83;32865,37;-;1967337,59;-;-;1632,96;1632,96;29185;5,3;251;4,56
"150145 Belterra";44;44;46336,64;37108,65;-;-;9227,99;-;-;1053,11;1053,11;249;5,7;1;2,27
"150150 Benevides";205;205;260140,66;194187,49;447,16;-;65257,40;-;-;1268,98;1268,98;875;4,3;3;1,46
"150157 Bom Jesus do Tocantins";94;94;52910,10;42671,94;-;-;10238,16;-;-;562,87;562,87;274;2,9;2;2,13
"150160 Bonito";34;34;36955,75;26810,17;-;-;10145,58;-;-;1086,93;1086,93;91;2,7;1;2,94
"150170 Bragança";728;728;787433,81;604564,69;-;-;182869,12;-;-;1081,64;1081,64;2781;3,8;17;2,34
"150172 Brasil Novo";130;130;101082,83;80446,00;-;-;20636,83;-;-;777,56;777,56;427;3,3;1;0,77
"150175 Brejo Grande do Araguaia";69;69;31039,50;26368,59;-;-;4670,91;-;-;449,85;449,85;227;3,3;1;1,45
"150178 Breu Branco";131;131;209064,57;158769,12;-;-;50295,45;-;-;1595,91;1595,91;669;5,1;5;3,82
"150180 Breves";204;204;418817,75;330357,34;-;-;88460,41;-;-;2053,03;2053,03;1385;6,8;7;3,43
"150190 Bujaru";253;253;172341,04;137195,16;-;-;35145,88;-;-;681,19;681,19;876;3,5;2;0,79
"150200 Cachoeira do Arari";87;87;80008,68;55328,16;-;-;24680,52;-;-;919,64;919,64;230;2,6;-;-
"150195 Cachoeira do Piriá";56;56;89809,93;69313,46;-;-;20496,47;-;-;1603,75;1603,75;209;3,7;1;1,79
"150210 Cametá";84;84;260038,48;201394,99;-;-;58643,49;-;-;3095,70;3095,70;588;7,0;2;2,38
"150215 Canaã dos Carajás";207;207;140278,45;100249,12;-;-;40029,33;-;-;677,67;677,67;803;3,9;4;1,93
"150220 Capanema";306;306;397001,74;297657,84;-;-;99343,90;-;-;1297,39;1297,39;973;3,2;2;0,65
"150230 Capitão Poço";261;261;239676,56;190222,04;-;-;49454,52;-;-;918,30;918,30;993;3,8;6;2,30
"150240 Castanhal";1052;1052;1268857,96;985394,86;3191,84;-;278029,28;-;-;1206,14;1206,14;4288;4,1;26;2,47
"150250 Chaves";16;16;30972,40;23677,46;-;-;7294,94;-;-;1935,77;1935,77;98;6,1;-;-
"150260 Colares";37;37;61379,12;49080,86;-;-;12298,26;-;-;1658,90;1658,90;279;7,5;-;-
"150270 Conceição do Araguaia";327;327;241063,33;198043,98;-;-;43019,35;-;-;737,20;737,20;1099;3,4;4;1,22
"150275 Concórdia do Pará";106;106;125516,97;93955,89;-;-;31561,08;-;-;1184,12;1184,12;404;3,8;1;0,94
"150276 Cumaru do Norte";51;51;31466,81;24227,13;-;-;7239,68;-;-;617,00;617,00;268;5,3;-;-
"150277 Curionópolis";125;125;88003,18;72539,69;-;-;15463,49;-;-;704,03;704,03;309;2,5;-;-
"150280 Curralinho";168;168;257162,76;211557,83;-;-;45604,93;-;-;1530,73;1530,73;695;4,1;7;4,17
"150285 Curuá";27;27;20029,55;15756,42;-;-;4273,13;-;-;741,84;741,84;94;3,5;-;-
"150290 Curuçá";123;123;185634,78;138891,61;-;-;46743,17;-;-;1509,23;1509,23;448;3,6;1;0,81
"150293 Dom Eliseu";265;265;130870,29;95748,81;-;-;35121,48;-;-;493,85;493,85;619;2,3;9;3,40
"150295 Eldorado do Carajás";109;109;62532,72;48743,43;-;-;13789,29;-;-;573,69;573,69;275;2,5;1;0,92
"150300 Faro";9;9;9069,67;6871,67;-;-;2198,00;-;-;1007,74;1007,74;64;7,1;1;11,11
"150304 Floresta do Araguaia";24;24;31372,82;24928,34;447,16;-;5748,71;-;-;1307,20;1307,20;204;8,5;1;4,17
"150307 Garrafão do Norte";102;102;79550,19;59227,99;-;-;20322,20;-;-;779,90;779,90;332;3,3;1;0,98
"150309 Goianésia do Pará";100;100;78222,30;59476,36;-;-;18745,94;-;-;782,22;782,22;388;3,9;2;2,00
"150310 Gurupá";20;20;25615,99;21673,54;-;-;3942,45;-;-;1280,80;1280,80;407;20,4;2;10,00
"150320 Igarapé-Açu";164;164;220728,74;172643,98;-;-;48084,76;-;-;1345,91;1345,91;685;4,2;3;1,83
"150330 Igarapé-Miri";703;703;410588,39;316136,17;-;-;94452,22;-;-;584,05;584,05;2041;2,9;8;1,14
"150340 Inhangapi";42;42;68589,00;53569,23;-;-;15019,77;-;-;1633,07;1633,07;151;3,6;-;-
"150345 Ipixuna do Pará";279;279;217421,88;169146,03;-;-;48275,85;-;-;779,29;779,29;1038;3,7;8;2,87
"150350 Irituia";105;105;148525,49;106763,34;-;-;41762,15;-;-;1414,53;1414,53;451;4,3;5;4,76
"150360 Itaituba";420;420;274069,99;202693,07;-;-;71376,92;-;-;652,55;652,55;1675;4,0;25;5,95
"150370 Itupiranga";121;121;127583,25;101877,84;-;-;25705,41;-;-;1054,41;1054,41;440;3,6;1;0,83
"150375 Jacareacanga";72;72;28629,04;21925,17;-;-;6703,87;-;-;397,63;397,63;182;2,5;4;5,56
"150380 Jacundá";225;225;202839,28;152982,44;4513,35;-;42780,91;-;-;901,51;901,51;830;3,7;5;2,22
"150390 Juruti";199;199;150188,86;116552,27;-;-;33636,59;-;-;754,72;754,72;675;3,4;3;1,51
"150400 Limoeiro do Ajuru";149;149;92217,23;77839,64;-;-;14377,59;-;-;618,91;618,91;492;3,3;2;1,34
"150405 Mãe do Rio";222;222;163070,24;117148,05;745,71;-;44780,91;-;-;734,55;734,55;578;2,6;4;1,80
"150410 Magalhães Barata";16;16;15204,44;11430,82;-;-;3773,62;-;-;950,28;950,28;87;5,4;-;-
"150420 Marabá";730;730;826654,47;613123,06;28465,52;-;170100,03;-;-;1132,40;1132,40;3463;4,7;36;4,93
"150430 Maracanã";141;141;90603,18;59222,33;-;-;31380,85;-;-;642,58;642,58;417;3,0;1;0,71
"150440 Marapanim";88;88;103537,77;77169,91;298,55;-;25922,35;-;-;1176,57;1176,57;342;3,9;-;-
"150442 Marituba";558;558;595110,94;444352,49;-;-;150758,45;-;-;1066,51;1066,51;2362;4,2;12;2,15
"150445 Medicilândia";94;94;95789,53;78090,05;-;-;17699,48;-;-;1019,04;1019,04;377;4,0;3;3,19
"150450 Melgaço";82;82;63625,16;47007,54;-;-;16617,62;-;-;775,92;775,92;269;3,3;1;1,22
"150460 Mocajuba";174;174;143181,57;108011,88;-;-;35169,69;-;-;822,88;822,88;728;4,2;-;-
"150470 Moju";329;329;240127,37;178623,55;-;-;61503,82;-;-;729,87;729,87;1056;3,2;12;3,65
