 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jan/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"210710 Morros";64;65;35372,41;26237,97;-;-;9134,44;-;-;544,19;552,69;225;3,5;1;1,56
"210720 Nina Rodrigues";79;79;47811,91;38259,99;-;-;9551,92;-;-;605,21;605,21;312;3,9;-;-
"210725 Nova Colinas";45;45;22936,77;17653,32;-;-;5283,45;-;-;509,71;509,71;110;2,4;-;-
"210730 Nova Iorque";10;10;6822,57;4968,71;-;-;1853,86;-;-;682,26;682,26;24;2,4;-;-
"210735 Nova Olinda do Maranhão";152;152;74085,85;59651,55;-;-;14434,30;-;-;487,41;487,41;530;3,5;-;-
"210740 Olho d'Água das Cunhãs";108;108;49144,67;41315,24;-;-;7829,43;-;-;455,04;455,04;352;3,3;2;1,85
"210745 Olinda Nova do Maranhão";107;108;57126,42;45987,62;-;-;11138,80;-;-;528,95;533,89;369;3,4;2;1,87
"210750 Paço do Lumiar";556;573;732296,56;592811,45;-;-;139485,11;-;-;1278,00;1317,08;4683;8,4;28;5,04
"210760 Palmeirândia";160;160;92181,65;72518,53;-;-;19663,12;-;-;576,14;576,14;504;3,1;4;2,50
"210770 Paraibano";175;175;74330,11;60416,54;-;-;13913,57;-;-;424,74;424,74;534;3,1;4;2,29
"210780 Parnarama";131;131;83603,05;64606,99;-;-;18996,06;-;-;638,19;638,19;422;3,2;8;6,11
"210790 Passagem Franca";229;229;87394,01;72202,58;-;-;15191,43;-;-;381,63;381,63;673;2,9;3;1,31
"210800 Pastos Bons";26;27;31237,94;25402,89;-;-;5835,05;-;-;1156,96;1201,46;182;7,0;2;7,69
"210805 Paulino Neves";45;45;27867,51;20080,88;-;-;7786,63;-;-;619,28;619,28;143;3,2;3;6,67
"210810 Paulo Ramos";186;186;106779,18;89032,73;-;-;17746,45;-;-;574,08;574,08;511;2,7;3;1,61
"210820 Pedreiras";259;263;191415,38;148940,02;-;-;42475,36;-;-;727,82;739,06;996;3,8;9;3,47
"210825 Pedro do Rosário";131;132;94777,96;74243,57;-;-;20534,39;-;-;718,01;723,50;556;4,2;1;0,76
"210830 Penalva";134;136;81666,69;61998,54;-;-;19668,15;-;-;600,49;609,45;476;3,6;2;1,49
"210840 Peri Mirim";39;39;41817,23;34326,85;-;-;7490,38;-;-;1072,24;1072,24;210;5,4;3;7,69
"210845 Peritoró";127;128;95768,85;77185,80;-;-;18583,05;-;-;748,19;754,09;726;5,7;8;6,30
"210850 Pindaré-Mirim";44;48;78073,28;65226,64;-;-;12846,64;-;-;1626,53;1774,39;444;10,1;4;9,09
"210860 Pinheiro";495;496;440808,55;346680,54;-;-;94128,01;-;-;888,73;890,52;2515;5,1;19;3,84
"210870 Pio XII";129;131;63665,20;51402,39;-;-;12262,81;-;-;485,99;493,53;526;4,1;1;0,78
"210880 Pirapemas";82;83;87066,29;71758,48;-;-;15307,81;-;-;1048,99;1061,78;734;9,0;4;4,88
"210890 Poção de Pedras";136;139;71458,68;56701,97;-;-;14756,71;-;-;514,09;525,43;539;4,0;1;0,74
"210900 Porto Franco";214;214;100247,04;78126,13;-;-;22120,91;-;-;468,44;468,44;680;3,2;2;0,93
"210905 Porto Rico do Maranhão";46;47;17025,25;14379,08;-;-;2646,17;-;-;362,24;370,11;191;4,2;1;2,17
"210910 Presidente Dutra";151;153;125070,93;100997,20;-;-;24073,73;-;-;817,46;828,28;686;4,5;4;2,65
"210920 Presidente Juscelino";43;43;39329,44;32283,88;-;-;7045,56;-;-;914,64;914,64;214;5,0;1;2,33
"210923 Presidente Médici";25;25;13212,55;9775,17;-;-;3437,38;-;-;528,50;528,50;85;3,4;-;-
"210927 Presidente Sarney";125;125;61906,78;47965,68;-;-;13941,10;-;-;495,25;495,25;407;3,3;4;3,20
"210930 Presidente Vargas";13;15;12221,65;9604,53;-;-;2617,12;-;-;814,78;940,13;108;8,3;-;-
"210940 Primeira Cruz";122;122;81761,50;63737,74;-;-;18023,76;-;-;670,18;670,18;556;4,6;-;-
"210945 Raposa";111;115;132341,72;107423,72;-;-;24918,00;-;-;1150,80;1192,27;801;7,2;2;1,80
"210950 Riachão";223;223;115088,86;90759,46;-;-;24329,40;-;-;516,09;516,09;665;3,0;1;0,45
"210955 Ribamar Fiquene";24;24;24045,24;19698,91;-;-;4346,33;-;-;1001,88;1001,88;86;3,6;1;4,17
"210960 Rosário";303;310;326675,61;268719,63;-;-;57955,98;-;-;1053,79;1078,14;1988;6,6;11;3,63
"210970 Sambaíba";49;49;34631,60;27546,54;-;-;7085,06;-;-;706,77;706,77;191;3,9;1;2,04
"210975 Santa Filomena do Maranhão";14;14;9539,21;7782,53;-;-;1756,68;-;-;681,37;681,37;59;4,2;-;-
"210980 Santa Helena";213;214;107738,75;84379,66;-;-;23359,09;-;-;503,45;505,82;775;3,6;3;1,41
"210990 Santa Inês";247;254;393047,89;324021,75;-;-;69026,14;-;-;1547,43;1591,29;1985;8,0;16;6,48
"211000 Santa Luzia";408;409;311144,08;235933,66;-;-;75210,42;-;-;760,74;762,61;1525;3,7;7;1,72
"211003 Santa Luzia do Paruá";100;100;58792,02;45394,58;-;-;13397,44;-;-;587,92;587,92;391;3,9;2;2,00
"211010 Santa Quitéria do Maranhão";131;131;64879,67;50968,65;-;-;13911,02;-;-;495,26;495,26;505;3,9;-;-
"211020 Santa Rita";217;217;129291,93;101768,24;-;-;27523,69;-;-;595,82;595,82;685;3,2;6;2,76
"211023 Santana do Maranhão";42;42;25827,47;21397,32;-;-;4430,15;-;-;614,94;614,94;171;4,1;1;2,38
"211027 Santo Amaro do Maranhão";101;102;52530,65;40877,02;-;-;11653,63;-;-;515,01;520,11;323;3,2;2;1,98
"211030 Santo Antônio dos Lopes";134;134;73391,58;60717,09;-;-;12674,49;-;-;547,70;547,70;484;3,6;1;0,75
"211040 São Benedito do Rio Preto";135;136;61103,55;46483,32;-;-;14620,23;-;-;449,29;452,62;443;3,3;-;-
"211050 São Bento";237;238;156674,04;120734,57;-;-;35939,47;-;-;658,29;661,07;963;4,1;-;-
"211060 São Bernardo";159;161;88170,42;66367,11;-;-;21803,31;-;-;547,64;554,53;716;4,5;2;1,26
"211065 São Domingos do Azeitão";21;21;13754,18;11313,68;-;-;2440,50;-;-;654,96;654,96;74;3,5;1;4,76
"211070 São Domingos do Maranhão";184;185;157536,36;129656,60;-;-;27879,76;-;-;851,55;856,18;896;4,9;2;1,09
"211080 São Félix de Balsas";38;38;12720,09;10642,69;-;-;2077,40;-;-;334,74;334,74;117;3,1;-;-
"211085 São Francisco do Brejão";75;75;40235,01;30865,90;-;-;9369,11;-;-;536,47;536,47;213;2,8;1;1,33
"211090 São Francisco do Maranhão";119;120;65343,36;53671,12;-;-;11672,24;-;-;544,53;549,10;349;2,9;3;2,52
"211100 São João Batista";157;157;89354,26;73565,75;-;-;15788,51;-;-;569,14;569,14;436;2,8;1;0,64
"211102 São João do Carú";32;32;15840,08;10981,01;-;-;4859,07;-;-;495,00;495,00;87;2,7;1;3,13
"211105 São João do Paraíso";60;60;71717,07;60607,94;-;-;11109,13;-;-;1195,28;1195,28;223;3,7;3;5,00
"211107 São João do Soter";148;148;74545,37;59765,57;-;-;14779,80;-;-;503,68;503,68;561;3,8;2;1,35
"211110 São João dos Patos";128;128;63467,75;51616,06;-;-;11851,69;-;-;495,84;495,84;406;3,2;4;3,13
"211120 São José de Ribamar";932;959;1155257,97;922803,62;-;-;232454,35;-;-;1204,65;1239,55;6831;7,3;28;3,00
"211125 São José dos Basílios";25;26;29329,84;24094,46;-;-;5235,38;-;-;1128,07;1173,19;179;7,2;1;4,00
"211130 São Luís";4842;4998;6623848,15;5226512,01;-;-;1397336,14;-;-;1325,30;1368,00;37978;7,8;173;3,57
"211140 São Luís Gonzaga do Maranhão";260;261;106339,27;86475,05;-;-;19864,22;-;-;407,43;409,00;573;2,2;3;1,15
"211150 São Mateus do Maranhão";230;231;183424,07;141845,66;-;-;41578,41;-;-;794,04;797,50;894;3,9;7;3,04
"211153 São Pedro da Água Branca";94;94;64691,11;53365,64;-;-;11325,47;-;-;688,20;688,20;289;3,1;2;2,13
"211157 São Pedro dos Crentes";85;85;31093,41;24473,16;-;-;6620,25;-;-;365,80;365,80;340;4,0;-;-
"211160 São Raimundo das Mangabeiras";238;239;142687,22;119311,05;-;-;23376,17;-;-;597,02;599,53;897;3,8;2;0,84
"211163 São Raimundo do Doca Bezerra";33;33;16322,16;12397,44;-;-;3924,72;-;-;494,61;494,61;70;2,1;1;3,03
"211167 São Roberto";9;9;3436,54;2583,57;-;-;852,97;-;-;381,84;381,84;16;1,8;-;-
"211170 São Vicente Ferrer";171;173;121306,75;91755,34;-;-;29551,41;-;-;701,20;709,40;531;3,1;1;0,58
"211172 Satubinha";22;25;28854,69;22741,95;-;-;6112,74;-;-;1154,19;1311,58;144;6,5;1;4,55
"211174 Senador Alexandre Costa";15;15;9363,75;7311,69;-;-;2052,06;-;-;624,25;624,25;125;8,3;-;-
"211176 Senador La Rocque";74;74;67969,80;53727,46;-;-;14242,34;-;-;918,51;918,51;339;4,6;8;10,81
"211178 Serrano do Maranhão";57;57;30539,47;24188,75;-;-;6350,72;-;-;535,78;535,78;187;3,3;1;1,75
"211180 Sítio Novo";157;157;94927,00;79056,84;-;-;15870,16;-;-;604,63;604,63;559;3,6;3;1,91
"211190 Sucupira do Norte";32;32;41922,22;31368,29;-;-;10553,93;-;-;1310,07;1310,07;104;3,3;-;-
"211195 Sucupira do Riachão";53;53;15466,09;12555,86;-;-;2910,23;-;-;291,81;291,81;100;1,9;-;-
"211200 Tasso Fragoso";47;47;19524,50;14595,83;-;-;4928,67;-;-;415,41;415,41;186;4,0;1;2,13
"211210 Timbiras";198;201;122455,82;92821,57;-;-;29634,25;-;-;609,23;618,46;741;3,7;3;1,52
"211220 Timon";719;732;547155,17;415358,45;-;-;131796,72;-;-;747,48;760,99;3685;5,1;18;2,50
"211223 Trizidela do Vale";57;58;62103,61;48785,34;-;-;13318,27;-;-;1070,75;1089,54;241;4,2;3;5,26
"211227 Tufilândia";15;15;50715,03;44561,56;-;-;6153,47;-;-;3381,00;3381,00;166;11,1;1;6,67
"211230 Tuntum";411;412;229675,32;185863,05;-;-;43812,27;-;-;557,46;558,82;1001;2,4;4;0,97
"211240 Turiaçu";50;51;36958,74;28792,48;-;-;8166,26;-;-;724,68;739,17;242;4,8;1;2,00
"211245 Turilândia";63;64;78675,67;64545,88;-;-;14129,79;-;-;1229,31;1248,82;284;4,5;5;7,94
"211250 Tutóia";250;252;138345,35;104110,31;-;-;34235,04;-;-;548,99;553,38;884;3,5;2;0,80
"211260 Urbano Santos";153;153;103910,06;77086,72;-;-;26823,34;-;-;679,15;679,15;600;3,9;-;-
"211270 Vargem Grande";273;278;175165,30;133583,30;-;-;41582,00;-;-;630,09;641,63;1098;4,0;5;1,83
"211280 Viana";223;225;256189,20;210169,93;-;-;46019,27;-;-;1138,62;1148,83;1080;4,8;6;2,69
"211285 Vila Nova dos Martírios";72;72;38823,00;31071,81;-;-;7751,19;-;-;539,21;539,21;285;4,0;-;-
"211290 Vitória do Mearim";58;59;98341,80;77246,81;-;-;21094,99;-;-;1666,81;1695,55;432;7,4;5;8,62
"211300 Vitorino Freire";446;447;165519,55;136808,31;-;-;28711,24;-;-;370,29;371,12;922;2,1;4;0,90
"211400 Zé Doca";367;369;357799,44;275255,05;-;-;82544,39;-;-;969,65;974,93;1780;4,9;10;2,72
"220005 Acauã";26;27;13563,88;11010,58;-;-;2553,30;-;-;502,37;521,69;199;7,7;1;3,85
"220010 Agricolândia";19;19;25504,39;20235,10;-;-;5269,29;-;-;1342,34;1342,34;137;7,2;-;-
"220020 Água Branca";67;68;60791,35;49099,89;-;-;11691,46;-;-;893,99;907,33;392;5,9;5;7,46
"220025 Alagoinha do Piauí";45;45;40997,70;32338,30;-;-;8659,40;-;-;911,06;911,06;202;4,5;-;-
"220027 Alegrete do Piauí";11;11;6369,46;5177,42;-;-;1192,04;-;-;579,04;579,04;50;4,5;-;-
"220030 Alto Longá";53;55;44855,84;36252,52;-;-;8603,32;-;-;815,56;846,34;277;5,2;4;7,55
"220040 Altos";227;234;299173,17;248732,15;-;-;50441,02;-;-;1278,52;1317,94;1363;6,0;14;6,17
"220045 Alvorada do Gurguéia";18;18;10367,86;7154,98;-;-;3212,88;-;-;575,99;575,99;57;3,2;-;-
"220050 Amarante";165;165;122838,01;98153,55;-;-;24684,46;-;-;744,47;744,47;636;3,9;4;2,42
"220060 Angical do Piauí";22;22;29095,80;21768,01;-;-;7327,79;-;-;1322,54;1322,54;124;5,6;-;-
"220070 Anísio de Abreu";34;34;24775,90;19819,51;-;-;4956,39;-;-;728,70;728,70;96;2,8;1;2,94
"220080 Antônio Almeida";9;9;4253,93;3240,89;-;-;1013,04;-;-;472,66;472,66;25;2,8;-;-
"220090 Aroazes";26;26;17243,06;13122,48;-;-;4120,58;-;-;663,19;663,19;101;3,9;1;3,85
"220095 Aroeiras do Itaim";8;8;5082,33;3911,54;-;-;1170,79;-;-;635,29;635,29;27;3,4;2;25,00
"220100 Arraial";23;23;12330,35;9803,90;-;-;2526,45;-;-;536,10;536,10;78;3,4;-;-
"220105 Assunção do Piauí";22;22;11234,32;7819,20;-;-;3415,12;-;-;510,65;510,65;64;2,9;-;-
"220110 Avelino Lopes";33;33;28850,81;23369,21;-;-;5481,60;-;-;874,27;874,27;147;4,5;-;-
"220115 Baixa Grande do Ribeiro";16;16;9573,13;7485,59;-;-;2087,54;-;-;598,32;598,32;77;4,8;-;-
"220117 Barra D'Alcântara";14;14;15260,06;11561,96;-;-;3698,10;-;-;1090,00;1090,00;80;5,7;1;7,14
"220120 Barras";218;219;142879,37;109521,86;-;-;33357,51;-;-;652,42;655,41;954;4,4;8;3,67
"220130 Barreiras do Piauí";9;9;18476,57;13791,89;-;-;4684,68;-;-;2052,95;2052,95;42;4,7;-;-
"220140 Barro Duro";20;20;16922,59;12977,03;-;-;3945,56;-;-;846,13;846,13;101;5,0;-;-
"220150 Batalha";172;172;104667,15;85482,10;-;-;19185,05;-;-;608,53;608,53;521;3,0;4;2,33
"220155 Bela Vista do Piauí";9;9;3354,85;2175,82;-;-;1179,03;-;-;372,76;372,76;19;2,1;-;-
"220157 Belém do Piauí";8;8;3969,02;2563,63;-;-;1405,39;-;-;496,13;496,13;16;2,0;-;-
"220160 Beneditinos";45;45;39433,73;29449,52;-;-;9984,21;-;-;876,31;876,31;269;6,0;-;-
"220170 Bertolínia";18;18;23560,64;20011,98;-;-;3548,66;-;-;1308,92;1308,92;72;4,0;1;5,56
"220173 Betânia do Piauí";31;31;19709,32;15304,59;-;-;4404,73;-;-;635,78;635,78;185;6,0;-;-
"220177 Boa Hora";25;26;10952,27;8601,31;-;-;2350,96;-;-;421,24;438,09;108;4,3;1;4,00
"220180 Bocaina";17;17;24796,62;21378,02;-;-;3418,60;-;-;1458,62;1458,62;71;4,2;2;11,76
"220190 Bom Jesus";168;168;105974,29;82701,04;-;-;23273,25;-;-;630,80;630,80;712;4,2;9;5,36
"220191 Bom Princípio do Piauí";40;40;47800,51;36528,45;-;-;11272,06;-;-;1195,01;1195,01;254;6,3;1;2,50
"220192 Bonfim do Piauí";45;45;28874,67;23531,55;-;-;5343,12;-;-;641,66;641,66;146;3,2;1;2,22
"220194 Boqueirão do Piauí";48;48;22521,76;18192,91;-;-;4328,85;-;-;469,20;469,20;141;2,9;-;-
"220196 Brasileira";28;28;20178,04;14913,05;-;-;5264,99;-;-;720,64;720,64;104;3,7;2;7,14
"220198 Brejo do Piauí";35;35;19968,17;15589,76;-;-;4378,41;-;-;570,52;570,52;138;3,9;1;2,86
"220200 Buriti dos Lopes";89;89;161107,07;132827,68;-;-;28279,39;-;-;1810,19;1810,19;432;4,9;4;4,49
"220202 Buriti dos Montes";24;24;43314,30;34268,60;-;-;9045,70;-;-;1804,76;1804,76;148;6,2;-;-
"220205 Cabeceiras do Piauí";54;54;28750,98;22102,35;-;-;6648,63;-;-;532,43;532,43;170;3,1;4;7,41
"220207 Cajazeiras do Piauí";11;11;14119,13;11207,25;-;-;2911,88;-;-;1283,56;1283,56;43;3,9;2;18,18
"220208 Cajueiro da Praia";32;32;21758,31;16645,91;-;-;5112,40;-;-;679,95;679,95;138;4,3;-;-
"220209 Caldeirão Grande do Piauí";24;24;18499,10;15070,30;-;-;3428,80;-;-;770,80;770,80;98;4,1;-;-
"220210 Campinas do Piauí";30;30;22363,34;17578,63;-;-;4784,71;-;-;745,44;745,44;195;6,5;2;6,67
"220211 Campo Alegre do Fidalgo";17;17;35649,85;31913,74;-;-;3736,11;-;-;2097,05;2097,05;97;5,7;1;5,88
"220213 Campo Grande do Piauí";19;19;9055,42;6924,67;-;-;2130,75;-;-;476,60;476,60;71;3,7;-;-
"220217 Campo Largo do Piauí";25;25;12854,63;9371,40;-;-;3483,23;-;-;514,19;514,19;42;1,7;-;-
"220220 Campo Maior";410;410;292742,80;241549,55;-;-;51193,25;-;-;714,01;714,01;1597;3,9;10;2,44
"220225 Canavieira";14;14;22088,09;16397,57;-;-;5690,52;-;-;1577,72;1577,72;100;7,1;1;7,14
"220230 Canto do Buriti";149;149;80372,09;64775,73;-;-;15596,36;-;-;539,41;539,41;521;3,5;2;1,34
"220240 Capitão de Campos";62;63;45434,91;37090,43;-;-;8344,48;-;-;721,19;732,82;337;5,4;1;1,61
"220245 Capitão Gervásio Oliveira";20;20;15283,36;12369,99;-;-;2913,37;-;-;764,17;764,17;78;3,9;1;5,00
"220250 Caracol";58;58;58281,62;44049,73;-;-;14231,89;-;-;1004,86;1004,86;243;4,2;-;-
"220253 Caraúbas do Piauí";21;21;14612,75;10755,90;-;-;3856,85;-;-;695,85;695,85;141;6,7;-;-
"220255 Caridade do Piauí";22;22;9918,15;7827,87;-;-;2090,28;-;-;450,82;450,82;76;3,5;-;-
"220260 Castelo do Piauí";119;119;83946,22;65681,37;-;-;18264,85;-;-;705,43;705,43;418;3,5;3;2,52
"220265 Caxingó";22;22;14228,49;10486,80;-;-;3741,69;-;-;646,75;646,75;97;4,4;1;4,55
"220270 Cocal";83;83;65625,56;48206,43;-;-;17419,13;-;-;790,67;790,67;511;6,2;4;4,82
"220271 Cocal de Telha";29;29;11962,15;10044,25;-;-;1917,90;-;-;412,49;412,49;113;3,9;-;-
"220272 Cocal dos Alves";23;23;15649,53;12876,42;-;-;2773,11;-;-;680,41;680,41;169;7,3;2;8,70
"220273 Coivaras";19;19;9034,26;6613,60;-;-;2420,66;-;-;475,49;475,49;57;3,0;-;-
"220275 Colônia do Gurguéia";39;39;45798,26;34704,15;-;-;11094,11;-;-;1174,31;1174,31;132;3,4;2;5,13
"220277 Colônia do Piauí";33;33;35498,81;30301,56;-;-;5197,25;-;-;1075,72;1075,72;204;6,2;1;3,03
"220280 Conceição do Canindé";22;22;40441,30;34319,63;-;-;6121,67;-;-;1838,24;1838,24;140;6,4;-;-
"220285 Coronel José Dias";42;42;37501,79;32254,43;-;-;5247,36;-;-;892,90;892,90;223;5,3;5;11,90
"220290 Corrente";133;133;75421,84;56931,43;-;-;18490,41;-;-;567,08;567,08;489;3,7;-;-
"220300 Cristalândia do Piauí";20;20;21870,49;16006,01;-;-;5864,48;-;-;1093,52;1093,52;88;4,4;-;-
"220310 Cristino Castro";112;112;92085,70;76483,10;-;-;15602,60;-;-;822,19;822,19;439;3,9;2;1,79
"220320 Curimatá";102;102;73562,50;58708,15;-;-;14854,35;-;-;721,20;721,20;308;3,0;3;2,94
"220323 Currais";26;26;19459,02;14006,70;-;-;5452,32;-;-;748,42;748,42;85;3,3;1;3,85
"220327 Curral Novo do Piauí";21;21;10631,58;8414,91;-;-;2216,67;-;-;506,27;506,27;56;2,7;-;-
"220325 Curralinhos";26;26;33803,97;26094,39;-;-;7709,58;-;-;1300,15;1300,15;82;3,2;1;3,85
"220330 Demerval Lobão";98;98;91881,59;72526,89;-;-;19354,70;-;-;937,57;937,57;392;4,0;2;2,04
"220335 Dirceu Arcoverde";56;56;41853,89;35598,59;-;-;6255,30;-;-;747,39;747,39;202;3,6;3;5,36
"220340 Dom Expedito Lopes";18;18;40757,52;31747,70;-;-;9009,82;-;-;2264,31;2264,31;119;6,6;3;16,67
"220345 Dom Inocêncio";28;28;16341,88;12212,57;-;-;4129,31;-;-;583,64;583,64;60;2,1;1;3,57
"220342 Domingos Mourão";16;16;25523,29;20868,86;-;-;4654,43;-;-;1595,21;1595,21;78;4,9;-;-
"220350 Elesbão Veloso";132;132;97152,74;78665,90;-;-;18486,84;-;-;736,01;736,01;520;3,9;2;1,52
"220360 Eliseu Martins";18;18;19567,96;16797,25;-;-;2770,71;-;-;1087,11;1087,11;102;5,7;1;5,56
"220370 Esperantina";235;236;194610,63;157323,48;-;-;37287,15;-;-;824,62;828,13;777;3,3;5;2,13
"220375 Fartura do Piauí";22;22;12305,11;9051,04;-;-;3254,07;-;-;559,32;559,32;52;2,4;1;4,55
"220380 Flores do Piauí";8;8;5941,86;4845,97;-;-;1095,89;-;-;742,73;742,73;48;6,0;2;25,00
"220385 Floresta do Piauí";5;5;10153,10;8850,58;-;-;1302,52;-;-;2030,62;2030,62;10;2,0;-;-
"220390 Floriano";387;389;356667,35;291759,30;-;-;64908,05;-;-;916,88;921,62;1870;4,8;23;5,94
"220400 Francinópolis";22;22;30974,59;22711,38;-;-;8263,21;-;-;1407,94;1407,94;140;6,4;1;4,55
"220410 Francisco Ayres";18;18;17321,14;12362,51;-;-;4958,63;-;-;962,29;962,29;56;3,1;-;-
"220415 Francisco Macedo";15;15;8382,50;6231,72;-;-;2150,78;-;-;558,83;558,83;40;2,7;-;-
"220420 Francisco Santos";23;23;30847,14;26180,00;-;-;4667,14;-;-;1341,18;1341,18;86;3,7;1;4,35
"220430 Fronteiras";174;175;115880,34;100462,32;-;-;15418,02;-;-;662,17;665,98;645;3,7;1;0,57
"220435 Geminiano";28;29;30530,12;23042,89;-;-;7487,23;-;-;1052,76;1090,36;134;4,8;1;3,57
"220440 Gilbués";25;25;34208,70;28132,89;-;-;6075,81;-;-;1368,35;1368,35;212;8,5;1;4,00
"220450 Guadalupe";61;61;52025,84;43420,03;-;-;8605,81;-;-;852,88;852,88;303;5,0;2;3,28
"220455 Guaribas";21;21;11689,84;9160,35;-;-;2529,49;-;-;556,66;556,66;51;2,4;-;-
"220460 Hugo Napoleão";16;17;19419,38;12809,19;-;-;6610,19;-;-;1142,32;1213,71;91;5,7;-;-
"220465 Ilha Grande";47;47;32165,04;24782,86;-;-;7382,18;-;-;684,36;684,36;260;5,5;2;4,26
"220470 Inhuma";62;63;67925,24;55897,69;-;-;12027,55;-;-;1078,18;1095,57;341;5,5;3;4,84
"220480 Ipiranga do Piauí";37;37;54932,55;42964,58;-;-;11967,97;-;-;1484,66;1484,66;148;4,0;1;2,70
"220490 Isaías Coelho";18;18;40807,08;30224,52;-;-;10582,56;-;-;2267,06;2267,06;109;6,1;-;-
"220500 Itainópolis";26;27;20675,41;15770,35;-;-;4905,06;-;-;765,76;795,21;129;5,0;1;3,85
"220510 Itaueira";59;59;28190,93;21678,80;-;-;6512,13;-;-;477,81;477,81;218;3,7;1;1,69
"220515 Jacobina do Piauí";27;27;14329,20;10858,23;-;-;3470,97;-;-;530,71;530,71;147;5,4;-;-
"220520 Jaicós";95;96;78253,10;64048,28;-;-;14204,82;-;-;815,14;823,72;398;4,2;5;5,26
"220525 Jardim do Mulato";22;22;29010,19;24282,17;-;-;4728,02;-;-;1318,64;1318,64;124;5,6;-;-
"220527 Jatobá do Piauí";42;42;45880,41;38703,02;-;-;7177,39;-;-;1092,39;1092,39;136;3,2;2;4,76
"220530 Jerumenha";24;24;15885,12;12442,70;-;-;3442,42;-;-;661,88;661,88;120;5,0;1;4,17
"220535 João Costa";7;7;3885,42;2688,58;-;-;1196,84;-;-;555,06;555,06;28;4,0;-;-
"220540 Joaquim Pires";48;48;40451,59;30923,94;-;-;9527,65;-;-;842,74;842,74;241;5,0;-;-
"220545 Joca Marques";30;30;22626,66;17895,14;-;-;4731,52;-;-;754,22;754,22;121;4,0;-;-
"220550 José de Freitas";240;244;209913,52;164673,73;-;-;45239,79;-;-;860,30;874,64;1108;4,6;5;2,08
"220551 Juazeiro do Piauí";37;37;21750,51;16312,54;-;-;5437,97;-;-;587,85;587,85;125;3,4;1;2,70
"220552 Júlio Borges";23;23;26693,70;22311,99;-;-;4381,71;-;-;1160,60;1160,60;102;4,4;-;-
"220553 Jurema";26;26;27396,23;22107,16;-;-;5289,07;-;-;1053,70;1053,70;97;3,7;-;-
"220555 Lagoa Alegre";31;31;44920,86;36148,00;-;-;8772,86;-;-;1449,06;1449,06;167;5,4;3;9,68
"220557 Lagoa de São Francisco";41;41;22894,27;18070,86;-;-;4823,41;-;-;558,40;558,40;227;5,5;1;2,44
"220556 Lagoa do Barro do Piauí";25;25;18442,59;14055,02;-;-;4387,57;-;-;737,70;737,70;111;4,4;1;4,00
"220558 Lagoa do Piauí";26;26;29044,37;23536,01;-;-;5508,36;-;-;1117,09;1117,09;126;4,8;-;-
"220559 Lagoa do Sítio";23;24;23654,69;16700,04;-;-;6954,65;-;-;985,61;1028,46;121;5,3;1;4,35
"220554 Lagoinha do Piauí";18;18;11797,08;9024,66;-;-;2772,42;-;-;655,39;655,39;83;4,6;-;-
"220560 Landri Sales";24;24;12683,60;8928,12;-;-;3755,48;-;-;528,48;528,48;79;3,3;-;-
"220570 Luís Correia";194;195;132003,57;105011,35;-;-;26992,22;-;-;676,94;680,43;979;5,0;4;2,06
"220580 Luzilândia";177;177;131625,83;106709,09;-;-;24916,74;-;-;743,65;743,65;659;3,7;1;0,56
"220585 Madeiro";31;31;16136,64;12068,65;-;-;4067,99;-;-;520,54;520,54;107;3,5;-;-
"220590 Manoel Emídio";20;20;16572,19;13254,53;-;-;3317,66;-;-;828,61;828,61;81;4,0;1;5,00
"220595 Marcolândia";29;29;29860,22;24301,43;-;-;5558,79;-;-;1029,66;1029,66;162;5,6;2;6,90
"220600 Marcos Parente";19;19;24704,10;18202,91;-;-;6501,19;-;-;1300,22;1300,22;110;5,8;1;5,26
"220605 Massapê do Piauí";15;15;11235,20;8733,75;-;-;2501,45;-;-;749,01;749,01;66;4,4;-;-
"220610 Matias Olímpio";38;38;30274,06;22067,86;-;-;8206,20;-;-;796,69;796,69;130;3,4;1;2,63
"220620 Miguel Alves";233;234;157237,16;123050,11;-;-;34187,05;-;-;671,95;674,84;995;4,3;1;0,43
"220630 Miguel Leão";9;9;9890,10;7765,95;-;-;2124,15;-;-;1098,90;1098,90;50;5,6;-;-
"220635 Milton Brandão";36;36;15216,78;11791,86;-;-;3424,92;-;-;422,69;422,69;164;4,6;-;-
"220640 Monsenhor Gil";46;46;28994,65;21073,92;-;-;7920,73;-;-;630,32;630,32;177;3,8;1;2,17
"220650 Monsenhor Hipólito";53;53;37947,13;31794,42;-;-;6152,71;-;-;715,98;715,98;166;3,1;1;1,89
"220660 Monte Alegre do Piauí";29;29;27797,46;22652,88;-;-;5144,58;-;-;958,53;958,53;114;3,9;2;6,90
