 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Dez/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110110 Itapuã do Oeste";39;39;31613,91;25897,30;-;-;5716,61;-;-;810,61;810,61;175;4,5;2;5,13
"110011 Jaru";60;61;62231,40;52001,56;-;-;10229,84;-;-;1020,19;1037,19;353;5,9;5;8,33
"110012 Ji-Paraná";116;116;215270,62;176359,99;-;-;38910,63;-;-;1855,78;1855,78;699;6,0;20;17,24
"110013 Machadinho D'Oeste";90;90;131308,04;109451,83;-;-;21856,21;-;-;1458,98;1458,98;455;5,1;7;7,78
"110120 Ministro Andreazza";24;24;14699,74;10736,11;-;-;3963,63;-;-;612,49;612,49;135;5,6;2;8,33
"110130 Mirante da Serra";18;18;50514,98;44236,96;-;-;6278,02;-;-;2806,39;2806,39;201;11,2;1;5,56
"110140 Monte Negro";30;30;87247,30;74991,32;-;-;12255,98;-;-;2908,24;2908,24;182;6,1;6;20,00
"110014 Nova Brasilândia D'Oeste";24;24;14772,52;11116,32;-;-;3656,20;-;-;615,52;615,52;158;6,6;2;8,33
"110033 Nova Mamoré";50;50;56317,11;46851,77;-;-;9465,34;-;-;1126,34;1126,34;340;6,8;2;4,00
"110143 Nova União";6;6;20724,55;17184,48;-;-;3540,07;-;-;3454,09;3454,09;38;6,3;1;16,67
"110050 Novo Horizonte do Oeste";19;19;10489,07;8098,10;-;-;2390,97;-;-;552,06;552,06;111;5,8;-;-
"110015 Ouro Preto do Oeste";40;40;101710,62;86314,42;-;-;15396,20;-;-;2542,77;2542,77;322;8,1;6;15,00
"110145 Parecis";10;10;8348,35;6549,74;-;-;1798,61;-;-;834,84;834,84;37;3,7;-;-
"110018 Pimenta Bueno";50;50;104073,23;85576,26;-;-;18496,97;-;-;2081,46;2081,46;277;5,5;4;8,00
"110146 Pimenteiras do Oeste";10;10;7980,03;5068,36;-;-;2911,67;-;-;798,00;798,00;30;3,0;-;-
"110020 Porto Velho";2172;2172;3130024,07;2600945,53;-;-;529078,54;-;-;1441,08;1441,08;12647;5,8;111;5,11
"110025 Presidente Médici";68;68;45309,23;34029,12;-;-;11280,11;-;-;666,31;666,31;246;3,6;6;8,82
"110147 Primavera de Rondônia";5;5;4180,66;2870,33;-;-;1310,33;-;-;836,13;836,13;26;5,2;1;20,00
"110026 Rio Crespo";9;9;2904,56;2357,61;-;-;546,95;-;-;322,73;322,73;30;3,3;-;-
"110028 Rolim de Moura";296;296;260243,40;208622,49;-;-;51620,91;-;-;879,20;879,20;1003;3,4;10;3,38
"110029 Santa Luzia D'Oeste";17;17;8558,92;6435,94;-;-;2122,98;-;-;503,47;503,47;69;4,1;1;5,88
"110148 São Felipe D'Oeste";11;11;7031,34;5714,46;-;-;1316,88;-;-;639,21;639,21;32;2,9;1;9,09
"110149 São Francisco do Guaporé";29;29;32763,48;26714,72;-;-;6048,76;-;-;1129,78;1129,78;192;6,6;1;3,45
"110032 São Miguel do Guaporé";21;21;29708,11;25407,75;-;-;4300,36;-;-;1414,67;1414,67;132;6,3;3;14,29
"110150 Seringueiras";11;11;21169,63;16167,25;-;-;5002,38;-;-;1924,51;1924,51;41;3,7;1;9,09
"110155 Teixeirópolis";4;4;5426,57;4352,33;-;-;1074,24;-;-;1356,64;1356,64;26;6,5;-;-
"110160 Theobroma";13;13;28389,58;24426,01;-;-;3963,57;-;-;2183,81;2183,81;105;8,1;-;-
"110170 Urupá";16;16;30447,34;25738,69;-;-;4708,65;-;-;1902,96;1902,96;147;9,2;1;6,25
"110175 Vale do Anari";6;6;5078,19;4579,70;-;-;498,49;-;-;846,37;846,37;24;4,0;-;-
"110180 Vale do Paraíso";19;19;20136,13;16289,78;-;-;3846,35;-;-;1059,80;1059,80;71;3,7;1;5,26
"110030 Vilhena";629;629;498352,01;393694,82;-;-;104657,19;-;-;792,29;792,29;2984;4,7;23;3,66
"120001 Acrelândia";34;34;34183,39;25790,10;-;-;8393,29;-;-;1005,39;1005,39;211;6,2;3;8,82
"120005 Assis Brasil";54;54;51800,27;41387,55;-;-;10412,72;-;-;959,26;959,26;300;5,6;3;5,56
"120010 Brasiléia";147;147;126751,19;103130,33;-;-;23620,86;-;-;862,25;862,25;618;4,2;4;2,72
"120013 Bujari";23;23;22654,88;17801,69;-;-;4853,19;-;-;984,99;984,99;99;4,3;1;4,35
"120017 Capixaba";38;38;67479,53;54503,55;-;-;12975,98;-;-;1775,78;1775,78;229;6,0;2;5,26
"120020 Cruzeiro do Sul";290;290;348311,18;281473,06;-;-;66838,12;-;-;1201,07;1201,07;1460;5,0;6;2,07
"120025 Epitaciolândia";97;97;72398,72;57078,25;-;-;15320,47;-;-;746,38;746,38;398;4,1;2;2,06
"120030 Feijó";80;80;108087,70;88157,00;-;-;19930,70;-;-;1351,10;1351,10;465;5,8;7;8,75
"120032 Jordão";8;8;4326,94;2725,55;-;-;1601,39;-;-;540,87;540,87;23;2,9;-;-
"120033 Mâncio Lima";66;66;33196,51;24420,58;-;-;8775,93;-;-;502,98;502,98;273;4,1;-;-
"120034 Manoel Urbano";50;50;57705,71;46089,00;-;-;11616,71;-;-;1154,11;1154,11;194;3,9;1;2,00
"120035 Marechal Thaumaturgo";23;23;22305,67;17446,30;-;-;4859,37;-;-;969,81;969,81;148;6,4;2;8,70
"120038 Plácido de Castro";75;75;56856,76;44513,45;-;-;12343,31;-;-;758,09;758,09;225;3,0;5;6,67
"120080 Porto Acre";59;59;55381,33;41426,05;-;-;13955,28;-;-;938,67;938,67;255;4,3;4;6,78
"120039 Porto Walter";18;18;23040,74;18817,15;-;-;4223,59;-;-;1280,04;1280,04;50;2,8;1;5,56
"120040 Rio Branco";1826;1826;2141050,41;1626234,98;-;-;514815,43;-;-;1172,54;1172,54;9335;5,1;79;4,33
"120042 Rodrigues Alves";27;27;17725,69;12496,70;-;-;5228,99;-;-;656,51;656,51;83;3,1;-;-
"120043 Santa Rosa do Purus";18;18;21684,91;16111,20;-;-;5573,71;-;-;1204,72;1204,72;113;6,3;2;11,11
"120050 Sena Madureira";215;215;199089,18;159645,47;-;-;39443,71;-;-;926,00;926,00;967;4,5;11;5,12
"120045 Senador Guiomard";86;86;68389,00;50099,36;-;-;18289,64;-;-;795,22;795,22;487;5,7;3;3,49
"120060 Tarauacá";223;223;129823,06;99301,59;-;-;30521,47;-;-;582,17;582,17;648;2,9;5;2,24
"120070 Xapuri";101;101;60401,80;45935,77;-;-;14466,03;-;-;598,04;598,04;401;4,0;1;0,99
"130002 Alvarães";1;1;123,45;63,26;-;-;60,19;-;-;123,45;123,45;-;-;-;-
"130006 Amaturá";21;21;7337,13;5918,15;-;-;1418,98;-;-;349,39;349,39;70;3,3;-;-
"130014 Apuí";8;8;3371,58;2349,94;-;-;1021,64;-;-;421,45;421,45;39;4,9;-;-
"130020 Atalaia do Norte";1;1;376,80;326,79;-;-;50,01;-;-;376,80;376,80;2;2,0;-;-
"130030 Autazes";59;59;34219,28;22127,27;-;-;12092,01;-;-;579,99;579,99;118;2,0;-;-
"130040 Barcelos";7;7;4561,78;3458,00;-;-;1103,78;-;-;651,68;651,68;10;1,4;-;-
"130050 Barreirinha";40;40;25123,94;18330,84;-;-;6793,10;-;-;628,10;628,10;125;3,1;2;5,00
"130060 Benjamin Constant";1;1;109,24;85,25;-;-;23,99;-;-;109,24;109,24;3;3,0;-;-
"130068 Boa Vista do Ramos";81;81;53097,20;41504,84;-;-;11592,36;-;-;655,52;655,52;212;2,6;3;3,70
"130070 Boca do Acre";61;61;75996,59;60430,49;-;-;15566,10;-;-;1245,85;1245,85;326;5,3;8;13,11
"130080 Borba";178;178;112019,12;87134,08;-;-;24885,04;-;-;629,32;629,32;473;2,7;1;0,56
"130083 Caapiranga";82;82;24789,09;18449,98;-;-;6339,11;-;-;302,31;302,31;177;2,2;-;-
"130090 Canutama";2;2;1666,32;1241,43;-;-;424,89;-;-;833,16;833,16;13;6,5;-;-
"130100 Carauari";121;121;98229,63;76349,54;-;-;21880,09;-;-;811,82;811,82;289;2,4;7;5,79
"130110 Careiro";77;77;40532,64;28953,37;-;-;11579,27;-;-;526,40;526,40;139;1,8;-;-
"130120 Coari";345;345;187799,14;132875,92;-;-;54923,22;-;-;544,35;544,35;1043;3,0;11;3,19
"130140 Eirunepé";1;1;114,36;65,50;-;-;48,86;-;-;114,36;114,36;1;1,0;-;-
"130150 Envira";1;1;725,35;644,59;-;-;80,76;-;-;725,35;725,35;7;7,0;-;-
"130160 Fonte Boa";1;1;218,68;188,00;-;-;30,68;-;-;218,68;218,68;2;2,0;-;-
"130165 Guajará";37;37;25844,74;17433,98;-;-;8410,76;-;-;698,51;698,51;97;2,6;-;-
"130170 Humaitá";230;230;149419,70;109342,30;-;-;40077,40;-;-;649,65;649,65;797;3,5;2;0,87
"130180 Ipixuna";10;10;13990,28;11119,50;-;-;2870,78;-;-;1399,03;1399,03;127;12,7;1;10,00
"130185 Iranduba";17;17;11009,06;6600,89;-;-;4408,17;-;-;647,59;647,59;64;3,8;-;-
"130240 Lábrea";11;11;12783,17;10810,57;-;-;1972,60;-;-;1162,11;1162,11;38;3,5;-;-
"130250 Manacapuru";4;4;2717,91;1822,80;-;-;895,11;-;-;679,48;679,48;22;5,5;-;-
"130255 Manaquiri";4;4;5037,83;4234,84;-;-;802,99;-;-;1259,46;1259,46;40;10,0;-;-
"130260 Manaus";283;284;366371,74;271766,44;-;-;94605,30;-;-;1290,04;1294,60;1339;4,7;2;0,71
"130270 Manicoré";15;15;17712,24;14898,15;-;-;2814,09;-;-;1180,82;1180,82;79;5,3;1;6,67
"130300 Nhamundá";17;17;12562,08;9858,84;-;-;2703,24;-;-;738,95;738,95;61;3,6;3;17,65
"130310 Nova Olinda do Norte";2;2;758,01;485,84;-;-;272,17;-;-;379,00;379,00;2;1,0;-;-
"130320 Novo Airão";49;49;31965,86;22968,96;-;-;8996,90;-;-;652,36;652,36;101;2,1;-;-
"130340 Parintins";375;375;243521,76;183708,92;-;-;59812,84;-;-;649,39;649,39;1625;4,3;12;3,20
"130350 Pauini";13;13;6235,17;4825,27;-;-;1409,90;-;-;479,63;479,63;37;2,8;-;-
"130353 Presidente Figueiredo";1;1;2882,23;2836,88;-;-;45,35;-;-;2882,23;2882,23;16;16,0;-;-
"130356 Rio Preto da Eva";23;23;19455,09;15481,22;-;-;3973,87;-;-;845,87;845,87;82;3,6;1;4,35
"130390 São Paulo de Olivença";1;1;195,13;168,62;-;-;26,51;-;-;195,13;195,13;4;4,0;-;-
"130406 Tabatinga";3;3;9363,83;8041,11;-;-;1322,72;-;-;3121,28;3121,28;9;3,0;1;33,33
"130410 Tapauá";1;1;295,21;253,80;-;-;41,41;-;-;295,21;295,21;1;1,0;-;-
"130420 Tefé";6;6;102135,99;86026,74;-;-;16109,25;-;-;17022,67;17022,67;72;12,0;-;-
"130423 Tonantins";50;50;21436,89;16416,70;-;-;5020,19;-;-;428,74;428,74;152;3,0;2;4,00
"130430 Urucará";1;1;467,40;281,60;-;-;185,80;-;-;467,40;467,40;1;1,0;-;-
"130440 Urucurituba";1;1;467,40;281,60;-;-;185,80;-;-;467,40;467,40;1;1,0;-;-
"140005 Alto Alegre";91;91;70090,81;52832,09;-;-;17258,72;-;-;770,23;770,23;670;7,4;-;-
"140002 Amajari";61;61;42253,89;30532,14;-;-;11721,75;-;-;692,69;692,69;332;5,4;3;4,92
"140010 Boa Vista";2434;2434;2610265,48;2037194,29;-;-;573071,19;-;-;1072,42;1072,42;14436;5,9;103;4,23
"140015 Bonfim";88;88;77103,92;54478,22;-;-;22625,70;-;-;876,18;876,18;470;5,3;2;2,27
"140017 Cantá";91;91;78806,16;59876,12;-;-;18930,04;-;-;866,00;866,00;510;5,6;4;4,40
"140020 Caracaraí";90;90;104975,44;79733,67;-;-;25241,77;-;-;1166,39;1166,39;398;4,4;1;1,11
"140023 Caroebe";66;66;42821,51;33661,95;-;-;9159,56;-;-;648,81;648,81;278;4,2;2;3,03
"140028 Iracema";25;25;53548,99;43909,41;-;-;9639,58;-;-;2141,96;2141,96;210;8,4;-;-
"140030 Mucajaí";102;102;100865,13;77569,84;-;-;23295,29;-;-;988,87;988,87;503;4,9;3;2,94
"140040 Normandia";75;75;67293,69;48724,10;-;-;18569,59;-;-;897,25;897,25;319;4,3;3;4,00
"140045 Pacaraima";117;117;84942,22;58404,74;-;-;26537,48;-;-;726,00;726,00;645;5,5;2;1,71
"140047 Rorainópolis";160;160;100947,41;76159,91;-;-;24787,50;-;-;630,92;630,92;863;5,4;2;1,25
"140050 São João da Baliza";36;36;28106,51;22441,67;-;-;5664,84;-;-;780,74;780,74;136;3,8;1;2,78
"140060 São Luiz";37;37;37120,00;30927,28;-;-;6192,72;-;-;1003,24;1003,24;191;5,2;1;2,70
"140070 Uiramutã";67;67;42053,64;28688,10;-;-;13365,54;-;-;627,67;627,67;304;4,5;1;1,49
"150010 Abaetetuba";892;892;807699,33;602122,01;-;-;205577,32;-;-;905,49;905,49;3266;3,7;17;1,91
"150013 Abel Figueiredo";17;17;20298,35;16180,86;-;-;4117,49;-;-;1194,02;1194,02;134;7,9;-;-
"150020 Acará";139;139;216702,77;160969,53;-;-;55733,24;-;-;1559,01;1559,01;782;5,6;5;3,60
"150030 Afuá";135;135;108866,00;81606,37;-;-;27259,63;-;-;806,41;806,41;595;4,4;4;2,96
"150034 Água Azul do Norte";94;94;66051,68;54496,75;-;-;11554,93;-;-;702,68;702,68;318;3,4;1;1,06
"150040 Alenquer";379;379;200328,27;162446,64;-;-;37881,63;-;-;528,57;528,57;1200;3,2;16;4,22
"150050 Almeirim";56;56;42863,61;33991,53;-;-;8872,08;-;-;765,42;765,42;243;4,3;2;3,57
"150060 Altamira";600;600;624977,66;467258,49;-;-;157719,17;-;-;1041,63;1041,63;2983;5,0;27;4,50
"150070 Anajás";137;137;76444,24;56696,31;-;-;19747,93;-;-;557,99;557,99;432;3,2;-;-
"150080 Ananindeua";2430;2431;3308855,20;2521190,90;34078,85;-;738137,87;-;-;1361,11;1361,67;10011;4,1;69;2,84
"150085 Anapu";69;69;139723,64;108950,78;-;-;30772,86;-;-;2024,98;2024,98;451;6,5;3;4,35
"150090 Augusto Corrêa";357;357;266428,20;208604,51;-;-;57823,69;-;-;746,30;746,30;1350;3,8;2;0,56
"150095 Aurora do Pará";63;63;57248,49;42318,36;-;-;14930,13;-;-;908,71;908,71;232;3,7;-;-
"150100 Aveiro";13;13;28840,11;23168,22;-;-;5671,89;-;-;2218,47;2218,47;94;7,2;2;15,38
"150110 Bagre";24;24;106550,85;87541,98;-;-;19008,87;-;-;4439,62;4439,62;281;11,7;3;12,50
"150120 Baião";59;59;91684,51;69637,35;-;-;22047,16;-;-;1553,97;1553,97;242;4,1;1;1,69
"150125 Bannach";8;8;15681,75;12006,26;-;-;3675,49;-;-;1960,22;1960,22;37;4,6;-;-
"150130 Barcarena";611;611;597135,33;445835,30;392,23;-;150760,11;-;-;977,31;977,31;2460;4,0;5;0,82
"150140 Belém";5408;5408;8499831,12;6474017,10;16684,18;-;2001358,47;-;-;1571,71;1571,71;28312;5,2;221;4,09
"150145 Belterra";48;48;52923,91;42459,51;-;-;10464,40;-;-;1102,58;1102,58;230;4,8;3;6,25
"150150 Benevides";212;212;304393,51;222141,88;784,46;-;81171,79;-;-;1435,82;1435,82;1001;4,7;10;4,72
"150157 Bom Jesus do Tocantins";37;37;34708,24;27248,16;-;-;7460,08;-;-;938,06;938,06;150;4,1;-;-
"150160 Bonito";22;22;19496,31;14700,59;-;-;4795,72;-;-;886,20;886,20;60;2,7;-;-
"150170 Bragança";645;645;846106,52;669325,38;-;-;176781,14;-;-;1311,79;1311,79;2846;4,4;26;4,03
"150172 Brasil Novo";28;28;21117,08;15282,23;-;-;5834,85;-;-;754,18;754,18;113;4,0;2;7,14
"150175 Brejo Grande do Araguaia";12;12;6324,94;4034,41;-;-;2290,53;-;-;527,08;527,08;58;4,8;-;-
"150178 Breu Branco";105;105;98188,68;77143,44;-;-;21045,24;-;-;935,13;935,13;439;4,2;5;4,76
"150180 Breves";182;182;399925,71;320164,33;-;-;79761,38;-;-;2197,39;2197,39;1252;6,9;13;7,14
"150190 Bujaru";280;280;180394,67;122688,16;14204,80;-;36609,18;-;-;644,27;644,27;935;3,3;2;0,71
"150200 Cachoeira do Arari";101;101;60385,83;45746,63;-;-;14639,20;-;-;597,88;597,88;261;2,6;2;1,98
"150195 Cachoeira do Piriá";24;24;29294,21;20418,46;-;-;8875,75;-;-;1220,59;1220,59;88;3,7;1;4,17
"150210 Cametá";72;72;162431,64;125565,02;-;-;36866,62;-;-;2256,00;2256,00;480;6,7;4;5,56
"150215 Canaã dos Carajás";29;29;59314,19;47055,94;-;-;12258,25;-;-;2045,32;2045,32;155;5,3;2;6,90
"150220 Capanema";133;133;273402,08;213746,59;-;-;59655,49;-;-;2055,65;2055,65;692;5,2;6;4,51
"150230 Capitão Poço";101;101;193556,77;150744,96;-;-;42811,81;-;-;1916,40;1916,40;578;5,7;-;-
"150240 Castanhal";1158;1158;1236054,45;935758,00;4347,34;-;293161,48;-;-;1067,40;1067,40;4512;3,9;35;3,02
"150250 Chaves";13;13;25141,65;19764,40;-;-;5377,25;-;-;1933,97;1933,97;78;6,0;-;-
"150260 Colares";25;25;44132,37;32851,77;-;-;11280,60;-;-;1765,29;1765,29;108;4,3;1;4,00
"150270 Conceição do Araguaia";360;360;277304,11;223003,68;-;-;54300,43;-;-;770,29;770,29;1415;3,9;6;1,67
"150275 Concórdia do Pará";64;64;97124,71;68853,25;589,66;-;27505,35;-;-;1517,57;1517,57;240;3,8;4;6,25
"150276 Cumaru do Norte";52;52;41300,63;33275,10;-;-;8025,53;-;-;794,24;794,24;203;3,9;3;5,77
"150277 Curionópolis";31;31;19136,65;12585,78;-;-;6550,87;-;-;617,31;617,31;101;3,3;1;3,23
"150280 Curralinho";49;49;120303,70;96269,99;-;-;24033,71;-;-;2455,18;2455,18;391;8,0;2;4,08
"150285 Curuá";33;33;24972,90;20264,34;-;-;4708,56;-;-;756,75;756,75;114;3,5;3;9,09
"150290 Curuçá";99;99;192231,53;142933,19;409,79;-;48738,47;-;-;1941,73;1941,73;497;5,0;1;1,01
"150293 Dom Eliseu";53;53;90345,97;72913,58;-;-;17432,39;-;-;1704,64;1704,64;335;6,3;3;5,66
"150295 Eldorado do Carajás";41;41;42032,17;32135,90;-;-;9896,27;-;-;1025,17;1025,17;135;3,3;-;-
"150300 Faro";41;41;15768,10;11903,89;-;-;3864,21;-;-;384,59;384,59;113;2,8;-;-
"150304 Floresta do Araguaia";23;23;30418,22;25009,01;-;-;5409,21;-;-;1322,53;1322,53;159;6,9;-;-
"150307 Garrafão do Norte";60;60;76901,51;59274,84;-;-;17626,67;-;-;1281,69;1281,69;391;6,5;2;3,33
"150309 Goianésia do Pará";31;31;115118,77;91557,00;-;-;23561,77;-;-;3713,51;3713,51;234;7,5;3;9,68
"150310 Gurupá";44;44;32984,17;24868,39;-;-;8115,78;-;-;749,64;749,64;185;4,2;-;-
"150320 Igarapé-Açu";138;138;183784,54;140670,62;-;-;43113,92;-;-;1331,77;1331,77;711;5,2;4;2,90
"150330 Igarapé-Miri";465;465;283053,43;217143,91;-;-;65909,52;-;-;608,72;608,72;1511;3,2;7;1,51
"150340 Inhangapi";57;57;54624,41;39744,47;298,55;-;14434,43;-;-;958,32;958,32;267;4,7;1;1,75
"150345 Ipixuna do Pará";74;74;80115,01;58906,17;-;-;21208,84;-;-;1082,64;1082,64;289;3,9;4;5,41
"150350 Irituia";86;86;145089,87;113243,43;279,03;-;31420,42;-;-;1687,09;1687,09;422;4,9;4;4,65
"150360 Itaituba";138;138;222676,79;175450,00;-;-;47226,79;-;-;1613,60;1613,60;1057;7,7;39;28,26
"150370 Itupiranga";73;73;132160,79;110997,36;-;-;21163,43;-;-;1810,42;1810,42;449;6,2;7;9,59
"150375 Jacareacanga";14;14;19423,78;16186,23;-;-;3237,55;-;-;1387,41;1387,41;153;10,9;-;-
"150380 Jacundá";59;59;90454,52;68803,24;-;-;21651,28;-;-;1533,13;1533,13;306;5,2;2;3,39
"150390 Juruti";176;176;168218,61;132206,32;-;-;36012,29;-;-;955,79;955,79;614;3,5;1;0,57
"150400 Limoeiro do Ajuru";14;14;8631,25;6340,79;-;-;2290,46;-;-;616,52;616,52;40;2,9;-;-
"150405 Mãe do Rio";94;94;218422,63;173487,61;-;-;44935,02;-;-;2323,65;2323,65;633;6,7;9;9,57
"150410 Magalhães Barata";17;17;20017,47;14072,90;-;-;5944,57;-;-;1177,50;1177,50;56;3,3;-;-
"150420 Marabá";1025;1025;893619,42;663178,54;11743,99;-;212634,06;-;-;871,82;871,82;4070;4,0;31;3,02
"150430 Maracanã";102;102;57927,47;41634,21;-;-;16293,26;-;-;567,92;567,92;308;3,0;2;1,96
"150440 Marapanim";76;76;126013,29;104514,10;-;-;21499,19;-;-;1658,07;1658,07;277;3,6;2;2,63
"150442 Marituba";553;553;865700,93;638784,88;6918,55;-;216664,45;-;-;1565,46;1565,46;2688;4,9;21;3,80
"150445 Medicilândia";92;92;213925,04;168688,49;-;-;45236,55;-;-;2325,27;2325,27;522;5,7;-;-
"150450 Melgaço";88;88;58880,94;47282,45;-;-;11598,49;-;-;669,10;669,10;350;4,0;-;-
"150460 Mocajuba";156;156;164082,53;128798,72;-;-;35283,81;-;-;1051,81;1051,81;580;3,7;3;1,92
"150470 Moju";146;146;272878,25;208080,91;-;-;64797,34;-;-;1869,03;1869,03;732;5,0;5;3,42
"150475 Mojuí dos Campos";22;22;27418,71;21232,86;-;-;6185,85;-;-;1246,31;1246,31;118;5,4;3;13,64
"150480 Monte Alegre";56;56;110357,02;99052,80;-;-;11304,22;-;-;1970,66;1970,66;371;6,6;1;1,79
"150490 Muaná";28;28;42030,14;27612,06;-;-;14418,08;-;-;1501,08;1501,08;136;4,9;1;3,57
"150495 Nova Esperança do Piriá";72;72;54019,23;40120,06;-;-;13899,17;-;-;750,27;750,27;293;4,1;4;5,56
"150497 Nova Ipixuna";36;36;24426,95;18330,91;-;-;6096,04;-;-;678,53;678,53;189;5,3;-;-
"150500 Nova Timboteua";31;31;25574,95;18277,36;-;-;7297,59;-;-;825,00;825,00;100;3,2;-;-
"150503 Novo Progresso";26;26;54667,85;43238,96;-;-;11428,89;-;-;2102,61;2102,61;120;4,6;2;7,69
"150506 Novo Repartimento";146;146;176010,57;125459,34;-;-;50551,23;-;-;1205,55;1205,55;753;5,2;5;3,42
"150510 Óbidos";36;36;79921,41;68047,93;-;-;11873,48;-;-;2220,04;2220,04;362;10,1;2;5,56
"150520 Oeiras do Pará";111;111;61259,26;46442,84;-;-;14816,42;-;-;551,89;551,89;411;3,7;1;0,90
"150530 Oriximiná";38;38;120414,42;93033,30;-;-;27381,12;-;-;3168,80;3168,80;253;6,7;4;10,53
"150540 Ourém";54;54;95208,71;77457,93;-;-;17750,78;-;-;1763,12;1763,12;213;3,9;3;5,56
"150543 Ourilândia do Norte";326;326;204643,43;164970,70;-;-;39672,73;-;-;627,74;627,74;1091;3,3;5;1,53
"150548 Pacajá";65;65;174623,09;131047,19;-;-;43575,90;-;-;2686,51;2686,51;374;5,8;5;7,69
"150549 Palestina do Pará";16;16;20948,63;14830,45;-;-;6118,18;-;-;1309,29;1309,29;64;4,0;3;18,75
"150550 Paragominas";570;570;428203,46;317042,35;-;-;111161,11;-;-;751,23;751,23;2469;4,3;16;2,81
"150553 Parauapebas";667;667;674366,08;491803,78;2146,03;-;179301,04;-;-;1011,04;1011,04;2893;4,3;15;2,25
"150555 Pau D'Arco";29;29;98369,47;87934,26;-;-;10435,21;-;-;3392,05;3392,05;147;5,1;1;3,45
"150560 Peixe-Boi";9;9;61276,15;49099,66;-;-;12176,49;-;-;6808,46;6808,46;69;7,7;1;11,11
