 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Fev/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"230430 Farias Brito";95;95;88052,78;70163,96;-;-;17888,82;-;-;926,87;926,87;437;4,6;5;5,26
"230435 Forquilha";91;91;103078,35;74394,68;-;-;28683,67;-;-;1132,73;1132,73;478;5,3;3;3,30
"230440 Fortaleza";11163;11420;17418115,52;14140704,15;-;-;3277411,37;-;-;1525,23;1560,34;91617;8,2;413;3,70
"230445 Fortim";46;46;88992,05;67560,42;-;-;21431,63;-;-;1934,61;1934,61;259;5,6;1;2,17
"230450 Frecheirinha";75;75;87025,42;63924,08;-;-;23101,34;-;-;1160,34;1160,34;548;7,3;4;5,33
"230460 General Sampaio";28;28;40433,18;33817,20;-;-;6615,98;-;-;1444,04;1444,04;229;8,2;1;3,57
"230465 Graça";50;50;44559,17;35558,91;-;-;9000,26;-;-;891,18;891,18;210;4,2;6;12,00
"230470 Granja";163;163;309610,73;252829,37;-;-;56781,36;-;-;1899,45;1899,45;816;5,0;10;6,13
"230480 Granjeiro";31;31;44538,90;34613,19;-;-;9925,71;-;-;1436,74;1436,74;151;4,9;-;-
"230490 Groaíras";40;40;64171,32;50478,77;-;-;13692,55;-;-;1604,28;1604,28;215;5,4;4;10,00
"230495 Guaiúba";99;99;196300,61;161735,04;-;-;34565,57;-;-;1982,83;1982,83;459;4,6;3;3,03
"230500 Guaraciaba do Norte";173;174;144044,00;109735,04;-;-;34308,96;-;-;827,84;832,62;841;4,9;5;2,89
"230510 Guaramiranga";31;31;26100,92;21192,62;-;-;4908,30;-;-;841,97;841,97;112;3,6;-;-
"230520 Hidrolândia";79;79;105246,90;85458,38;-;-;19788,52;-;-;1332,24;1332,24;546;6,9;5;6,33
"230523 Horizonte";227;230;413214,64;312409,84;-;-;100804,80;-;-;1796,59;1820,33;1350;5,9;5;2,20
"230526 Ibaretama";44;44;91448,12;75609,33;-;-;15838,79;-;-;2078,37;2078,37;296;6,7;-;-
"230530 Ibiapina";125;126;167583,11;132642,45;-;-;34940,66;-;-;1330,02;1340,66;708;5,7;7;5,60
"230533 Ibicuitinga";43;44;59370,19;46778,14;-;-;12592,05;-;-;1349,32;1380,70;184;4,3;1;2,33
"230535 Icapuí";69;69;68985,97;48876,69;-;-;20109,28;-;-;999,80;999,80;254;3,7;1;1,45
"230540 Icó";292;294;317527,85;252033,74;-;-;65494,11;-;-;1080,03;1087,42;1253;4,3;12;4,11
"230550 Iguatu";475;476;529362,01;420378,92;-;-;108983,09;-;-;1112,11;1114,45;2204;4,6;28;5,89
"230560 Independência";66;66;65584,89;51828,15;-;-;13756,74;-;-;993,71;993,71;357;5,4;1;1,52
"230565 Ipaporanga";48;48;31741,01;27398,05;-;-;4342,96;-;-;661,27;661,27;135;2,8;1;2,08
"230570 Ipaumirim";23;23;49583,28;38646,13;-;-;10937,15;-;-;2155,79;2155,79;110;4,8;-;-
"230580 Ipu";204;204;195998,08;155677,15;-;-;40320,93;-;-;960,77;960,77;949;4,7;9;4,41
"230590 Ipueiras";129;129;282475,39;228356,83;-;-;54118,56;-;-;2189,73;2189,73;944;7,3;4;3,10
"230600 Iracema";75;75;35603,39;27955,11;-;-;7648,28;-;-;474,71;474,71;301;4,0;3;4,00
"230610 Irauçuba";66;66;63849,14;49174,06;-;-;14675,08;-;-;967,41;967,41;472;7,2;3;4,55
"230620 Itaiçaba";26;26;18513,94;14090,57;-;-;4423,37;-;-;712,07;712,07;96;3,7;2;7,69
"230625 Itaitinga";143;144;161151,38;128567,32;-;-;32584,06;-;-;1119,11;1126,93;973;6,8;4;2,80
"230630 Itapagé";202;202;278856,05;215702,66;-;-;63153,39;-;-;1380,48;1380,48;1112;5,5;7;3,47
"230640 Itapipoca";574;576;424390,93;314121,09;-;-;110269,84;-;-;736,79;739,36;2807;4,9;19;3,31
"230650 Itapiúna";91;91;110295,52;83774,62;-;-;26520,90;-;-;1212,04;1212,04;576;6,3;4;4,40
"230655 Itarema";147;147;185291,65;141439,27;-;-;43852,38;-;-;1260,49;1260,49;850;5,8;6;4,08
"230660 Itatira";114;114;196654,30;164606,48;-;-;32047,82;-;-;1725,04;1725,04;545;4,8;4;3,51
"230670 Jaguaretama";70;70;77786,92;59325,40;412,32;-;17827,49;-;-;1111,24;1111,24;344;4,9;2;2,86
"230680 Jaguaribara";65;65;42426,20;33119,75;-;-;9306,45;-;-;652,71;652,71;340;5,2;-;-
"230690 Jaguaribe";138;140;139514,99;114429,57;-;-;25085,42;-;-;996,54;1010,98;755;5,5;6;4,35
"230700 Jaguaruana";143;144;147444,37;109999,82;2350,90;-;33832,19;-;-;1023,92;1031,08;773;5,4;5;3,50
"230710 Jardim";167;167;231224,47;187560,20;-;-;43664,27;-;-;1384,58;1384,58;1008;6,0;7;4,19
"230720 Jati";48;48;38672,62;30064,20;-;-;8608,42;-;-;805,68;805,68;162;3,4;1;2,08
"230725 Jijoca de Jericoacoara";49;50;98779,16;77273,51;-;-;21505,65;-;-;1975,58;2015,90;362;7,4;3;6,12
"230730 Juazeiro do Norte";1076;1076;1177674,89;926483,34;-;-;251191,55;-;-;1094,49;1094,49;5846;5,4;68;6,32
"230740 Jucás";94;96;83700,88;65106,57;-;-;18594,31;-;-;871,88;890,43;456;4,9;5;5,32
"230750 Lavras da Mangabeira";209;209;154772,41;125313,95;-;-;29458,46;-;-;740,54;740,54;1048;5,0;7;3,35
"230760 Limoeiro do Norte";428;431;428945,82;347073,91;-;-;81871,91;-;-;995,23;1002,21;1974;4,6;26;6,07
"230763 Madalena";80;80;133276,49;101395,49;-;-;31881,00;-;-;1665,96;1665,96;341;4,3;1;1,25
"230765 Maracanaú";1014;1032;1660668,51;1332733,32;-;-;327935,19;-;-;1609,17;1637,74;6435;6,3;37;3,65
"230770 Maranguape";361;361;521942,90;410207,80;-;-;111735,10;-;-;1445,83;1445,83;2060;5,7;16;4,43
"230780 Marco";120;120;143524,84;112547,34;-;-;30977,50;-;-;1196,04;1196,04;558;4,7;3;2,50
"230790 Martinópole";48;48;57863,59;44698,68;-;-;13164,91;-;-;1205,49;1205,49;233;4,9;3;6,25
"230800 Massapê";111;111;310205,56;259855,59;-;-;50349,97;-;-;2794,64;2794,64;707;6,4;6;5,41
"230810 Mauriti";256;257;167385,10;126567,43;-;-;40817,67;-;-;651,30;653,85;853;3,3;6;2,34
"230820 Meruoca";56;56;79986,58;62609,50;-;-;17377,08;-;-;1428,33;1428,33;394;7,0;3;5,36
"230830 Milagres";100;101;91287,61;73460,11;-;-;17827,50;-;-;903,84;912,88;294;2,9;6;6,00
"230835 Milhã";74;75;52321,60;41727,56;-;-;10594,04;-;-;697,62;707,05;359;4,9;2;2,70
"230837 Miraíma";65;65;68897,51;54750,92;-;-;14146,59;-;-;1059,96;1059,96;301;4,6;3;4,62
"230840 Missão Velha";349;349;179637,71;143666,69;-;-;35971,02;-;-;514,72;514,72;1166;3,3;5;1,43
"230850 Mombaça";199;201;140783,42;106765,02;-;-;34018,40;-;-;700,42;707,45;743;3,7;9;4,52
"230860 Monsenhor Tabosa";30;31;77283,48;60821,13;-;-;16462,35;-;-;2493,02;2576,12;271;9,0;1;3,33
"230870 Morada Nova";207;212;456820,99;358371,58;-;-;98449,41;-;-;2154,82;2206,86;1288;6,2;5;2,42
"230880 Moraújo";26;26;97044,50;78006,74;-;-;19037,76;-;-;3732,48;3732,48;204;7,8;3;11,54
"230890 Morrinhos";71;71;60219,54;46505,08;-;-;13714,46;-;-;848,16;848,16;366;5,2;6;8,45
"230900 Mucambo";79;79;77050,17;60748,04;-;-;16302,13;-;-;975,32;975,32;318;4,0;3;3,80
"230910 Mulungu";34;34;27068,77;20923,98;-;-;6144,79;-;-;796,14;796,14;215;6,3;-;-
"230920 Nova Olinda";90;90;67934,13;47769,25;-;-;20164,88;-;-;754,82;754,82;441;4,9;1;1,11
"230930 Nova Russas";96;96;132220,63;109203,52;-;-;23017,11;-;-;1377,30;1377,30;407;4,2;7;7,29
"230940 Novo Oriente";46;47;108509,65;82813,98;-;-;25695,67;-;-;2308,72;2358,91;327;7,1;3;6,52
"230945 Ocara";98;98;107818,13;90577,30;-;-;17240,83;-;-;1100,18;1100,18;713;7,3;2;2,04
"230950 Orós";67;67;28449,48;22203,31;-;-;6246,17;-;-;424,62;424,62;207;3,1;1;1,49
"230960 Pacajus";213;217;277213,44;227631,21;-;-;49582,23;-;-;1277,48;1301,47;1521;7,1;14;6,57
"230970 Pacatuba";308;313;439681,64;348547,79;-;-;91133,85;-;-;1404,73;1427,54;1798;5,8;9;2,92
"230980 Pacoti";57;57;38746,77;30117,50;-;-;8629,27;-;-;679,77;679,77;249;4,4;3;5,26
"230990 Pacujá";26;26;20265,07;14943,62;-;-;5321,45;-;-;779,43;779,43;138;5,3;1;3,85
"231000 Palhano";50;50;68979,46;50229,09;409,79;-;18190,50;-;-;1379,59;1379,59;342;6,8;2;4,00
"231010 Palmácia";41;41;28074,88;20627,56;-;-;7447,32;-;-;684,75;684,75;201;4,9;2;4,88
"231020 Paracuru";119;120;144391,74;112490,48;-;-;31901,26;-;-;1203,26;1213,38;607;5,1;3;2,52
"231025 Paraipaba";104;105;92963,13;70671,17;-;-;22291,96;-;-;885,36;893,88;518;5,0;3;2,88
"231030 Parambu";136;136;153038,01;119726,98;-;-;33311,03;-;-;1125,28;1125,28;584;4,3;3;2,21
"231040 Paramoti";46;47;32829,75;24446,37;-;-;8383,38;-;-;698,51;713,69;216;4,7;-;-
"231050 Pedra Branca";227;227;191751,13;153562,13;-;-;38189,00;-;-;844,72;844,72;1233;5,4;8;3,52
"231060 Penaforte";54;54;130790,12;107905,68;-;-;22884,44;-;-;2422,04;2422,04;215;4,0;3;5,56
"231070 Pentecoste";130;131;117071,80;92607,19;-;-;24464,61;-;-;893,68;900,55;702;5,4;10;7,69
"231080 Pereiro";67;67;72704,29;57255,42;-;-;15448,87;-;-;1085,14;1085,14;336;5,0;-;-
"231085 Pindoretama";100;102;115487,68;94491,79;-;-;20995,89;-;-;1132,23;1154,88;751;7,5;6;6,00
"231090 Piquet Carneiro";76;76;65156,85;50847,07;-;-;14309,78;-;-;857,33;857,33;304;4,0;-;-
"231095 Pires Ferreira";22;22;107193,72;84611,71;-;-;22582,01;-;-;4872,44;4872,44;222;10,1;-;-
"231100 Poranga";32;32;78533,59;64406,50;-;-;14127,09;-;-;2454,17;2454,17;186;5,8;2;6,25
"231110 Porteiras";116;116;83684,12;66550,88;-;-;17133,24;-;-;721,41;721,41;479;4,1;2;1,72
"231120 Potengi";39;39;47498,41;37829,31;-;-;9669,10;-;-;1217,91;1217,91;158;4,1;1;2,56
"231123 Potiretama";25;25;20619,80;15366,56;-;-;5253,24;-;-;824,79;824,79;54;2,2;-;-
"231126 Quiterianópolis";37;37;46410,09;37681,03;-;-;8729,06;-;-;1254,33;1254,33;187;5,1;1;2,70
"231130 Quixadá";455;457;520593,27;406241,68;-;-;114351,59;-;-;1139,15;1144,16;2643;5,8;13;2,86
"231135 Quixelô";65;66;72596,67;56631,58;-;-;15965,09;-;-;1099,95;1116,87;346;5,3;5;7,69
"231140 Quixeramobim";561;563;531995,16;414556,96;-;-;117438,20;-;-;944,93;948,30;2555;4,6;11;1,96
"231150 Quixeré";114;115;78249,16;62274,43;-;-;15974,73;-;-;680,43;686,40;526;4,6;6;5,26
"231160 Redenção";218;219;223357,06;172839,65;-;-;50517,41;-;-;1019,90;1024,57;945;4,3;5;2,29
"231170 Reriutaba";72;72;108203,80;86766,47;-;-;21437,33;-;-;1502,83;1502,83;527;7,3;5;6,94
"231180 Russas";607;607;437933,49;328729,59;9594,00;-;94441,69;-;-;721,47;721,47;2024;3,3;14;2,31
"231190 Saboeiro";54;54;45792,26;35698,05;-;-;10094,21;-;-;848,00;848,00;522;9,7;3;5,56
"231195 Salitre";96;96;63239,27;49849,75;-;-;13389,52;-;-;658,74;658,74;410;4,3;1;1,04
"231220 Santa Quitéria";135;135;202049,27;163808,62;-;-;38240,65;-;-;1496,66;1496,66;815;6,0;5;3,70
"231200 Santana do Acaraú";140;140;248205,43;190287,66;-;-;57917,77;-;-;1772,90;1772,90;995;7,1;5;3,57
"231210 Santana do Cariri";73;73;55467,26;40773,44;-;-;14693,82;-;-;759,83;759,83;207;2,8;-;-
"231230 São Benedito";200;200;242458,64;191983,16;-;-;50475,48;-;-;1212,29;1212,29;1008;5,0;14;7,00
"231240 São Gonçalo do Amarante";233;237;330080,13;261135,71;-;-;68944,42;-;-;1392,74;1416,65;1243;5,3;8;3,43
"231250 São João do Jaguaribe";44;44;38814,65;32079,17;-;-;6735,48;-;-;882,15;882,15;176;4,0;2;4,55
"231260 São Luís do Curu";36;36;19655,60;14231,68;-;-;5423,92;-;-;545,99;545,99;167;4,6;1;2,78
"231270 Senador Pompeu";144;145;101059,42;80855,80;-;-;20203,62;-;-;696,96;701,80;939;6,5;5;3,47
"231280 Senador Sá";23;23;60050,01;43898,60;-;-;16151,41;-;-;2610,87;2610,87;174;7,6;5;21,74
"231290 Sobral";895;895;1305416,36;1034803,43;-;-;270612,93;-;-;1458,57;1458,57;5888;6,6;56;6,26
"231300 Solonópole";81;81;93700,61;73830,09;-;-;19870,52;-;-;1156,80;1156,80;528;6,5;6;7,41
"231310 Tabuleiro do Norte";174;174;219874,59;167410,54;-;-;52464,05;-;-;1263,65;1263,65;888;5,1;9;5,17
"231320 Tamboril";103;104;160475,32;130871,80;-;-;29603,52;-;-;1543,03;1558,01;432;4,2;5;4,85
"231325 Tarrafas";42;42;41469,15;30254,58;-;-;11214,57;-;-;987,36;987,36;169;4,0;2;4,76
"231330 Tauá";967;967;415602,09;323642,55;-;-;91959,54;-;-;429,78;429,78;2286;2,4;19;1,96
"231335 Tejuçuoca";60;61;69730,51;55398,35;-;-;14332,16;-;-;1143,12;1162,18;419;7,0;3;5,00
"231340 Tianguá";472;474;488093,97;380428,88;-;-;107665,09;-;-;1029,73;1034,10;2448;5,2;20;4,24
"231350 Trairi";241;241;278388,94;214428,32;-;-;63960,62;-;-;1155,14;1155,14;1318;5,5;8;3,32
"231355 Tururu";76;76;56264,72;43099,68;-;-;13165,04;-;-;740,33;740,33;366;4,8;1;1,32
"231360 Ubajara";154;154;102787,16;82377,87;-;-;20409,29;-;-;667,45;667,45;750;4,9;4;2,60
"231370 Umari";45;45;18825,45;15790,17;-;-;3035,28;-;-;418,34;418,34;129;2,9;-;-
"231375 Umirim";75;76;48805,02;37127,32;-;-;11677,70;-;-;642,17;650,73;318;4,2;4;5,33
"231380 Uruburetama";102;103;115179,81;88844,88;-;-;26334,93;-;-;1118,25;1129,21;588;5,8;4;3,92
"231390 Uruoca";38;38;93577,27;68645,53;-;-;24931,74;-;-;2462,56;2462,56;233;6,1;1;2,63
"231395 Varjota";93;93;93150,37;72747,90;-;-;20402,47;-;-;1001,62;1001,62;415;4,5;8;8,60
"231400 Várzea Alegre";346;346;240702,59;187078,15;-;-;53624,44;-;-;695,67;695,67;1246;3,6;12;3,47
"231410 Viçosa do Ceará";363;364;258178,17;198848,72;-;-;59329,45;-;-;709,28;711,23;1610;4,4;11;3,03
"240010 Acari";53;53;49949,57;36347,51;-;-;13602,06;-;-;942,44;942,44;192;3,6;1;1,89
"240020 Açu";208;208;242365,07;183684,77;-;-;58680,30;-;-;1165,22;1165,22;971;4,7;15;7,21
"240030 Afonso Bezerra";30;30;68969,99;54642,11;-;-;14327,88;-;-;2299,00;2299,00;296;9,9;2;6,67
"240040 Água Nova";11;11;28578,52;20627,02;-;-;7951,50;-;-;2598,05;2598,05;33;3,0;1;9,09
"240050 Alexandria";308;308;166036,37;136935,59;-;-;29100,78;-;-;539,08;539,08;603;2,0;1;0,32
"240060 Almino Afonso";41;41;29618,40;22212,25;-;-;7406,15;-;-;722,40;722,40;109;2,7;-;-
"240070 Alto do Rodrigues";39;39;50756,78;37555,89;-;-;13200,89;-;-;1301,46;1301,46;162;4,2;2;5,13
"240080 Angicos";53;53;44132,60;31064,33;-;-;13068,27;-;-;832,69;832,69;161;3,0;3;5,66
"240090 Antônio Martins";33;33;44397,65;31851,58;-;-;12546,07;-;-;1345,38;1345,38;125;3,8;-;-
"240100 Apodi";197;197;235996,45;184968,72;-;-;51027,73;-;-;1197,95;1197,95;951;4,8;12;6,09
"240110 Areia Branca";121;121;126887,94;97350,88;-;-;29537,06;-;-;1048,66;1048,66;632;5,2;12;9,92
"240120 Arês";38;39;65638,06;49895,97;-;-;15742,09;-;-;1683,03;1727,32;241;6,3;3;7,89
"240130 Augusto Severo";22;22;41316,44;31342,77;-;-;9973,67;-;-;1878,02;1878,02;91;4,1;2;9,09
"240140 Baía Formosa";23;23;19385,41;15227,93;-;-;4157,48;-;-;842,84;842,84;104;4,5;-;-
"240145 Baraúna";109;109;203898,65;152005,82;-;412,32;51258,80;412,32;221,71;1870,63;1870,63;624;5,7;2;1,83
"240150 Barcelona";20;20;36729,99;31240,35;-;-;5489,64;-;-;1836,50;1836,50;124;6,2;-;-
"240160 Bento Fernandes";17;18;39409,57;32019,30;-;-;7390,27;-;-;2189,42;2318,21;136;8,0;1;5,88
"240165 Bodó";16;17;12605,55;9029,17;-;-;3576,38;-;-;741,50;787,85;86;5,4;-;-
"240170 Bom Jesus";41;44;36566,19;28850,11;-;-;7716,08;-;-;831,05;891,86;214;5,2;3;7,32
"240180 Brejinho";45;45;44613,55;35139,59;-;-;9473,96;-;-;991,41;991,41;188;4,2;2;4,44
"240185 Caiçara do Norte";25;25;29595,78;21739,64;-;-;7856,14;-;-;1183,83;1183,83;118;4,7;1;4,00
"240190 Caiçara do Rio do Vento";12;14;19472,43;16871,44;-;-;2600,99;-;-;1390,89;1622,70;119;9,9;-;-
"240200 Caicó";262;266;320834,39;237312,96;-;-;83521,43;-;-;1206,14;1224,56;1037;4,0;8;3,05
"240210 Campo Redondo";44;44;43450,78;31377,30;-;-;12073,48;-;-;987,52;987,52;143;3,3;1;2,27
"240220 Canguaretama";111;114;151314,70;120314,43;-;-;31000,27;-;-;1327,32;1363,20;669;6,0;6;5,41
"240230 Caraúbas";90;90;95494,33;74401,35;-;-;21092,98;-;-;1061,05;1061,05;455;5,1;3;3,33
"240240 Carnaúba dos Dantas";50;50;61133,30;48545,63;-;-;12587,67;-;-;1222,67;1222,67;236;4,7;1;2,00
"240250 Carnaubais";36;36;49442,81;36362,50;-;-;13080,31;-;-;1373,41;1373,41;123;3,4;2;5,56
"240260 Ceará-Mirim";301;306;418004,35;323640,06;-;-;94364,29;-;-;1366,03;1388,72;1743;5,8;9;2,99
"240270 Cerro Corá";57;57;49688,57;36416,21;-;-;13272,36;-;-;871,73;871,73;280;4,9;1;1,75
"240280 Coronel Ezequiel";20;20;12005,47;8131,65;-;-;3873,82;-;-;600,27;600,27;57;2,9;1;5,00
"240290 Coronel João Pessoa";21;21;52959,73;34779,94;-;824,64;16911,73;824,64;443,42;2521,89;2521,89;76;3,6;-;-
"240300 Cruzeta";27;28;63355,65;50047,56;-;-;13308,09;-;-;2262,70;2346,51;100;3,7;-;-
"240310 Currais Novos";229;230;260741,71;195402,41;-;-;65339,30;-;-;1133,66;1138,61;945;4,1;14;6,11
"240320 Doutor Severiano";38;38;32344,31;23424,58;-;-;8919,73;-;-;851,17;851,17;189;5,0;3;7,89
"240330 Encanto";39;39;47218,41;37389,74;-;-;9828,67;-;-;1210,73;1210,73;205;5,3;2;5,13
"240340 Equador";10;10;31226,35;26207,00;-;-;5019,35;-;-;3122,64;3122,64;43;4,3;-;-
"240350 Espírito Santo";34;35;41610,27;31869,48;-;-;9740,79;-;-;1188,86;1223,83;137;4,0;2;5,88
"240360 Extremoz";126;130;176336,22;140149,70;-;-;36186,52;-;-;1356,43;1399,49;877;7,0;8;6,35
"240370 Felipe Guerra";28;28;27303,08;21287,87;-;-;6015,21;-;-;975,11;975,11;96;3,4;1;3,57
"240375 Fernando Pedroza";9;9;7913,70;5905,29;-;-;2008,41;-;-;879,30;879,30;44;4,9;1;11,11
"240380 Florânia";25;25;18364,11;13663,30;-;-;4700,81;-;-;734,56;734,56;89;3,6;-;-
"240390 Francisco Dantas";4;4;1989,60;1478,22;-;-;511,38;-;-;497,40;497,40;13;3,3;-;-
"240400 Frutuoso Gomes";26;26;34865,30;28115,32;-;-;6749,98;-;-;1340,97;1340,97;86;3,3;-;-
"240410 Galinhos";9;10;9072,68;7438,35;-;-;1634,33;-;-;907,27;1008,08;64;7,1;1;11,11
"240420 Goianinha";137;138;201419,53;156420,55;-;-;44998,98;-;-;1459,56;1470,22;713;5,2;2;1,46
"240430 Governador Dix-Sept Rosado";44;44;65030,61;49432,25;-;-;15598,36;-;-;1477,97;1477,97;307;7,0;3;6,82
"240440 Grossos";38;38;39742,42;30434,86;-;-;9307,56;-;-;1045,85;1045,85;129;3,4;6;15,79
"240450 Guamaré";93;94;135955,79;105518,24;-;-;30437,55;-;-;1446,34;1461,89;542;5,8;2;2,15
"240460 Ielmo Marinho";31;31;50383,26;39945,57;-;-;10437,69;-;-;1625,27;1625,27;172;5,5;2;6,45
"240470 Ipanguaçu";49;49;96905,61;67061,61;-;-;29844,00;-;-;1977,67;1977,67;258;5,3;2;4,08
"240480 Ipueira";7;7;5737,89;4079,98;-;-;1657,91;-;-;819,70;819,70;44;6,3;-;-
"240485 Itajá";16;16;13584,46;9794,83;-;-;3789,63;-;-;849,03;849,03;55;3,4;1;6,25
"240490 Itaú";30;30;52184,58;37916,37;-;97,72;14049,09;97,72;121,40;1739,49;1739,49;114;3,8;2;6,67
"240500 Jaçanã";45;46;78735,07;62320,79;-;-;16414,28;-;-;1711,63;1749,67;261;5,8;1;2,22
"240510 Jandaíra";19;20;21082,25;15505,24;-;-;5577,01;-;-;1054,11;1109,59;104;5,5;2;10,53
"240520 Janduís";31;31;32279,55;24240,14;-;-;8039,41;-;-;1041,28;1041,28;151;4,9;1;3,23
"240530 Januário Cicco";37;37;34026,90;25367,83;-;859,48;7329,27;859,48;470,32;919,65;919,65;222;6,0;1;2,70
"240540 Japi";19;19;44400,33;36803,87;-;-;7596,46;-;-;2336,86;2336,86;179;9,4;-;-
"240550 Jardim de Angicos";9;9;21492,02;15892,66;-;412,32;4965,33;412,32;221,71;2388,00;2388,00;27;3,0;-;-
"240560 Jardim de Piranhas";77;77;42175,91;32338,52;-;-;9837,39;-;-;547,74;547,74;224;2,9;-;-
"240570 Jardim do Seridó";51;51;75572,00;56603,18;-;-;18968,82;-;-;1481,80;1481,80;148;2,9;3;5,88
"240580 João Câmara";145;146;262536,05;206847,87;-;-;55688,18;-;-;1798,19;1810,59;907;6,3;5;3,45
"240590 João Dias";12;12;9444,37;7907,22;-;-;1537,15;-;-;787,03;787,03;49;4,1;-;-
"240600 José da Penha";36;36;59148,22;47998,45;-;-;11149,77;-;-;1643,01;1643,01;197;5,5;4;11,11
"240610 Jucurutu";54;54;52947,66;40266,21;-;-;12681,45;-;-;980,51;980,51;180;3,3;1;1,85
"240615 Jundiá";18;19;25971,20;18930,60;-;-;7040,60;-;-;1366,91;1442,84;89;4,9;1;5,56
"240620 Lagoa d'Anta";27;27;23974,71;16658,94;-;-;7315,77;-;-;887,95;887,95;64;2,4;1;3,70
"240630 Lagoa de Pedras";30;30;40120,64;32921,73;-;-;7198,91;-;-;1337,35;1337,35;188;6,3;1;3,33
"240640 Lagoa de Velhos";13;14;11533,96;9273,21;-;-;2260,75;-;-;823,85;887,23;82;6,3;2;15,38
"240650 Lagoa Nova";80;80;62782,36;46532,84;-;-;16249,52;-;-;784,78;784,78;335;4,2;-;-
"240660 Lagoa Salgada";42;43;54431,52;39301,92;-;-;15129,60;-;-;1265,85;1295,99;222;5,3;1;2,38
"240670 Lajes";61;62;67202,63;51433,19;-;-;15769,44;-;-;1083,91;1101,68;269;4,4;3;4,92
"240680 Lajes Pintadas";17;17;17835,88;14492,76;-;-;3343,12;-;-;1049,17;1049,17;116;6,8;3;17,65
"240690 Lucrécia";10;10;6203,53;4954,51;-;-;1249,02;-;-;620,35;620,35;23;2,3;-;-
"240700 Luís Gomes";37;37;70192,21;53097,16;-;-;17095,05;-;-;1897,09;1897,09;238;6,4;2;5,41
"240710 Macaíba";284;287;423225,73;331931,18;-;447,16;90598,78;447,16;248,61;1474,65;1490,23;2036;7,2;6;2,11
"240720 Macau";87;88;118785,69;91707,54;-;-;27078,15;-;-;1349,84;1365,35;707;8,1;3;3,45
"240725 Major Sales";10;10;5083,93;3756,92;-;-;1327,01;-;-;508,39;508,39;38;3,8;-;-
"240730 Marcelino Vieira";35;35;42901,65;35267,25;-;-;7634,40;-;-;1225,76;1225,76;167;4,8;3;8,57
"240740 Martins";26;26;31501,09;24371,02;-;-;7130,07;-;-;1211,58;1211,58;89;3,4;2;7,69
"240750 Maxaranguape";49;50;63176,41;49579,94;-;-;13596,47;-;-;1263,53;1289,31;217;4,4;5;10,20
"240760 Messias Targino";20;20;31805,06;22676,71;-;-;9128,35;-;-;1590,25;1590,25;69;3,5;1;5,00
"240770 Montanhas";51;51;49688,75;38091,34;-;-;11597,41;-;-;974,29;974,29;207;4,1;1;1,96
"240780 Monte Alegre";93;96;199484,80;150043,38;-;-;49441,42;-;-;2077,97;2145,00;735;7,9;2;2,15
"240790 Monte das Gameleiras";9;9;9604,45;6656,37;-;-;2948,08;-;-;1067,16;1067,16;60;6,7;-;-
"240800 Mossoró";1183;1183;1919725,51;1480096,50;-;-;439629,01;-;-;1622,76;1622,76;7373;6,2;71;6,00
"240810 Natal";3754;3861;6083483,69;4841899,67;-;1887,69;1238636,83;1887,69;1059,50;1575,62;1620,53;30588;8,1;145;3,86
"240820 Nísia Floresta";108;109;142244,49;111767,41;-;-;30477,08;-;-;1305,00;1317,08;532;4,9;1;0,93
"240830 Nova Cruz";163;164;282196,02;223395,45;-;-;58800,57;-;-;1720,71;1731,26;950;5,8;6;3,68
"240840 Olho-d'Água do Borges";10;11;20069,89;17041,83;-;-;3028,06;-;-;1824,54;2006,99;105;10,5;1;10,00
"240850 Ouro Branco";15;16;35584,10;26101,67;-;-;9482,43;-;-;2224,01;2372,27;44;2,9;-;-
"240860 Paraná";15;15;6783,06;5098,27;-;-;1684,79;-;-;452,20;452,20;68;4,5;1;6,67
"240870 Paraú";21;21;28791,62;21542,00;-;-;7249,62;-;-;1371,03;1371,03;119;5,7;2;9,52
"240880 Parazinho";31;31;41288,31;27544,09;-;-;13744,22;-;-;1331,88;1331,88;169;5,5;-;-
"240890 Parelhas";91;91;116249,11;92391,63;-;-;23857,48;-;-;1277,46;1277,46;486;5,3;4;4,40
"240325 Parnamirim";778;795;1313467,23;1018318,55;-;1341,48;293061,37;1341,48;745,83;1652,16;1688,26;4257;5,5;15;1,93
"240910 Passa e Fica";45;47;62888,03;49982,97;-;-;12905,06;-;-;1338,04;1397,51;445;9,9;1;2,22
"240920 Passagem";15;15;27062,10;21444,05;-;-;5618,05;-;-;1804,14;1804,14;74;4,9;1;6,67
"240930 Patu";38;39;69291,57;54706,91;-;-;14584,66;-;-;1776,71;1823,46;160;4,2;2;5,26
