,Anomaly,ano,mes,mes_num,data1,year,co2
1189,-2.26,1979,feb,2,1979-2-01,1979,77268.9
1190,-1.29,1979,mar,3,1979-3-01,1979,77268.9
1191,-0.34,1979,apr,4,1979-4-01,1979,77268.9
1192,0.52,1979,may,5,1979-5-01,1979,77268.9
1193,1.29,1979,jun,6,1979-6-01,1979,77268.9
1194,1.44,1979,jul,7,1979-7-01,1979,77268.9
1195,1.44,1979,aug,8,1979-8-01,1979,77268.9
1196,0.9,1979,sep,9,1979-9-01,1979,77268.9
1197,-0.12,1979,,10,1979-10-01,1979,77268.9
1198,-1.17,1979,nov,11,1979-11-01,1979,77268.9
1199,-1.68,1979,dec,12,1979-12-01,1979,77268.9
1200,-2.11,1980,jan,1,1980-1-01,1980,76976.5
1201,-1.73,1980,feb,2,1980-2-01,1980,76976.5
1202,-1.17,1980,mar,3,1980-3-01,1980,76976.5
1203,-0.14,1980,apr,4,1980-4-01,1980,76976.5
1204,0.83,1980,may,5,1980-5-01,1980,76976.5
1205,1.33,1980,jun,6,1980-6-01,1980,76976.5
1206,1.7,1980,jul,7,1980-7-01,1980,76976.5
1207,1.53,1980,aug,8,1980-8-01,1980,76976.5
1208,0.84,1980,sep,9,1980-9-01,1980,76976.5
1209,-0.18,1980,,10,1980-10-01,1980,76976.5
1210,-1.16,1980,nov,11,1980-11-01,1980,76976.5
1211,-1.95,1980,dec,12,1980-12-01,1980,76976.5
1212,-1.86,1981,jan,1,1981-1-01,1981,75014.3
1213,-1.74,1981,feb,2,1981-2-01,1981,75014.3
1214,-0.98,1981,mar,3,1981-3-01,1981,75014.3
1215,-0.15,1981,apr,4,1981-4-01,1981,75014.3
1216,0.71,1981,may,5,1981-5-01,1981,75014.3
1217,1.48,1981,jun,6,1981-6-01,1981,75014.3
1218,1.76,1981,jul,7,1981-7-01,1981,75014.3
1219,1.62,1981,aug,8,1981-8-01,1981,75014.3
1220,0.82,1981,sep,9,1981-9-01,1981,75014.3
1221,-0.22,1981,,10,1981-10-01,1981,75014.3
1222,-1.21,1981,nov,11,1981-11-01,1981,75014.3
1223,-1.72,1981,dec,12,1981-12-01,1981,75014.3
1224,-2.31,1982,jan,1,1982-1-01,1982,74497.8
1225,-2.0,1982,feb,2,1982-2-01,1982,74497.8
1226,-1.48,1982,mar,3,1982-3-01,1982,74497.8
1227,-0.37,1982,apr,4,1982-4-01,1982,74497.8
1228,0.62,1982,may,5,1982-5-01,1982,74497.8
1229,1.21,1982,jun,6,1982-6-01,1982,74497.8
1230,1.55,1982,jul,7,1982-7-01,1982,74497.8
1231,1.37,1982,aug,8,1982-8-01,1982,74497.8
1232,0.79,1982,sep,9,1982-9-01,1982,74497.8
1233,-0.23,1982,,10,1982-10-01,1982,74497.8
1234,-1.3,1982,nov,11,1982-11-01,1982,74497.8
1235,-1.72,1982,dec,12,1982-12-01,1982,74497.8
1236,-1.89,1983,jan,1,1983-1-01,1983,74918.7
1237,-1.74,1983,feb,2,1983-2-01,1983,74918.7
1238,-1.04,1983,mar,3,1983-3-01,1983,74918.7
1239,-0.16,1983,apr,4,1983-4-01,1983,74918.7
1240,0.83,1983,may,5,1983-5-01,1983,74918.7
1241,1.36,1983,jun,6,1983-6-01,1983,74918.7
1242,1.6,1983,jul,7,1983-7-01,1983,74918.7
1243,1.63,1983,aug,8,1983-8-01,1983,74918.7
1244,1.04,1983,sep,9,1983-9-01,1983,74918.7
1245,-0.2,1983,,10,1983-10-01,1983,74918.7
1246,-1.13,1983,nov,11,1983-11-01,1983,74918.7
1247,-1.98,1983,dec,12,1983-12-01,1983,74918.7
1248,-2.11,1984,jan,1,1984-1-01,1984,77135.7
1249,-1.98,1984,feb,2,1984-2-01,1984,77135.7
1250,-1.18,1984,mar,3,1984-3-01,1984,77135.7
1251,-0.39,1984,apr,4,1984-4-01,1984,77135.7
1252,0.8,1984,may,5,1984-5-01,1984,77135.7
1253,1.21,1984,jun,6,1984-6-01,1984,77135.7
1254,1.59,1984,jul,7,1984-7-01,1984,77135.7
1255,1.46,1984,aug,8,1984-8-01,1984,77135.7
1256,0.86,1984,sep,9,1984-9-01,1984,77135.7
1257,-0.2,1984,,10,1984-10-01,1984,77135.7
1258,-1.39,1984,nov,11,1984-11-01,1984,77135.7
1259,-2.2,1984,dec,12,1984-12-01,1984,77135.7
1260,-2.19,1985,jan,1,1985-1-01,1985,79876.9
1261,-2.21,1985,feb,2,1985-2-01,1985,79876.9
1262,-1.3,1985,mar,3,1985-3-01,1985,79876.9
1263,-0.36,1985,apr,4,1985-4-01,1985,79876.9
1264,0.64,1985,may,5,1985-5-01,1985,79876.9
1265,1.34,1985,jun,6,1985-6-01,1985,79876.9
1266,1.41,1985,jul,7,1985-7-01,1985,79876.9
1267,1.45,1985,aug,8,1985-8-01,1985,79876.9
1268,0.8,1985,sep,9,1985-9-01,1985,79876.9
1269,-0.25,1985,,10,1985-10-01,1985,79876.9
1270,-1.37,1985,nov,11,1985-11-01,1985,79876.9
1271,-2.0,1985,dec,12,1985-12-01,1985,79876.9
1272,-2.13,1986,jan,1,1986-1-01,1986,80843.8
1273,-1.76,1986,feb,2,1986-2-01,1986,80843.8
1274,-1.2,1986,mar,3,1986-3-01,1986,80843.8
1275,-0.23,1986,apr,4,1986-4-01,1986,80843.8
1276,0.71,1986,may,5,1986-5-01,1986,80843.8
1277,1.27,1986,jun,6,1986-6-01,1986,80843.8
1278,1.53,1986,jul,7,1986-7-01,1986,80843.8
1279,1.42,1986,aug,8,1986-8-01,1986,80843.8
1280,0.65,1986,sep,9,1986-9-01,1986,80843.8
1281,-0.23,1986,,10,1986-10-01,1986,80843.8
1282,-1.34,1986,nov,11,1986-11-01,1986,80843.8
1283,-1.99,1986,dec,12,1986-12-01,1986,80843.8
1284,-2.05,1987,jan,1,1987-1-01,1987,82788.0
1285,-1.69,1987,feb,2,1987-2-01,1987,82788.0
1286,-1.31,1987,mar,3,1987-3-01,1987,82788.0
1287,-0.25,1987,apr,4,1987-4-01,1987,82788.0
1288,0.72,1987,may,5,1987-5-01,1987,82788.0
1289,1.53,1987,jun,6,1987-6-01,1987,82788.0
1290,1.87,1987,jul,7,1987-7-01,1987,82788.0
1291,1.58,1987,aug,8,1987-8-01,1987,82788.0
1292,1.04,1987,sep,9,1987-9-01,1987,82788.0
1293,-0.04,1987,,10,1987-10-01,1987,82788.0
1294,-1.2,1987,nov,11,1987-11-01,1987,82788.0
1295,-1.67,1987,dec,12,1987-12-01,1987,82788.0
1296,-1.83,1988,jan,1,1988-1-01,1988,85631.2
1297,-1.72,1988,feb,2,1988-2-01,1988,85631.2
1298,-0.96,1988,mar,3,1988-3-01,1988,85631.2
1299,-0.02,1988,apr,4,1988-4-01,1988,85631.2
1300,0.9,1988,may,5,1988-5-01,1988,85631.2
1301,1.59,1988,jun,6,1988-6-01,1988,85631.2
1302,1.76,1988,jul,7,1988-7-01,1988,85631.2
1303,1.77,1988,aug,8,1988-8-01,1988,85631.2
1304,1.06,1988,sep,9,1988-9-01,1988,85631.2
1305,0.03,1988,,10,1988-10-01,1988,85631.2
1306,-1.33,1988,nov,11,1988-11-01,1988,85631.2
1307,-1.82,1988,dec,12,1988-12-01,1988,85631.2
1308,-2.26,1989,jan,1,1989-1-01,1989,86621.8
1309,-1.8,1989,feb,2,1989-2-01,1989,86621.8
1310,-1.11,1989,mar,3,1989-3-01,1989,86621.8
1311,-0.14,1989,apr,4,1989-4-01,1989,86621.8
1312,0.63,1989,may,5,1989-5-01,1989,86621.8
1313,1.3,1989,jun,6,1989-6-01,1989,86621.8
1314,1.76,1989,jul,7,1989-7-01,1989,86621.8
1315,1.67,1989,aug,8,1989-8-01,1989,86621.8
1316,1.02,1989,sep,9,1989-9-01,1989,86621.8
1317,-0.04,1989,,10,1989-10-01,1989,86621.8
1318,-1.25,1989,nov,11,1989-11-01,1989,86621.8
1319,-1.77,1989,dec,12,1989-12-01,1989,86621.8
1320,-2.0,1990,jan,1,1990-1-01,1990,88194.8
1321,-1.74,1990,feb,2,1990-2-01,1990,88194.8
1322,-0.7,1990,mar,3,1990-3-01,1990,88194.8
1323,0.08,1990,apr,4,1990-4-01,1990,88194.8
1324,0.93,1990,may,5,1990-5-01,1990,88194.8
1325,1.54,1990,jun,6,1990-6-01,1990,88194.8
1326,1.85,1990,jul,7,1990-7-01,1990,88194.8
1327,1.61,1990,aug,8,1990-8-01,1990,88194.8
1328,0.94,1990,sep,9,1990-9-01,1990,88194.8
1329,0.05,1990,,10,1990-10-01,1990,88194.8
1330,-0.99,1990,nov,11,1990-11-01,1990,88194.8
1331,-1.74,1990,dec,12,1990-12-01,1990,88194.8
1332,-2.0,1991,jan,1,1991-1-01,1991,88759.5
1333,-1.66,1991,feb,2,1991-2-01,1991,88759.5
1334,-1.12,1991,mar,3,1991-3-01,1991,88759.5
1335,0.05,1991,apr,4,1991-4-01,1991,88759.5
1336,0.85,1991,may,5,1991-5-01,1991,88759.5
1337,1.69,1991,jun,6,1991-6-01,1991,88759.5
1338,1.9,1991,jul,7,1991-7-01,1991,88759.5
1339,1.7,1991,aug,8,1991-8-01,1991,88759.5
1340,1.13,1991,sep,9,1991-9-01,1991,88759.5
1341,-0.06,1991,,10,1991-10-01,1991,88759.5
1342,-1.14,1991,nov,11,1991-11-01,1991,88759.5
1343,-1.83,1991,dec,12,1991-12-01,1991,88759.5
1344,-1.97,1992,jan,1,1992-1-01,1992,86107.5
1345,-1.73,1992,feb,2,1992-2-01,1992,86107.5
1346,-0.99,1992,mar,3,1992-3-01,1992,86107.5
1347,-0.23,1992,apr,4,1992-4-01,1992,86107.5
1348,0.79,1992,may,5,1992-5-01,1992,86107.5
1349,1.41,1992,jun,6,1992-6-01,1992,86107.5
1350,1.54,1992,jul,7,1992-7-01,1992,86107.5
1351,1.37,1992,aug,8,1992-8-01,1992,86107.5
1352,0.65,1992,sep,9,1992-9-01,1992,86107.5
1353,-0.27,1992,,10,1992-10-01,1992,86107.5
1354,-1.42,1992,nov,11,1992-11-01,1992,86107.5
1355,-1.93,1992,dec,12,1992-12-01,1992,86107.5
1356,-2.04,1993,jan,1,1993-1-01,1993,86353.2
1357,-1.76,1993,feb,2,1993-2-01,1993,86353.2
1358,-1.11,1993,mar,3,1993-3-01,1993,86353.2
1359,-0.2,1993,apr,4,1993-4-01,1993,86353.2
1360,0.74,1993,may,5,1993-5-01,1993,86353.2
1361,1.41,1993,jun,6,1993-6-01,1993,86353.2
1362,1.7,1993,jul,7,1993-7-01,1993,86353.2
1363,1.43,1993,aug,8,1993-8-01,1993,86353.2
1364,0.75,1993,sep,9,1993-9-01,1993,86353.2
1365,-0.14,1993,,10,1993-10-01,1993,86353.2
1366,-1.39,1993,nov,11,1993-11-01,1993,86353.2
1367,-1.99,1993,dec,12,1993-12-01,1993,86353.2
1368,-2.14,1994,jan,1,1994-1-01,1994,86236.3
1369,-2.13,1994,feb,2,1994-2-01,1994,86236.3
1370,-1.2,1994,mar,3,1994-3-01,1994,86236.3
1371,-0.07,1994,apr,4,1994-4-01,1994,86236.3
1372,0.75,1994,may,5,1994-5-01,1994,86236.3
1373,1.58,1994,jun,6,1994-6-01,1994,86236.3
1374,1.72,1994,jul,7,1994-7-01,1994,86236.3
1375,1.51,1994,aug,8,1994-8-01,1994,86236.3
1376,0.94,1994,sep,9,1994-9-01,1994,86236.3
1377,0.05,1994,,10,1994-10-01,1994,86236.3
1378,-0.99,1994,nov,11,1994-11-01,1994,86236.3
1379,-1.79,1994,dec,12,1994-12-01,1994,86236.3
1380,-1.9,1995,jan,1,1995-1-01,1995,87648.4
1381,-1.37,1995,feb,2,1995-2-01,1995,87648.4
1382,-1.02,1995,mar,3,1995-3-01,1995,87648.4
1383,-0.0,1995,apr,4,1995-4-01,1995,87648.4
1384,0.73,1995,may,5,1995-5-01,1995,87648.4
1385,1.57,1995,jun,6,1995-6-01,1995,87648.4
1386,1.9,1995,jul,7,1995-7-01,1995,87648.4
1387,1.76,1995,aug,8,1995-8-01,1995,87648.4
1388,0.97,1995,sep,9,1995-9-01,1995,87648.4
1389,0.11,1995,,10,1995-10-01,1995,87648.4
1390,-1.0,1995,nov,11,1995-11-01,1995,87648.4
1391,-1.87,1995,dec,12,1995-12-01,1995,87648.4
1392,-2.16,1996,jan,1,1996-1-01,1996,89953.6
1393,-1.67,1996,feb,2,1996-2-01,1996,89953.6
1394,-1.15,1996,mar,3,1996-3-01,1996,89953.6
1395,-0.11,1996,apr,4,1996-4-01,1996,89953.6
1396,0.74,1996,may,5,1996-5-01,1996,89953.6
1397,1.41,1996,jun,6,1996-6-01,1996,89953.6
1398,1.77,1996,jul,7,1996-7-01,1996,89953.6
1399,1.79,1996,aug,8,1996-8-01,1996,89953.6
1400,0.9,1996,sep,9,1996-9-01,1996,89953.6
1401,-0.17,1996,,10,1996-10-01,1996,89953.6
1402,-1.04,1996,nov,11,1996-11-01,1996,89953.6
1403,-1.75,1996,dec,12,1996-12-01,1996,89953.6
1404,-2.1,1997,jan,1,1997-1-01,1997,90055.5
1405,-1.77,1997,feb,2,1997-2-01,1997,90055.5
1406,-0.94,1997,mar,3,1997-3-01,1997,90055.5
1407,-0.11,1997,apr,4,1997-4-01,1997,90055.5
1408,0.83,1997,may,5,1997-5-01,1997,90055.5
1409,1.69,1997,jun,6,1997-6-01,1997,90055.5
1410,1.77,1997,jul,7,1997-7-01,1997,90055.5
1411,1.71,1997,aug,8,1997-8-01,1997,90055.5
1412,1.18,1997,sep,9,1997-9-01,1997,90055.5
1413,0.26,1997,,10,1997-10-01,1997,90055.5
1414,-0.8,1997,nov,11,1997-11-01,1997,90055.5
1415,-1.56,1997,dec,12,1997-12-01,1997,90055.5
1416,-1.81,1998,jan,1,1998-1-01,1998,89566.1
1417,-1.25,1998,feb,2,1998-2-01,1998,89566.1
1418,-0.84,1998,mar,3,1998-3-01,1998,89566.1
1419,0.16,1998,apr,4,1998-4-01,1998,89566.1
1420,1.16,1998,may,5,1998-5-01,1998,89566.1
1421,1.93,1998,jun,6,1998-6-01,1998,89566.1
1422,2.1,1998,jul,7,1998-7-01,1998,89566.1
1423,1.96,1998,aug,8,1998-8-01,1998,89566.1
1424,1.07,1998,sep,9,1998-9-01,1998,89566.1
1425,0.08,1998,,10,1998-10-01,1998,89566.1
1426,-0.96,1998,nov,11,1998-11-01,1998,89566.1
1427,-1.59,1998,dec,12,1998-12-01,1998,89566.1
1428,-1.93,1999,jan,1,1999-1-01,1999,90524.4
1429,-1.5,1999,feb,2,1999-2-01,1999,90524.4
1430,-1.13,1999,mar,3,1999-3-01,1999,90524.4
1431,-0.15,1999,apr,4,1999-4-01,1999,90524.4
1432,0.78,1999,may,5,1999-5-01,1999,90524.4
1433,1.53,1999,jun,6,1999-6-01,1999,90524.4
1434,1.79,1999,jul,7,1999-7-01,1999,90524.4
1435,1.61,1999,aug,8,1999-8-01,1999,90524.4
1436,1.06,1999,sep,9,1999-9-01,1999,90524.4
1437,0.03,1999,,10,1999-10-01,1999,90524.4
1438,-1.07,1999,nov,11,1999-11-01,1999,90524.4
1439,-1.72,1999,dec,12,1999-12-01,1999,90524.4
1440,-2.18,2000,jan,1,2000-1-01,2000,92998.0
1441,-1.59,2000,feb,2,2000-2-01,2000,92998.0
1442,-0.9,2000,mar,3,2000-3-01,2000,92998.0
1443,0.1,2000,apr,4,2000-4-01,2000,92998.0
1444,0.83,2000,may,5,2000-5-01,2000,92998.0
1445,1.57,2000,jun,6,2000-6-01,2000,92998.0
1446,1.8,2000,jul,7,2000-7-01,2000,92998.0
1447,1.72,2000,aug,8,2000-8-01,2000,92998.0
1448,1.05,2000,sep,9,2000-9-01,2000,92998.0
1449,-0.08,2000,,10,2000-10-01,2000,92998.0
1450,-1.13,2000,nov,11,2000-11-01,2000,92998.0
1451,-1.86,2000,dec,12,2000-12-01,2000,92998.0
1452,-1.99,2001,jan,1,2001-1-01,2001,93999.4
1453,-1.72,2001,feb,2,2001-2-01,2001,93999.4
1454,-0.92,2001,mar,3,2001-3-01,2001,93999.4
1455,0.03,2001,apr,4,2001-4-01,2001,93999.4
1456,1.03,2001,may,5,2001-5-01,2001,93999.4
1457,1.7,2001,jun,6,2001-6-01,2001,93999.4
1458,2.02,2001,jul,7,2001-7-01,2001,93999.4
1459,1.78,2001,aug,8,2001-8-01,2001,93999.4
1460,1.18,2001,sep,9,2001-9-01,2001,93999.4
1461,0.14,2001,,10,2001-10-01,2001,93999.4
1462,-0.76,2001,nov,11,2001-11-01,2001,93999.4
1463,-1.6,2001,dec,12,2001-12-01,2001,93999.4
1464,-1.66,2002,jan,1,2002-1-01,2002,95821.3
1465,-1.4,2002,feb,2,2002-2-01,2002,95821.3
1466,-0.58,2002,mar,3,2002-3-01,2002,95821.3
1467,0.09,2002,apr,4,2002-4-01,2002,95821.3
1468,1.1,2002,may,5,2002-5-01,2002,95821.3
1469,1.71,2002,jun,6,2002-6-01,2002,95821.3
1470,2.03,2002,jul,7,2002-7-01,2002,95821.3
1471,1.83,2002,aug,8,2002-8-01,2002,95821.3
1472,1.27,2002,sep,9,2002-9-01,2002,95821.3
1473,0.19,2002,,10,2002-10-01,2002,95821.3
1474,-0.87,2002,nov,11,2002-11-01,2002,95821.3
1475,-1.72,2002,dec,12,2002-12-01,2002,95821.3
1476,-1.68,2003,jan,1,2003-1-01,2003,100340.4
1477,-1.6,2003,feb,2,2003-2-01,2003,100340.4
1478,-0.9,2003,mar,3,2003-3-01,2003,100340.4
1479,0.06,2003,apr,4,2003-4-01,2003,100340.4
1480,1.07,2003,may,5,2003-5-01,2003,100340.4
1481,1.63,2003,jun,6,2003-6-01,2003,100340.4
1482,1.95,2003,jul,7,2003-7-01,2003,100340.4
1483,1.95,2003,aug,8,2003-8-01,2003,100340.4
1484,1.29,2003,sep,9,2003-9-01,2003,100340.4
1485,0.38,2003,,10,2003-10-01,2003,100340.4
1486,-0.93,2003,nov,11,2003-11-01,2003,100340.4
1487,-1.42,2003,dec,12,2003-12-01,2003,100340.4
1488,-1.83,2004,jan,1,2004-1-01,2004,104330.6
1489,-1.43,2004,feb,2,2004-2-01,2004,104330.6
1490,-0.83,2004,mar,3,2004-3-01,2004,104330.6
1491,0.15,2004,apr,4,2004-4-01,2004,104330.6
1492,0.85,2004,may,5,2004-5-01,2004,104330.6
1493,1.58,2004,jun,6,2004-6-01,2004,104330.6
1494,1.66,2004,jul,7,2004-7-01,2004,104330.6
1495,1.73,2004,aug,8,2004-8-01,2004,104330.6
1496,1.15,2004,sep,9,2004-9-01,2004,104330.6
1497,0.28,2004,,10,2004-10-01,2004,104330.6
1498,-0.75,2004,nov,11,2004-11-01,2004,104330.6
1499,-1.64,2004,dec,12,2004-12-01,2004,104330.6
1500,-1.69,2005,jan,1,2005-1-01,2005,107354.8
1501,-1.58,2005,feb,2,2005-2-01,2005,107354.8
1502,-0.78,2005,mar,3,2005-3-01,2005,107354.8
1503,0.19,2005,apr,4,2005-4-01,2005,107354.8
1504,1.09,2005,may,5,2005-5-01,2005,107354.8
1505,1.82,2005,jun,6,2005-6-01,2005,107354.8
1506,2.05,2005,jul,7,2005-7-01,2005,107354.8
1507,1.9,2005,aug,8,2005-8-01,2005,107354.8
1508,1.39,2005,sep,9,2005-9-01,2005,107354.8
1509,0.39,2005,,10,2005-10-01,2005,107354.8
1510,-0.74,2005,nov,11,2005-11-01,2005,107354.8
1511,-1.5,2005,dec,12,2005-12-01,2005,107354.8
1512,-1.85,2006,jan,1,2006-1-01,2006,110616.4
1513,-1.46,2006,feb,2,2006-2-01,2006,110616.4
1514,-0.85,2006,mar,3,2006-3-01,2006,110616.4
1515,0.03,2006,apr,4,2006-4-01,2006,110616.4
1516,0.93,2006,may,5,2006-5-01,2006,110616.4
1517,1.8,2006,jun,6,2006-6-01,2006,110616.4
1518,1.94,2006,jul,7,2006-7-01,2006,110616.4
1519,2.0,2006,aug,8,2006-8-01,2006,110616.4
1520,1.26,2006,sep,9,2006-9-01,2006,110616.4
1521,0.31,2006,,10,2006-10-01,2006,110616.4
1522,-0.75,2006,nov,11,2006-11-01,2006,110616.4
1523,-1.42,2006,dec,12,2006-12-01,2006,110616.4
1524,-1.46,2007,jan,1,2007-1-01,2007,113346.9
1525,-1.45,2007,feb,2,2007-2-01,2007,113346.9
1526,-0.78,2007,mar,3,2007-3-01,2007,113346.9
1527,0.26,2007,apr,4,2007-4-01,2007,113346.9
1528,1.13,2007,may,5,2007-5-01,2007,113346.9
1529,1.75,2007,jun,6,2007-6-01,2007,113346.9
1530,2.02,2007,jul,7,2007-7-01,2007,113346.9
1531,1.87,2007,aug,8,2007-8-01,2007,113346.9
1532,1.24,2007,sep,9,2007-9-01,2007,113346.9
1533,0.21,2007,,10,2007-10-01,2007,113346.9
1534,-0.91,2007,nov,11,2007-11-01,2007,113346.9
1535,-1.69,2007,dec,12,2007-12-01,2007,113346.9
1536,-2.18,2008,jan,1,2008-1-01,2008,115021.0
1537,-1.81,2008,feb,2,2008-2-01,2008,115021.0
1538,-0.74,2008,mar,3,2008-3-01,2008,115021.0
1539,0.04,2008,apr,4,2008-4-01,2008,115021.0
1540,0.94,2008,may,5,2008-5-01,2008,115021.0
1541,1.62,2008,jun,6,2008-6-01,2008,115021.0
1542,2.01,2008,jul,7,2008-7-01,2008,115021.0
1543,1.74,2008,aug,8,2008-8-01,2008,115021.0
1544,1.27,2008,sep,9,2008-9-01,2008,115021.0
1545,0.27,2008,,10,2008-10-01,2008,115021.0
1546,-0.81,2008,nov,11,2008-11-01,2008,115021.0
1547,-1.62,2008,dec,12,2008-12-01,2008,115021.0
1548,-1.8,2009,jan,1,2009-1-01,2009,112661.1
1549,-1.64,2009,feb,2,2009-2-01,2009,112661.1
1550,-0.95,2009,mar,3,2009-3-01,2009,112661.1
1551,0.11,2009,apr,4,2009-4-01,2009,112661.1
1552,1.11,2009,may,5,2009-5-01,2009,112661.1
1553,1.81,2009,jun,6,2009-6-01,2009,112661.1
1554,2.11,2009,jul,7,2009-7-01,2009,112661.1
1555,1.96,2009,aug,8,2009-8-01,2009,112661.1
1556,1.33,2009,sep,9,2009-9-01,2009,112661.1
1557,0.27,2009,,10,2009-10-01,2009,112661.1
1558,-0.69,2009,nov,11,2009-11-01,2009,112661.1
1559,-1.5,2009,dec,12,2009-12-01,2009,112661.1
1560,-1.68,2010,jan,1,2010-1-01,2010,118593.9
1561,-1.36,2010,feb,2,2010-2-01,2010,118593.9
1562,-0.56,2010,mar,3,2010-3-01,2010,118593.9
1563,0.38,2010,apr,4,2010-4-01,2010,118593.9
1564,1.2,2010,may,5,2010-5-01,2010,118593.9
1565,1.78,2010,jun,6,2010-6-01,2010,118593.9
1566,2.01,2010,jul,7,2010-7-01,2010,118593.9
1567,1.93,2010,aug,8,2010-8-01,2010,118593.9
1568,1.24,2010,sep,9,2010-9-01,2010,118593.9
1569,0.33,2010,,10,2010-10-01,2010,118593.9
1570,-0.68,2010,nov,11,2010-11-01,2010,118593.9
1571,-1.69,2010,dec,12,2010-12-01,2010,118593.9
1572,-1.93,2011,jan,1,2011-1-01,2011,122025.6
1573,-1.64,2011,feb,2,2011-2-01,2011,122025.6
1574,-0.85,2011,mar,3,2011-3-01,2011,122025.6
1575,0.15,2011,apr,4,2011-4-01,2011,122025.6
1576,0.98,2011,may,5,2011-5-01,2011,122025.6
1577,1.73,2011,jun,6,2011-6-01,2011,122025.6
1578,2.13,2011,jul,7,2011-7-01,2011,122025.6
1579,2.01,2011,aug,8,2011-8-01,2011,122025.6
1580,1.19,2011,sep,9,2011-9-01,2011,122025.6
1581,0.27,2011,,10,2011-10-01,2011,122025.6
1582,-0.89,2011,nov,11,2011-11-01,2011,122025.6
1583,-1.62,2011,dec,12,2011-12-01,2011,122025.6
1584,-1.96,2012,jan,1,2012-1-01,2012,123738.5
1585,-1.67,2012,feb,2,2012-2-01,2012,123738.5
1586,-0.91,2012,mar,3,2012-3-01,2012,123738.5
1587,0.21,2012,apr,4,2012-4-01,2012,123738.5
1588,1.22,2012,may,5,2012-5-01,2012,123738.5
1589,1.79,2012,jun,6,2012-6-01,2012,123738.5
1590,1.95,2012,jul,7,2012-7-01,2012,123738.5
1591,1.92,2012,aug,8,2012-8-01,2012,123738.5
1592,1.37,2012,sep,9,2012-9-01,2012,123738.5
1593,0.38,2012,,10,2012-10-01,2012,123738.5
1594,-0.72,2012,nov,11,2012-11-01,2012,123738.5
1595,-1.63,2012,dec,12,2012-12-01,2012,123738.5
1596,-1.74,2013,jan,1,2013-1-01,2013,124342.0
1597,-1.59,2013,feb,2,2013-2-01,2013,124342.0
1598,-0.82,2013,mar,3,2013-3-01,2013,124342.0
1599,0.06,2013,apr,4,2013-4-01,2013,124342.0
1600,1.05,2013,may,5,2013-5-01,2013,124342.0
1601,1.82,2013,jun,6,2013-6-01,2013,124342.0
1602,1.99,2013,jul,7,2013-7-01,2013,124342.0
1603,1.96,2013,aug,8,2013-8-01,2013,124342.0
1604,1.43,2013,sep,9,2013-9-01,2013,124342.0
1605,0.31,2013,,10,2013-10-01,2013,124342.0
1606,-0.67,2013,nov,11,2013-11-01,2013,124342.0
1607,-1.5,2013,dec,12,2013-12-01,2013,124342.0
1608,-1.68,2014,jan,1,2014-1-01,2014,124746.8
1609,-1.63,2014,feb,2,2014-2-01,2014,124746.8
1610,-0.71,2014,mar,3,2014-3-01,2014,124746.8
1611,0.3,2014,apr,4,2014-4-01,2014,124746.8
1612,1.32,2014,may,5,2014-5-01,2014,124746.8
1613,1.82,2014,jun,6,2014-6-01,2014,124746.8
1614,1.98,2014,jul,7,2014-7-01,2014,124746.8
1615,2.11,2014,aug,8,2014-8-01,2014,124746.8
1616,1.53,2014,sep,9,2014-9-01,2014,124746.8
1617,0.45,2014,,10,2014-10-01,2014,124746.8
1618,-0.79,2014,nov,11,2014-11-01,2014,124746.8
1619,-1.38,2014,dec,12,2014-12-01,2014,124746.8
1620,-1.6,2015,jan,1,2015-1-01,2015,124780.5
1621,-1.28,2015,feb,2,2015-2-01,2015,124780.5
1622,-0.57,2015,mar,3,2015-3-01,2015,124780.5
1623,0.28,2015,apr,4,2015-4-01,2015,124780.5
1624,1.22,2015,may,5,2015-5-01,2015,124780.5
1625,1.95,2015,jun,6,2015-6-01,2015,124780.5
1626,2.13,2015,jul,7,2015-7-01,2015,124780.5
1627,2.09,2015,aug,8,2015-8-01,2015,124780.5
1628,1.47,2015,sep,9,2015-9-01,2015,124780.5
1629,0.71,2015,,10,2015-10-01,2015,124780.5
1630,-0.42,2015,nov,11,2015-11-01,2015,124780.5
1631,-1.05,2015,dec,12,2015-12-01,2015,124780.5
1632,-1.26,2016,jan,1,2016-1-01,2016,124705.6
1633,-0.8,2016,feb,2,2016-2-01,2016,124705.6
1634,-0.16,2016,mar,3,2016-3-01,2016,124705.6
1635,0.6,2016,apr,4,2016-4-01,2016,124705.6
1636,1.38,2016,may,5,2016-5-01,2016,124705.6
1637,1.93,2016,jun,6,2016-6-01,2016,124705.6
1638,2.24,2016,jul,7,2016-7-01,2016,124705.6
1639,2.3,2016,aug,8,2016-8-01,2016,124705.6
1640,1.53,2016,sep,9,2016-9-01,2016,124705.6
1641,0.54,2016,,10,2016-10-01,2016,124705.6
1642,-0.54,2016,nov,11,2016-11-01,2016,124705.6
1643,-1.32,2016,dec,12,2016-12-01,2016,124705.6
1644,-1.43,2017,jan,1,2017-1-01,2017,126304.7
1645,-1.02,2017,feb,2,2017-2-01,2017,126304.7
1646,-0.34,2017,mar,3,2017-3-01,2017,126304.7
1647,0.45,2017,apr,4,2017-4-01,2017,126304.7
1648,1.36,2017,may,5,2017-5-01,2017,126304.7
1649,1.86,2017,jun,6,2017-6-01,2017,126304.7
1650,2.24,2017,jul,7,2017-7-01,2017,126304.7
