Internações,cod_uf,uf,data
404,43,Rio Grande do Sul,2018-05-01
505,21,Maranhão,2018-05-01
530,42,Santa Catarina,2018-05-01
414,13,Amazonas,2018-05-01
279,52,Goiás,2018-05-01
296,25,Paraíba,2018-05-01
238,22,Piauí,2018-05-01
263,27,Alagoas,2018-05-01
154,28,Sergipe,2018-05-01
343,24,Rio Grande do Norte,2018-05-01
206,32,Espírito Santo,2018-05-01
216,53,Distrito Federal,2018-05-01
248,51,Mato Grosso,2018-05-01
118,50,Mato Grosso do Sul,2018-05-01
10,17,Tocantins,2018-05-01
42,16,Amapá,2018-05-01
76,11,Rondônia,2018-05-01
82,12,Acre,2018-05-01
123,14,Roraima,2018-05-01
2365,35,São Paulo,2018-06-01
1245,29,Bahia,2018-06-01
1086,31,Minas Gerais,2018-06-01
910,33,Rio de Janeiro,2018-06-01
666,26,Pernambuco,2018-06-01
655,23,Ceará,2018-06-01
712,41,Paraná,2018-06-01
427,15,Pará,2018-06-01
487,43,Rio Grande do Sul,2018-06-01
482,21,Maranhão,2018-06-01
489,42,Santa Catarina,2018-06-01
374,13,Amazonas,2018-06-01
217,52,Goiás,2018-06-01
227,25,Paraíba,2018-06-01
176,22,Piauí,2018-06-01
239,27,Alagoas,2018-06-01
178,28,Sergipe,2018-06-01
249,24,Rio Grande do Norte,2018-06-01
197,32,Espírito Santo,2018-06-01
200,53,Distrito Federal,2018-06-01
233,51,Mato Grosso,2018-06-01
163,50,Mato Grosso do Sul,2018-06-01
1,17,Tocantins,2018-06-01
-,16,Amapá,2018-06-01
54,11,Rondônia,2018-06-01
91,12,Acre,2018-06-01
114,14,Roraima,2018-06-01
