ano,sigla_uf,nome_municipio,pibpercapita
2018,PA,São Domingos Do Capim,8391.900147626975
2018,PA,São Félix Do Xingu,11187.003550732188
2018,PA,São Francisco Do Pará,14783.65142424051
2018,PA,São Geraldo Do Araguaia,19620.098435436757
2018,PA,São João Da Ponta,7368.342465753424
2018,PA,São João De Pirabas,7197.273093424394
2018,PA,São João Do Araguaia,8776.349282639885
2018,PA,São Miguel Do Guamá,11593.968402825401
2018,PA,São Sebastião Da Boa Vista,7956.471769134253
2018,PA,Sapucaia,17024.481278851086
2018,PA,Senador José Porfírio,11451.182025508911
2018,PA,Soure,7469.62960168381
2018,PA,Tailândia,8660.119327828368
2018,PA,Terra Alta,6074.395306703477
2018,PA,Terra Santa,27414.000913045813
2018,PA,Tomé-Açu,10625.476007891304
2018,PA,Tracuateua,7036.185542797495
2018,PA,Trairão,15639.241771680758
2018,PA,Tucumã,19936.089121585293
2018,PA,Tucuruí,66715.00457431251
2018,PA,Ulianópolis,23080.671432537478
2018,PA,Uruará,11986.942724696268
2018,PA,Vigia,7188.064672594988
2018,PA,Viseu,7971.689331520582
2018,PA,Vitória Do Xingu,291967.1191032228
2018,PA,Xinguara,27618.272033325826
2018,AP,Serra Do Navio,14170.74952883528
2018,AP,Amapá,15202.698748477129
2018,AP,Pedra Branca Do Amapari,19527.69298851296
2018,AP,Calçoene,15028.841570565623
2018,AP,Cutias,12993.989768076399
2018,AP,Ferreira Gomes,70268.9527071532
2018,AP,Itaubal,12841.723036940783
2018,AP,Laranjal Do Jari,18252.704081219916
2018,AP,Macapá,22181.715449097916
2018,AP,Mazagão,12172.063001037443
2018,AP,Oiapoque,16003.40447665903
2018,AP,Porto Grande,15834.248417426923
2018,AP,Pracuúba,13476.767073903466
2018,AP,Santana,17307.11391188028
2018,AP,Tartarugalzinho,13365.265381192525
2018,AP,Vitória Do Jari,12137.166421018905
2018,TO,Abreulândia,20437.672776911077
2018,TO,Aguiarnópolis,19005.389683505782
2018,TO,Aliança Do Tocantins,19053.154214206847
2018,TO,Almas,21314.68728088627
2018,TO,Alvorada,32238.89699774534
2018,TO,Ananás,13641.789216196523
2018,TO,Angico,10551.647936786654
2018,TO,Aparecida Do Rio Negro,21573.4560219363
2018,TO,Aragominas,11121.306774974075
2018,TO,Araguacema,18023.530501710375
2018,TO,Araguaçu,22458.341659857593
2018,TO,Araguaína,24715.961395246653
2018,TO,Araguanã,11657.294543528165
2018,TO,Araguatins,12060.542975159848
2018,TO,Arapoema,43272.03313343328
2018,TO,Arraias,17500.22724271295
2018,TO,Augustinópolis,13961.16574980746
2018,TO,Aurora Do Tocantins,11275.98767086572
2018,TO,Axixá Do Tocantins,12398.615218508998
2018,TO,Babaçulândia,9886.996435940724
2018,TO,Bandeirantes Do Tocantins,34257.68878132119
2018,TO,Barra Do Ouro,12339.292811606947
2018,TO,Barrolândia,16696.126291414323
2018,TO,Bernardo Sayão,16725.682703065562
2018,TO,Bom Jesus Do Tocantins,15487.70265745972
2018,TO,Brasilândia Do Tocantins,18738.16841624829
2018,TO,Brejinho De Nazaré,35362.16529680365
2018,TO,Buriti Do Tocantins,8731.577833348218
2018,TO,Cachoeirinha,12009.391879964696
2018,TO,Campos Lindos,30905.466673389128
2018,TO,Cariri Do Tocantins,80738.87410321685
2018,TO,Carmolândia,14442.46048513302
2018,TO,Carrasco Bonito,9813.947524020694
2018,TO,Caseara,29970.49820585458
2018,TO,Centenário,11934.572720946417
2018,TO,Chapada De Areia,17069.850820842257
2018,TO,Chapada Da Natividade,19250.12177564487
2018,TO,Colinas Do Tocantins,20752.90714489854
2018,TO,Combinado,13927.615734049143
2018,TO,Conceição Do Tocantins,12617.509456838021
2018,TO,Couto Magalhães,21018.844111271676
2018,TO,Cristalândia,15058.802191780822
2018,TO,Crixás Do Tocantins,25491.437353629975
2018,TO,Darcinópolis,30928.50897308076
2018,TO,Dianópolis,15912.159816933638
2018,TO,Divinópolis Do Tocantins,17949.322782963827
2018,TO,Dois Irmãos Do Tocantins,14213.920954097906
2018,TO,Dueré,24603.79731171325
2018,TO,Esperantina,8211.681504008848
2018,TO,Fátima,17527.404842488933
2018,TO,Figueirópolis,32230.93092354277
2018,TO,Filadélfia,11513.52529138848
2018,TO,Formoso Do Araguaia,18913.659127800023
2018,TO,Fortaleza Do Tabocão,72737.58074534162
2018,TO,Goianorte,14731.316458170446
2018,TO,Goiatins,12487.883248338741
2018,TO,Guaraí,25371.806908906805
2018,TO,Gurupi,25690.423457783687
2018,TO,Ipueiras,15353.461305007588
2018,TO,Itacajá,13414.290396547072
2018,TO,Itaguatins,10889.252035278154
2018,TO,Itapiratins,18898.218201170836
2018,TO,Itaporã Do Tocantins,17710.952361396303
2018,TO,Jaú Do Tocantins,15700.063367373657
2018,TO,Juarina,13865.451861943688
2018,TO,Lagoa Da Confusão,37107.00828602118
2018,TO,Lagoa Do Tocantins,9386.14774604673
2018,TO,Lajeado,21817.657852305707
2018,TO,Lavandeira,12539.03911205074
2018,TO,Lizarda,11329.066168623265
2018,TO,Luzinópolis,11008.366013071896
2018,TO,Marianópolis Do Tocantins,24806.14291323125
2018,TO,Mateiros,51358.006823351025
2018,TO,Maurilândia Do Tocantins,10764.458712900381
2018,TO,Miracema Do Tocantins,28347.50473984703
2018,TO,Miranorte,19648.42706542056
2018,TO,Monte Do Carmo,22764.71470550658
2018,TO,Monte Santo Do Tocantins,15851.478568272205
2018,TO,Palmeiras Do Tocantins,10464.863165905632
2018,TO,Muricilândia,12237.686681844052
2018,TO,Natividade,18906.295270050872
2018,TO,Nazaré,11135.280373831776
2018,TO,Nova Olinda,22556.29405239355
2018,TO,Nova Rosalândia,13059.508659549228
2018,TO,Novo Acordo,12226.517144856543
2018,TO,Novo Alegre,11733.032590051458
2018,TO,Novo Jardim,10826.560785767235
2018,TO,Oliveira De Fátima,18374.446654611213
2018,TO,Palmeirante,16197.494171312721
2018,TO,Palmeirópolis,15543.80198926842
2018,TO,Paraíso Do Tocantins,24316.226769692898
2018,TO,Paranã,20584.609693145972
2018,TO,Pau D'arco,14295.700890084869
2018,TO,Pedro Afonso,39844.35328849028
2018,TO,Peixe,45449.335111417015
2018,TO,Pequizeiro,13864.816828954621
2018,TO,Colméia,17497.67823458283
2018,TO,Pindorama Do Tocantins,11891.944220430107
2018,TO,Piraquê,17048.28647039365
2018,TO,Pium,20802.951084082495
2018,TO,Ponte Alta Do Bom Jesus,10263.202564659856
2018,TO,Ponte Alta Do Tocantins,10574.22070091697
2018,TO,Porto Alegre Do Tocantins,10003.482625482626
2018,TO,Porto Nacional,31830.45827324478
2018,TO,Praia Norte,8623.285953377166
2018,TO,Presidente Kennedy,13356.31744312026
2018,TO,Pugmil,21246.714178262504
2018,TO,Recursolândia,10154.797832233742
2018,TO,Riachinho,10217.004344048653
2018,TO,Rio Da Conceição,10106.539750957854
2018,TO,Rio Dos Bois,17939.61650658129
2018,TO,Rio Sono,10160.104978354979
2018,TO,Sampaio,8501.44197103955
2018,TO,Sandolândia,20944.635583185318
2018,TO,Santa Fé Do Araguaia,15305.7666307568
2018,TO,Santa Maria Do Tocantins,15640.650103519669
2018,TO,Santa Rita Do Tocantins,38902.85068259386
2018,TO,Santa Rosa Do Tocantins,31072.56142174184
2018,TO,Santa Tereza Do Tocantins,11319.805222300634
2018,TO,Santa Terezinha Do Tocantins,11388.835047468354
2018,TO,São Bento Do Tocantins,10112.418949771689
2018,TO,São Félix Do Tocantins,13674.982188295166
2018,TO,São Miguel Do Tocantins,8836.495445809309
2018,TO,São Salvador Do Tocantins,11937.404234527687
2018,TO,São Sebastião Do Tocantins,9736.086398990961
2018,TO,São Valério,22803.0428180234
2018,TO,Silvanópolis,28955.290814429154
2018,TO,Sítio Novo Do Tocantins,11252.105089226701
2018,TO,Sucupira,32985.568859198356
2018,TO,Taguatinga,14648.46801306083
2018,TO,Taipas Do Tocantins,10878.989206945096
2018,TO,Talismã,29682.136314460873
2018,TO,Palmas,32293.885477377466
2018,TO,Tocantínia,9623.2706464998
2018,TO,Tocantinópolis,12913.555642907058
2018,TO,Tupirama,26430.983333333334
2018,TO,Tupiratins,11391.392652123996
2018,TO,Wanderlândia,12089.509930358525
2018,TO,Xambioá,25166.88824496151
2018,MA,Açailândia,23289.732723677265
2018,MA,Afonso Cunha,7765.615860256608
2018,MA,Água Doce Do Maranhão,6901.510409993594
2018,MA,Alcântara,5880.130915183626
2018,MA,Aldeias Altas,6895.218310394647
2018,MA,Altamira Do Maranhão,7008.775725266551
2018,MA,Alto Alegre Do Maranhão,10020.016841163977
2018,MA,Alto Alegre Do Pindaré,5980.037154323697
2018,MA,Alto Parnaíba,31263.55748567335
2018,MA,Amapá Do Maranhão,7446.341572708875
2018,MA,Amarante Do Maranhão,7638.937062427071
2018,MA,Anajatuba,6692.903922747426
2018,MA,Anapurus,8464.03970191443
2018,MA,Apicum-Açu,6388.281720682177
2018,MA,Araguanã,5309.69876446362
2018,MA,Araioses,5853.722512634753
2018,MA,Arame,7157.107178968655
2018,MA,Arari,8528.037730143798
2018,MA,Axixá,6127.360549850944
2018,MA,Bacabal,10881.153020557567
2018,MA,Bacabeira,18224.086443191933
2018,MA,Bacuri,5320.397071536633
2018,MA,Bacurituba,6258.090439736514
2018,MA,Balsas,36852.55969560676
2018,MA,Barão De Grajaú,11089.032756225286
2018,MA,Barra Do Corda,8239.586304303255
2018,MA,Barreirinhas,7851.923319531604
2018,MA,Belágua,6275.995006073694
2018,MA,Bela Vista Do Maranhão,7613.432752738373
2018,MA,Benedito Leite,7617.762395592678
2018,MA,Bequimão,6082.571919096896
2018,MA,Bernardo Do Mearim,8224.40475794377
2018,MA,Boa Vista Do Gurupi,6849.218060711946
2018,MA,Bom Jardim,7607.901146373839
2018,MA,Bom Jesus Das Selvas,8666.68499656501
2018,MA,Bom Lugar,5564.213648749071
2018,MA,Brejo,8082.283322726141
2018,MA,Brejo De Areia,6085.302658268389
2018,MA,Buriti,7090.837412893511
2018,MA,Buriti Bravo,7111.218785411508
2018,MA,Buriticupu,7822.022921517505
2018,MA,Buritirana,6460.389332813616
2018,MA,Cachoeira Grande,5879.748241313153
2018,MA,Cajapió,4970.4489942528735
2018,MA,Cajari,5351.197855700005
2018,MA,Campestre Do Maranhão,11570.454526374702
2018,MA,Cândido Mendes,6447.587716676629
2018,MA,Cantanhede,5690.351179590344
2018,MA,Capinzal Do Norte,13164.098060739114
2018,MA,Carolina,13268.515798989194
2018,MA,Carutapera,7029.327796094344
2018,MA,Caxias,11046.473944125097
2018,MA,Cedral,6337.302993337712
2018,MA,Central Do Maranhão,5604.229311947931
2018,MA,Centro Do Guilherme,6100.901457373707
2018,MA,Centro Novo Do Maranhão,6852.787279779429
2018,MA,Chapadinha,8997.042580074547
2018,MA,Cidelândia,8922.440719709926
2018,MA,Codó,7856.474399862966
2018,MA,Coelho Neto,7462.526357470658
2018,MA,Colinas,9345.171141757224
2018,MA,Conceição Do Lago-Açu,6809.691948730711
2018,MA,Coroatá,7031.29659922514
2018,MA,Cururupu,7150.065527239432
2018,MA,Davinópolis,37649.26021238664
2018,MA,Dom Pedro,9852.490869341564
2018,MA,Duque Bacelar,6820.372875354107
2018,MA,Esperantinópolis,8084.838195523333
2018,MA,Estreito,23771.432063837503
2018,MA,Feira Nova Do Maranhão,8925.499941044689
2018,MA,Fernando Falcão,6851.188340807175
2018,MA,Formosa Da Serra Negra,7403.280171274515
2018,MA,Fortaleza Dos Nogueiras,12571.100118906064
2018,MA,Fortuna,6963.711251287333
2018,MA,Godofredo Viana,9853.672635366689
2018,MA,Gonçalves Dias,6743.865599196608
2018,MA,Governador Archer,7202.024830908922
2018,MA,Governador Edison Lobão,14228.271806508745
2018,MA,Governador Eugênio Barros,5829.877116622943
2018,MA,Governador Luiz Rocha,7143.546320123521
2018,MA,Governador Newton Bello,6599.8673979042205
2018,MA,Governador Nunes Freire,8397.794854778263
2018,MA,Graça Aranha,7094.830113364203
2018,MA,Grajaú,10913.153086706545
2018,MA,Guimarães,7015.375113984913
2018,MA,Humberto De Campos,5661.767001193066
2018,MA,Icatu,5795.841576076875
2018,MA,Igarapé Do Meio,13283.338870668758
2018,MA,Igarapé Grande,7911.2446676146465
2018,MA,Imperatriz,27621.33345606474
2018,MA,Itaipava Do Grajaú,5310.022834497075
2018,MA,Itapecuru Mirim,8342.276801678661
2018,MA,Itinga Do Maranhão,12384.975551442234
2018,MA,Jatobá,6501.092865005504
2018,MA,Jenipapo Dos Vieiras,5705.992697176242
2018,MA,João Lisboa,9150.219699527346
2018,MA,Joselândia,6227.244298463064
2018,MA,Junco Do Maranhão,13073.514831717057
2018,MA,Lago Da Pedra,7931.642563763499
2018,MA,Lago Do Junco,6410.67662842339
2018,MA,Lago Verde,6517.837150441385
2018,MA,Lagoa Do Mato,6973.876012461059
2018,MA,Lago Dos Rodrigues,8968.532118348521
2018,MA,Lagoa Grande Do Maranhão,6957.277826855124
2018,MA,Lajeado Novo,10049.421024546426
2018,MA,Lima Campos,14459.726805426813
2018,MA,Loreto,18298.493965944785
2018,MA,Luís Domingues,7205.654763625849
2018,MA,Magalhães De Almeida,6274.842201834862
2018,MA,Maracaçumé,8431.998632139994
2018,MA,Marajá Do Sena,7624.315364916773
2018,MA,Maranhãozinho,6178.643726971835
2018,MA,Mata Roma,8804.628394987709
2018,MA,Matinha,6951.8765479876165
2018,MA,Matões,5499.837156031534
2018,MA,Matões Do Norte,4788.1836970396935
2018,MA,Milagres Do Maranhão,6316.033274126702
2018,MA,Mirador,9806.127
2018,MA,Miranda Do Norte,19809.180100710688
2018,MA,Mirinzal,6821.574331120499
2018,MA,Monção,6545.78693412849
2018,MA,Montes Altos,7178.697469866435
2018,MA,Morros,6451.761559195522
2018,MA,Nina Rodrigues,5079.918606281548
2018,MA,Nova Colinas,10727.360674157304
2018,MA,Nova Iorque,8270.005551996583
2018,MA,Nova Olinda Do Maranhão,6408.68864927313
2018,MA,Olho D'água Das Cunhãs,7747.881581653641
2018,MA,Olinda Nova Do Maranhão,6201.315250978507
2018,MA,Paço Do Lumiar,7733.245222639507
2018,MA,Palmeirândia,6301.115660444535
2018,MA,Paraibano,6450.142132456553
2018,MA,Parnarama,6574.682689268783
2018,MA,Passagem Franca,7787.834585670441
2018,MA,Pastos Bons,10180.010693253435
2018,MA,Paulino Neves,6487.817998867996
2018,MA,Paulo Ramos,7161.157221032596
2018,MA,Pedreiras,15334.364708279216
2018,MA,Pedro Do Rosário,5628.7828720417165
2018,MA,Penalva,5606.641415595634
2018,MA,Peri Mirim,5489.021482051641
2018,MA,Peritoró,9459.595830618893
2018,MA,Pindaré-Mirim,7942.856589974097
2018,MA,Pinheiro,9970.684046270635
2018,MA,Pio Xii,7376.568537556729
2018,MA,Pirapemas,6289.566362605927
2018,MA,Poção De Pedras,8211.99746654183
2018,MA,Porto Franco,22240.429778247097
2018,MA,Porto Rico Do Maranhão,6751.826188490409
2018,MA,Presidente Dutra,12362.730443374609
2018,MA,Presidente Juscelino,6899.297173172856
2018,MA,Presidente Médici,7013.476074148584
2018,MA,Presidente Sarney,6833.778245576636
2018,MA,Presidente Vargas,6284.592952175476
2018,MA,Primeira Cruz,4901.07475159571
2018,MA,Raposa,7838.234103569898
2018,MA,Riachão,17440.196660574027
2018,MA,Ribamar Fiquene,10661.28639587363
2018,MA,Rosário,8426.975801515937
2018,MA,Sambaíba,44917.89387250574
2018,MA,Santa Filomena Do Maranhão,6481.221919937816
2018,MA,Santa Helena,6862.815728992099
2018,MA,Santa Inês,14593.341979907438
2018,MA,Santa Luzia,7867.140267807841
2018,MA,Santa Luzia Do Paruá,8526.122941036047
2018,MA,Santa Quitéria Do Maranhão,7256.543594968455
2018,MA,Santa Rita,7226.983691583788
2018,MA,Santana Do Maranhão,4903.015805792937
2018,MA,Santo Amaro Do Maranhão,5062.93701290405
2018,MA,Santo Antônio Dos Lopes,131703.10561442137
